video_path,subset,source_model,fps,duration_seconds,num_frames,downsample_idxs,1_sec_idxs,2_sec_idxs,3_sec_idxs,4_sec_idxs,dataset,split,video_id,legacy_video_id,legacy_path,source_group,real_source,generator,content_sha256,exclusion_reason
datasets/videofeedback/real/Panda70M/p106927.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p106927.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p106927.mp4,datasets/videofeedback/real/Panda70M/p106927.mp4,videofeedback:real-content:p106927,Panda70M,,,
datasets/videofeedback/real/DiDeMo/p001457.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p001457.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p001457.mp4,datasets/videofeedback/real/DiDeMo/p001457.mp4,videofeedback:real-content:p001457,DiDeMo,,,
datasets/videofeedback/real/Panda70M/p108714.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p108714.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p108714.mp4,datasets/videofeedback/real/Panda70M/p108714.mp4,videofeedback:real-content:p108714,Panda70M,,,
datasets/videofeedback/real/Panda70M/p103960.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,datasets/videofeedback/real/Panda70M/p103960.mp4,videofeedback:real-content:p103960,Panda70M,,,
datasets/videofeedback/real/Panda70M/p108671.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p108671.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p108671.mp4,datasets/videofeedback/real/Panda70M/p108671.mp4,videofeedback:real-content:p108671,Panda70M,,,
datasets/videofeedback/real/DiDeMo/p002990.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p002990.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p002990.mp4,datasets/videofeedback/real/DiDeMo/p002990.mp4,videofeedback:real-content:p002990,DiDeMo,,,
datasets/videofeedback/real/DiDeMo/p000641.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p000641.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p000641.mp4,datasets/videofeedback/real/DiDeMo/p000641.mp4,videofeedback:real-content:p000641,DiDeMo,,,
datasets/videofeedback/real/Panda70M/p108746.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p108746.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p108746.mp4,datasets/videofeedback/real/Panda70M/p108746.mp4,videofeedback:real-content:p108746,Panda70M,,,
datasets/videofeedback/real/Panda70M/p111840.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p111840.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p111840.mp4,datasets/videofeedback/real/Panda70M/p111840.mp4,videofeedback:real-content:p111840,Panda70M,,,
datasets/videofeedback/real/Panda70M/p108327.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p108327.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p108327.mp4,datasets/videofeedback/real/Panda70M/p108327.mp4,videofeedback:real-content:p108327,Panda70M,,,
datasets/videofeedback/real/Panda70M/p104037.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p104037.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p104037.mp4,datasets/videofeedback/real/Panda70M/p104037.mp4,videofeedback:real-content:p104037,Panda70M,,,
datasets/videofeedback/real/DiDeMo/p007701.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p007701.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p007701.mp4,datasets/videofeedback/real/DiDeMo/p007701.mp4,videofeedback:real-content:p007701,DiDeMo,,,
datasets/videofeedback/real/Panda70M/p105722.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p105722.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p105722.mp4,datasets/videofeedback/real/Panda70M/p105722.mp4,videofeedback:real-content:p105722,Panda70M,,,
datasets/videofeedback/real/Panda70M/p101590.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p101590.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p101590.mp4,datasets/videofeedback/real/Panda70M/p101590.mp4,videofeedback:real-content:p101590,Panda70M,,,
datasets/videofeedback/real/Panda70M/p103243.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p103243.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p103243.mp4,datasets/videofeedback/real/Panda70M/p103243.mp4,videofeedback:real-content:p103243,Panda70M,,,
datasets/videofeedback/real/DiDeMo/p007908.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p007908.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p007908.mp4,datasets/videofeedback/real/DiDeMo/p007908.mp4,videofeedback:real-content:p007908,DiDeMo,,,
datasets/videofeedback/real/DiDeMo/p002370.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p002370.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p002370.mp4,datasets/videofeedback/real/DiDeMo/p002370.mp4,videofeedback:real-content:p002370,DiDeMo,,,
datasets/videofeedback/real/DiDeMo/p008739.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p008739.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p008739.mp4,datasets/videofeedback/real/DiDeMo/p008739.mp4,videofeedback:real-content:p008739,DiDeMo,,,
datasets/videofeedback/real/Panda70M/p108170.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p108170.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p108170.mp4,datasets/videofeedback/real/Panda70M/p108170.mp4,videofeedback:real-content:p108170,Panda70M,,,
datasets/videofeedback/real/Panda70M/p101290.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p101290.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p101290.mp4,datasets/videofeedback/real/Panda70M/p101290.mp4,videofeedback:real-content:p101290,Panda70M,,,
datasets/videofeedback/real/Panda70M/p101103.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p101103.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p101103.mp4,datasets/videofeedback/real/Panda70M/p101103.mp4,videofeedback:real-content:p101103,Panda70M,,,
datasets/videofeedback/real/Panda70M/p101906.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p101906.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p101906.mp4,datasets/videofeedback/real/Panda70M/p101906.mp4,videofeedback:real-content:p101906,Panda70M,,,
datasets/videofeedback/real/Panda70M/p107246.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p107246.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p107246.mp4,datasets/videofeedback/real/Panda70M/p107246.mp4,videofeedback:real-content:p107246,Panda70M,,,
datasets/videofeedback/real/DiDeMo/p001044.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p001044.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p001044.mp4,datasets/videofeedback/real/DiDeMo/p001044.mp4,videofeedback:real-content:p001044,DiDeMo,,,
datasets/videofeedback/real/Panda70M/p105740.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p105740.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p105740.mp4,datasets/videofeedback/real/Panda70M/p105740.mp4,videofeedback:real-content:p105740,Panda70M,,,
datasets/videofeedback/real/DiDeMo/p003223.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p003223.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p003223.mp4,datasets/videofeedback/real/DiDeMo/p003223.mp4,videofeedback:real-content:p003223,DiDeMo,,,
