selector,video_id,dataset,subset,source_model,video_path,effective_k,global_raw,local_raw,global_score,local_score,final_score
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/2m0UZM7-yCw.11.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/2m0UZM7-yCw.11.mp4,3,0.021338591947256888,0.0,0.0,0.0,0.0
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/2m3AG4x2bL8-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/2m3AG4x2bL8-1.mp4,3,0.12174770426183189,0.012500000000000002,0.125,0.0125,0.06875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/3fzciZDFlLM-2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/3fzciZDFlLM-2.mp4,3,0.273649046385684,0.8652777777777777,0.3,0.875,0.5875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/4Dn1uda26cA-2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/4Dn1uda26cA-2.mp4,3,0.1970116160426968,0.018055555555555557,0.2125,0.0125,0.1125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/4KNV8XvX-Kc-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/4KNV8XvX-Kc-1.mp4,3,0.19579997645396752,0.03472222222222222,0.2125,0.0375,0.125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/5O86QrmbrAA.29.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/5O86QrmbrAA.29.mp4,3,0.13422219605996388,0.019444444444444445,0.125,0.0125,0.06875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/8YjA750zLOA.2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/8YjA750zLOA.2.mp4,3,0.24736578761478692,0.23194444444444443,0.3,0.2,0.25
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/8vAxxxcWITk.53.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/8vAxxxcWITk.53.mp4,3,0.500294325406169,1.0,0.675,1.0,0.8375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/9ZlRD4XCt-U_000019_000029.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/9ZlRD4XCt-U_000019_000029.mp4,3,0.8054999607566126,0.15416666666666667,0.925,0.15,0.5375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/B3F8DPet2AA.51 11.18.57.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/B3F8DPet2AA.51 11.18.57.mp4,3,0.10191507730947336,0.012500000000000002,0.075,0.0125,0.04375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/BjcyAdfphcs_000059_000069.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/BjcyAdfphcs_000059_000069.mp4,3,0.048647084216309554,0.004166666666666667,0.0375,0.0,0.01875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/CSEa7n3oo8I_000019_000029.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/CSEa7n3oo8I_000019_000029.mp4,3,0.3252491955105565,0.0,0.4,0.0,0.2
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Cd0UriPKyms.25.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Cd0UriPKyms.25.mp4,3,0.3310572168589593,0.059722222222222225,0.425,0.05,0.2375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/D9Wk_eFb8gs_000052_000062.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/D9Wk_eFb8gs_000052_000062.mp4,3,0.31825406169060516,0.0,0.375,0.0,0.1875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Dkz_JdYHyEo.29.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Dkz_JdYHyEo.29.mp4,3,0.20153441645082804,0.022222222222222223,0.2125,0.025,0.11875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/FlLyefyMCVU.8.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/FlLyefyMCVU.8.mp4,3,0.4927350678910604,0.0,0.675,0.0,0.3375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/FnVWs-B_OJw_000000_000010.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/FnVWs-B_OJw_000000_000010.mp4,3,0.2749735107134448,0.012500000000000002,0.3,0.0125,0.15625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/GT58FhHeQdE-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/GT58FhHeQdE-0.mp4,3,0.03440173455772702,0.0,0.025,0.0,0.0125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/GZqyM68MEmI.2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/GZqyM68MEmI.2.mp4,3,0.05316497920100463,0.0,0.05,0.0,0.025
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/GvASr3_kR1I.33.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/GvASr3_kR1I.33.mp4,3,0.01225865316694137,0.0,0.0,0.0,0.0
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/KgD_5Lv_L1I.7.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/KgD_5Lv_L1I.7.mp4,3,0.04564987049682129,0.02638888888888889,0.0375,0.025,0.03125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/KzFd6Pphnwo_000211_000221.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/KzFd6Pphnwo_000211_000221.mp4,3,0.11254022447217643,0.1763888888888889,0.125,0.1625,0.14375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/L9e8qUSogYc.16.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/L9e8qUSogYc.16.mp4,3,0.30225257044188053,0.06666666666666667,0.35,0.0625,0.20625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/LfTg2RO45cA.9.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/LfTg2RO45cA.9.mp4,3,0.10152264343458127,0.0,0.075,0.0,0.0375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Mffcln_UVPQ.1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Mffcln_UVPQ.1.mp4,3,0.19930244878737932,0.09583333333333333,0.2125,0.075,0.14375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/NWYLn3F_kcQ.12.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/NWYLn3F_kcQ.12.mp4,3,0.519847343222667,0.19583333333333333,0.7,0.175,0.4375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Nr_7aNsAKZw.24.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Nr_7aNsAKZw.24.mp4,3,0.251461816183973,0.3277777777777778,0.3,0.2875,0.29374999999999996
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/O2cY1Is6Ras-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/O2cY1Is6Ras-0.mp4,3,0.21218409073071187,0.05833333333333334,0.2375,0.05,0.14375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/OCGJEocPT0c_000132_000142.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/OCGJEocPT0c_000132_000142.mp4,3,0.023104544384271248,0.0,0.0125,0.0,0.00625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Oe1QzwH39SE-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Oe1QzwH39SE-1.mp4,3,0.4864463150459148,0.016666666666666666,0.675,0.0125,0.34375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Q-3lSCvcGu4-2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/Q-3lSCvcGu4-2.mp4,3,0.2740905344949376,0.20555555555555557,0.3,0.1875,0.24375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/QyHcx7xEN9U-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/QyHcx7xEN9U-0.mp4,3,0.08314202181932344,0.009722222222222222,0.0625,0.0125,0.0375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/SyhC75EPieo-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/SyhC75EPieo-1.mp4,3,0.15467290636527745,0.5680555555555555,0.1875,0.5875,0.3875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/TETZ0l1Go30-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/TETZ0l1Go30-0.mp4,3,0.2852013185778196,0.1527777777777778,0.325,0.1375,0.23125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/TmPtW7c0M_4-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/TmPtW7c0M_4-0.mp4,3,0.02711718075504278,0.0,0.025,0.0,0.0125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/U8E08kyPNA0.8.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/U8E08kyPNA0.8.mp4,3,0.13459991366454752,0.2041666666666667,0.1375,0.1875,0.1625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/UTmtqCcC1TM-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/UTmtqCcC1TM-1.mp4,3,0.1896829134290872,0.23194444444444443,0.2,0.2,0.2
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/UlCUfSMG10E.1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/UlCUfSMG10E.1.mp4,3,0.5720802919708029,1.0,0.7625,1.0,0.88125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/UsXrsCxoiDM-2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/UsXrsCxoiDM-2.mp4,3,0.38553194411741626,0.10416666666666667,0.5125,0.1125,0.3125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/V-Y1gkyHVTo.2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/V-Y1gkyHVTo.2.mp4,3,0.07551408837610862,0.012500000000000002,0.0625,0.0125,0.0375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/WqPcczTw1TI-2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/WqPcczTw1TI-2.mp4,3,0.48719193940820976,0.051388888888888894,0.675,0.05,0.36250000000000004
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ZlyAcY_neI8-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ZlyAcY_neI8-1.mp4,3,0.023173220312377365,0.0,0.0125,0.0,0.00625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ZqxgzDYG84Y-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ZqxgzDYG84Y-1.mp4,3,0.43945235852758807,0.24305555555555555,0.5625,0.225,0.39375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ac8KXvGb698-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ac8KXvGb698-0.mp4,3,0.5527480182089318,0.11111111111111112,0.7375,0.1125,0.42500000000000004
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ac8KXvGb698-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ac8KXvGb698-1.mp4,3,0.38717526096852684,0.11666666666666665,0.5125,0.1125,0.3125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/auveKSu_eVU.4.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/auveKSu_eVU.4.mp4,3,0.5720802919708029,1.0,0.7625,1.0,0.88125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/bY429p7EH-s-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/bY429p7EH-s-0.mp4,3,0.22347147005729537,0.08750000000000001,0.275,0.075,0.17500000000000002
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/c5C3mI6H4AY-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/c5C3mI6H4AY-1.mp4,3,0.10673220312377364,0.11805555555555557,0.1,0.1125,0.10625000000000001
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ci6ri2fRx_o-2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ci6ri2fRx_o-2.mp4,3,0.053160073777568484,0.036111111111111115,0.05,0.0375,0.04375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/cs0HQIcIUY8-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/cs0HQIcIUY8-1.mp4,3,0.05443548387096773,0.0,0.05,0.0,0.025
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/dLiuYRq5Y8Q-2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/dLiuYRq5Y8Q-2.mp4,3,0.029005768777960916,0.018055555555555557,0.025,0.0125,0.018750000000000003
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ddpM2dQ1bcM-1.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/ddpM2dQ1bcM-1.mp4,3,0.08556530099678206,0.016666666666666666,0.0625,0.0125,0.0375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/e3ld0U8WNsI-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/e3ld0U8WNsI-0.mp4,3,0.09414488658661015,0.0,0.075,0.0,0.0375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/f0P5mLeSe5k-2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/f0P5mLeSe5k-2.mp4,3,0.1963542893022526,0.044444444444444446,0.2125,0.05,0.13125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/gb79L49MY3A.5.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/gb79L49MY3A.5.mp4,3,0.6224933286241269,0.2777777777777778,0.8125,0.25,0.53125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/gdymHI9S6gM-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/gdymHI9S6gM-0.mp4,3,0.1870192685032572,0.2986111111111111,0.2,0.2625,0.23125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/gkhIXQnxQBs-2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/gkhIXQnxQBs-2.mp4,3,0.0649821442586924,0.1125,0.05,0.1125,0.08125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/hSgW9LNXATA_000040_000050.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/hSgW9LNXATA_000040_000050.mp4,3,0.2670169139000078,0.0,0.3,0.0,0.15
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/hj6oaa0APSA-0.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/hj6oaa0APSA-0.mp4,3,0.12882132485676165,0.0,0.125,0.0,0.0625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/l9uQTYA-1OA.8.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/l9uQTYA-1OA.8.mp4,3,0.46101659995290795,0.11666666666666665,0.6375,0.1125,0.375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/lb-24qUM5LY.2.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/lb-24qUM5LY.2.mp4,3,0.500294325406169,1.0,0.675,1.0,0.8375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/lllFa-lRAN4.23.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/lllFa-lRAN4.23.mp4,3,0.12934129974099365,0.012500000000000002,0.125,0.0125,0.06875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/p1codZVS_b0.28.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/p1codZVS_b0.28.mp4,3,0.0270043560160113,0.0,0.025,0.0,0.0125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/qmCvtdCgxPI.9.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/qmCvtdCgxPI.9.mp4,3,0.15670375166784398,0.016666666666666666,0.1875,0.0125,0.1
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/r3DUMndDBdw_000569_000579.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/r3DUMndDBdw_000569_000579.mp4,3,0.34998234047562987,0.0,0.45,0.0,0.225
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/tyoUcr24VcE.20.mp4,vifbench,annotated,CogVideoX1.5-5B-T,datasets/vifbench_download/source_videos/Fake/CogVideoX1.5-5B-T/tyoUcr24VcE.20.mp4,3,0.03775704418805431,0.0,0.0375,0.0,0.01875
