video_path,subset,source_model,fps,duration_seconds,num_frames,downsample_idxs,1_sec_idxs,2_sec_idxs,3_sec_idxs,4_sec_idxs,video_id,source_group,dataset,split,legacy_video_id,legacy_path,legacy_source_group,real_source,generator,content_sha256,exclusion_reason,feature_asset,feature_asset_sha256
datasets/vifbench_download/source_videos/Real/1h1YKpW1QZg-0.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/1h1YKpW1QZg-0.mp4,vifbench:real-content:1h1YKpW1QZg,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/1h1YKpW1QZg-0.mp4,datasets/vifbench_download/source_videos/Real/1h1YKpW1QZg-0.mp4,vifbench:1h1YKpW1QZg,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/010.npz,c83739e6776afcdcddca65d0a8c45e18885bf3b08aafa7ea3ca3ad81ba554d24
datasets/vifbench_download/source_videos/Real/1miOnPd32kk_000008_000018.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/1miOnPd32kk_000008_000018.mp4,vifbench:real-content:1miOnPd32kk,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/1miOnPd32kk_000008_000018.mp4,datasets/vifbench_download/source_videos/Real/1miOnPd32kk_000008_000018.mp4,vifbench:1miOnPd32kk,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/011.npz,c8dae3d22aa946f4b3bbaa22886d075160c40da9aabd3ecc74efb1fe5bb8ceeb
datasets/vifbench_download/source_videos/Real/28hKF2Rhebs-1.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/28hKF2Rhebs-1.mp4,vifbench:real-content:28hKF2Rhebs,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/28hKF2Rhebs-1.mp4,datasets/vifbench_download/source_videos/Real/28hKF2Rhebs-1.mp4,vifbench:28hKF2Rhebs,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/012.npz,56e6249b77a329d0970263ecfc42d25cf75f546dec28919c2514385ab55df0e9
datasets/vifbench_download/source_videos/Real/36k4x2ExEJQ-1.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/36k4x2ExEJQ-1.mp4,vifbench:real-content:36k4x2ExEJQ,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/36k4x2ExEJQ-1.mp4,datasets/vifbench_download/source_videos/Real/36k4x2ExEJQ-1.mp4,vifbench:36k4x2ExEJQ,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/013.npz,2216c7dcb6fc02bb4cd851aeb653efcbd95aa017424a204603c6a615ac0f8e5d
datasets/vifbench_download/source_videos/Real/4yxMtSzwUcE.10.mp4,real,ViF-Bench-Real,16.0,5.0,80,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/4yxMtSzwUcE.10.mp4,vifbench:real-content:4yxMtSzwUcE,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/4yxMtSzwUcE.10.mp4,datasets/vifbench_download/source_videos/Real/4yxMtSzwUcE.10.mp4,vifbench:4yxMtSzwUcE,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/014.npz,f4a6d7426103bea9c27e9e90c2f50c829e436d032eb5670fc6360d59f729bf12
datasets/vifbench_download/source_videos/Real/66XtGQoVYZU.2 11.18.07.mp4,real,ViF-Bench-Real,16.0,5.0,80,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/66XtGQoVYZU.2 11.18.07.mp4,vifbench:real-content:66XtGQoVYZU,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/66XtGQoVYZU.2 11.18.07.mp4,datasets/vifbench_download/source_videos/Real/66XtGQoVYZU.2 11.18.07.mp4,vifbench:66XtGQoVYZU,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/015.npz,862dfc9c31c5574f6fb9d94bdb00cc035c0ac300fc3ad55b7987c1e4d30e3e0c
datasets/vifbench_download/source_videos/Real/7eIjqjiF0vk_000047_000057.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/7eIjqjiF0vk_000047_000057.mp4,vifbench:real-content:7eIjqjiF0vk,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/7eIjqjiF0vk_000047_000057.mp4,datasets/vifbench_download/source_videos/Real/7eIjqjiF0vk_000047_000057.mp4,vifbench:7eIjqjiF0vk,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/016.npz,8a5f0f404fcf07ab940a8ad4b4f116d8e8ff5c9f4ed860e9adcc2066c604a4eb
datasets/vifbench_download/source_videos/Real/8j-IXj9ELlM-2.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/8j-IXj9ELlM-2.mp4,vifbench:real-content:8j-IXj9ELlM,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/8j-IXj9ELlM-2.mp4,datasets/vifbench_download/source_videos/Real/8j-IXj9ELlM-2.mp4,vifbench:8j-IXj9ELlM,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/017.npz,c3ce965ed34e475bf8abc6017c0fc9c27d05fac6396dd74d7951c0b95a670b73
datasets/vifbench_download/source_videos/Real/AZ6JGlR1toA_000026_000036.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/AZ6JGlR1toA_000026_000036.mp4,vifbench:real-content:AZ6JGlR1toA,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/AZ6JGlR1toA_000026_000036.mp4,datasets/vifbench_download/source_videos/Real/AZ6JGlR1toA_000026_000036.mp4,vifbench:AZ6JGlR1toA,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/018.npz,feecf202a0350cd1e3c270109c2983cd73b637d6a9cd8e0116dbd7a49359c692
datasets/vifbench_download/source_videos/Real/BNMUzClM5gY_000035_000045.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/BNMUzClM5gY_000035_000045.mp4,vifbench:real-content:BNMUzClM5gY,vifbench,fit,vifbench:datasets/vifbench_download/source_videos/Real/BNMUzClM5gY_000035_000045.mp4,datasets/vifbench_download/source_videos/Real/BNMUzClM5gY_000035_000045.mp4,vifbench:BNMUzClM5gY,ViF-Bench-Real,,,,cache/fit/target/fit/vifbench/019.npz,af5287291defe2fda2c28c37e6820d16050f8ea92b7ed14bffe2eb59d2161b2e
