video_path,subset,source_model,fps,duration_seconds,num_frames,downsample_idxs,1_sec_idxs,2_sec_idxs,3_sec_idxs,4_sec_idxs,video_id,source_group,dataset,split,legacy_video_id,legacy_path,legacy_source_group,real_source,generator,content_sha256,exclusion_reason
datasets/vifbench_download/source_videos/Real/1jOtiyj1sBo_000015_000025.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/1jOtiyj1sBo_000015_000025.mp4,vifbench:real-content:1jOtiyj1sBo,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/1jOtiyj1sBo_000015_000025.mp4,datasets/vifbench_download/source_videos/Real/1jOtiyj1sBo_000015_000025.mp4,vifbench:1jOtiyj1sBo,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/2I9S1ZujOqg-1.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/2I9S1ZujOqg-1.mp4,vifbench:real-content:2I9S1ZujOqg,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/2I9S1ZujOqg-1.mp4,datasets/vifbench_download/source_videos/Real/2I9S1ZujOqg-1.mp4,vifbench:2I9S1ZujOqg,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/2I9S1ZujOqg-2.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/2I9S1ZujOqg-2.mp4,vifbench:real-content:2I9S1ZujOqg,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/2I9S1ZujOqg-2.mp4,datasets/vifbench_download/source_videos/Real/2I9S1ZujOqg-2.mp4,vifbench:2I9S1ZujOqg,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/2Wn6E_Vp-30-1.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/2Wn6E_Vp-30-1.mp4,vifbench:real-content:2Wn6E_Vp-30,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/2Wn6E_Vp-30-1.mp4,datasets/vifbench_download/source_videos/Real/2Wn6E_Vp-30-1.mp4,vifbench:2Wn6E_Vp-30,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/2m0UZM7-yCw.11.mp4,real,ViF-Bench-Real,16.0,5.0,80,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/2m0UZM7-yCw.11.mp4,vifbench:real-content:2m0UZM7-yCw,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/2m0UZM7-yCw.11.mp4,datasets/vifbench_download/source_videos/Real/2m0UZM7-yCw.11.mp4,vifbench:2m0UZM7-yCw,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/2m3AG4x2bL8-1.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/2m3AG4x2bL8-1.mp4,vifbench:real-content:2m3AG4x2bL8,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/2m3AG4x2bL8-1.mp4,datasets/vifbench_download/source_videos/Real/2m3AG4x2bL8-1.mp4,vifbench:2m3AG4x2bL8,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/3fzciZDFlLM-2.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/3fzciZDFlLM-2.mp4,vifbench:real-content:3fzciZDFlLM,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/3fzciZDFlLM-2.mp4,datasets/vifbench_download/source_videos/Real/3fzciZDFlLM-2.mp4,vifbench:3fzciZDFlLM,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/4Dn1uda26cA-2.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/4Dn1uda26cA-2.mp4,vifbench:real-content:4Dn1uda26cA,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/4Dn1uda26cA-2.mp4,datasets/vifbench_download/source_videos/Real/4Dn1uda26cA-2.mp4,vifbench:4Dn1uda26cA,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/4KNV8XvX-Kc-1.mp4,real,ViF-Bench-Real,16.0,5.0625,81,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/4KNV8XvX-Kc-1.mp4,vifbench:real-content:4KNV8XvX-Kc,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/4KNV8XvX-Kc-1.mp4,datasets/vifbench_download/source_videos/Real/4KNV8XvX-Kc-1.mp4,vifbench:4KNV8XvX-Kc,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/5O86QrmbrAA.29.mp4,real,ViF-Bench-Real,16.0,5.0,80,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/5O86QrmbrAA.29.mp4,vifbench:real-content:5O86QrmbrAA,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/5O86QrmbrAA.29.mp4,datasets/vifbench_download/source_videos/Real/5O86QrmbrAA.29.mp4,vifbench:5O86QrmbrAA,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/8YjA750zLOA.2.mp4,real,ViF-Bench-Real,16.0,5.0,80,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/8YjA750zLOA.2.mp4,vifbench:real-content:8YjA750zLOA,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/8YjA750zLOA.2.mp4,datasets/vifbench_download/source_videos/Real/8YjA750zLOA.2.mp4,vifbench:8YjA750zLOA,ViF-Bench-Real,,,
datasets/vifbench_download/source_videos/Real/8vAxxxcWITk.53.mp4,real,ViF-Bench-Real,16.0,5.0,80,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78]","[56, 58, 60, 62, 64, 66, 68, 70]","[28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58]","[20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66]","[14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76]",vifbench:datasets/vifbench_download/source_videos/Real/8vAxxxcWITk.53.mp4,vifbench:real-content:8vAxxxcWITk,vifbench,evaluation,vifbench:datasets/vifbench_download/source_videos/Real/8vAxxxcWITk.53.mp4,datasets/vifbench_download/source_videos/Real/8vAxxxcWITk.53.mp4,vifbench:8vAxxxcWITk,ViF-Bench-Real,,,
