video_path,subset,source_model,fps,duration_seconds,num_frames,downsample_idxs,1_sec_idxs,2_sec_idxs,3_sec_idxs,4_sec_idxs,dataset,split,video_id,legacy_video_id,legacy_path,source_group,real_source,generator,content_sha256,exclusion_reason,feature_asset,feature_asset_sha256
datasets/videofeedback/real/DiDeMo/p006353.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/DiDeMo/p006353.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p006353.mp4,datasets/videofeedback/real/DiDeMo/p006353.mp4,videofeedback:real-content:p006353,DiDeMo,,,,cache/fit/target/fit/videofeedback/010.npz,8c3397fcd9cd9de09133eec167baf3d6c0b87dc1ddc788c15c732c79c8bfff9f
datasets/videofeedback/real/DiDeMo/p007166.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/DiDeMo/p007166.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p007166.mp4,datasets/videofeedback/real/DiDeMo/p007166.mp4,videofeedback:real-content:p007166,DiDeMo,,,,cache/fit/target/fit/videofeedback/011.npz,d09241599a2d725bd79f06f5cce472bc211896c8a8966fb2f65b85ee4dfe5bc0
datasets/videofeedback/real/Panda70M/p104968.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p104968.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p104968.mp4,datasets/videofeedback/real/Panda70M/p104968.mp4,videofeedback:real-content:p104968,Panda70M,,,,cache/fit/target/fit/videofeedback/012.npz,235079edda7e00d8007279bf0a38d3c77e5870b35d77078454874aefbfa1c0bf
datasets/videofeedback/real/DiDeMo/p002409.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/DiDeMo/p002409.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p002409.mp4,datasets/videofeedback/real/DiDeMo/p002409.mp4,videofeedback:real-content:p002409,DiDeMo,,,,cache/fit/target/fit/videofeedback/013.npz,d841eda405e44898139d9d737b8ed0ab9311692626939c0d1f3079f877bad34c
datasets/videofeedback/real/Panda70M/p105124.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p105124.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p105124.mp4,datasets/videofeedback/real/Panda70M/p105124.mp4,videofeedback:real-content:p105124,Panda70M,,,,cache/fit/target/fit/videofeedback/014.npz,e25a83ea51d42000b530440872f4763627a060e7f500f7f40c6d0431a37c1c69
datasets/videofeedback/real/Panda70M/p103890.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p103890.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p103890.mp4,datasets/videofeedback/real/Panda70M/p103890.mp4,videofeedback:real-content:p103890,Panda70M,,,,cache/fit/target/fit/videofeedback/015.npz,857cdbf658b563b6031fd2b6edf837ad6f0ac3e7ad9eff66c72cfb37726506b6
datasets/videofeedback/real/Panda70M/p103881.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p103881.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p103881.mp4,datasets/videofeedback/real/Panda70M/p103881.mp4,videofeedback:real-content:p103881,Panda70M,,,,cache/fit/target/fit/videofeedback/016.npz,a53b8ce7de8b62e00dc3c104ebde98a69abb6a5a32557d4446feed90a3bccc69
datasets/videofeedback/real/DiDeMo/p008592.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/DiDeMo/p008592.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p008592.mp4,datasets/videofeedback/real/DiDeMo/p008592.mp4,videofeedback:real-content:p008592,DiDeMo,,,,cache/fit/target/fit/videofeedback/017.npz,f42d5ff236eeca854e689ac5e352f54d84ee551e741e7c657238105760e96489
datasets/videofeedback/real/Panda70M/p101299.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p101299.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p101299.mp4,datasets/videofeedback/real/Panda70M/p101299.mp4,videofeedback:real-content:p101299,Panda70M,,,,cache/fit/target/fit/videofeedback/018.npz,fc867940c01dc2e5c03beffa767e8fe68fc2127b945c96ad1cb056afad12e6ee
datasets/videofeedback/real/Panda70M/p105200.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p105200.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p105200.mp4,datasets/videofeedback/real/Panda70M/p105200.mp4,videofeedback:real-content:p105200,Panda70M,,,,cache/fit/target/fit/videofeedback/019.npz,7c97ea366ab977234c9f397f111e47546f05d07ea17b2e2e2087adfdf7b46803
datasets/videofeedback/real/Panda70M/p111512.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p111512.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p111512.mp4,datasets/videofeedback/real/Panda70M/p111512.mp4,videofeedback:real-content:p111512,Panda70M,,,,cache/fit/target/fit/videofeedback/020.npz,ad5d05ba39055c615865a6587d736a38d2ed56742a9afc54598b6613c5b2a59f
datasets/videofeedback/real/Panda70M/p102279.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p102279.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p102279.mp4,datasets/videofeedback/real/Panda70M/p102279.mp4,videofeedback:real-content:p102279,Panda70M,,,,cache/fit/target/fit/videofeedback/021.npz,991f3d222c2182a0a34bdba79b61052fe9e767f5aeeda2a0d3fec294af665fee
datasets/videofeedback/real/Panda70M/p103926.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p103926.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p103926.mp4,datasets/videofeedback/real/Panda70M/p103926.mp4,videofeedback:real-content:p103926,Panda70M,,,,cache/fit/target/fit/videofeedback/022.npz,24c8845808724f9d63057b7d92cf32cd728f512489d22edff03894a6a681a6ed
datasets/videofeedback/real/Panda70M/p101245.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p101245.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p101245.mp4,datasets/videofeedback/real/Panda70M/p101245.mp4,videofeedback:real-content:p101245,Panda70M,,,,cache/fit/target/fit/videofeedback/023.npz,d80d9140e01a8830e5ff6a2b2259d09dfa33b160786d4ff5df8b6208adac4b58
datasets/videofeedback/real/DiDeMo/p003399.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/DiDeMo/p003399.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p003399.mp4,datasets/videofeedback/real/DiDeMo/p003399.mp4,videofeedback:real-content:p003399,DiDeMo,,,,cache/fit/target/fit/videofeedback/024.npz,17a6a0c50fe953b3cdcab853d81fc59b6afbd008c8c34dae4e09da505f4a73cf
datasets/videofeedback/real/Panda70M/p105026.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p105026.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p105026.mp4,datasets/videofeedback/real/Panda70M/p105026.mp4,videofeedback:real-content:p105026,Panda70M,,,,cache/fit/target/fit/videofeedback/025.npz,9fa8590b7ddbca0d0cea4ce5a2029c21ac0b4004dfa395c01cf4416196ccfe14
datasets/videofeedback/real/Panda70M/p103595.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p103595.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p103595.mp4,datasets/videofeedback/real/Panda70M/p103595.mp4,videofeedback:real-content:p103595,Panda70M,,,,cache/fit/target/fit/videofeedback/026.npz,9a179abb69ec20e24b96bb19dad9f4e8fe0235b570170cf95ade7ac190d101ed
datasets/videofeedback/real/DiDeMo/p008273.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/DiDeMo/p008273.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p008273.mp4,datasets/videofeedback/real/DiDeMo/p008273.mp4,videofeedback:real-content:p008273,DiDeMo,,,,cache/fit/target/fit/videofeedback/027.npz,733eb5058f49df8932bb5f9ce8fba50d9f3f5eb39b1c6ee30db579365e9bd7fd
datasets/videofeedback/real/DiDeMo/p007586.mp4,real,DiDeMo,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/DiDeMo/p007586.mp4,videofeedback:datasets/videofeedback/real/DiDeMo/p007586.mp4,datasets/videofeedback/real/DiDeMo/p007586.mp4,videofeedback:real-content:p007586,DiDeMo,,,,cache/fit/target/fit/videofeedback/028.npz,1ca20dd0c27dbe43224a034ff528f351a5b1bdeee5b56c5647fff0865912157e
datasets/videofeedback/real/Panda70M/p107542.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p107542.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p107542.mp4,datasets/videofeedback/real/Panda70M/p107542.mp4,videofeedback:real-content:p107542,Panda70M,,,,cache/fit/target/fit/videofeedback/029.npz,0a1fab48e41145e8a9b52b5b5dff494c7dd9c85808ab1d9eb8849fd209556afa
datasets/videofeedback/real/Panda70M/p109448.mp4,real,Panda70M,8.0,2.0,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",,,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p109448.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p109448.mp4,datasets/videofeedback/real/Panda70M/p109448.mp4,videofeedback:real-content:p109448,Panda70M,,,,cache/fit/target/fit/videofeedback/030.npz,89851aeffe0a9b7a7f2ea5a80a4099634176a3bad5587052a822ef57b0e5ab12
datasets/videofeedback/real/Panda70M/p103150.mp4,real,Panda70M,8.0,3.0,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,fit,videofeedback:datasets/videofeedback/real/Panda70M/p103150.mp4,videofeedback:datasets/videofeedback/real/Panda70M/p103150.mp4,datasets/videofeedback/real/Panda70M/p103150.mp4,videofeedback:real-content:p103150,Panda70M,,,,cache/fit/target/fit/videofeedback/031.npz,a51aa9d2e8ea9225778921453945113722cf36fa4c23cb2d54c47464d0b3a1a6
