video_path,subset,source_model,fps,duration_seconds,num_frames,downsample_idxs,1_sec_idxs,2_sec_idxs,3_sec_idxs,4_sec_idxs,dataset,exclusion_reason
datasets/genvideo/fake/Crafter/Crafter_1046.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1047.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1048.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1049.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_105.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1050.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1051.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1052.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1053.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1054.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1055.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1056.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1057.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1058.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1059.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_106.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1060.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1061.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1062.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1063.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1064.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1065.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1066.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1067.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1068.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1069.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_107.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1070.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1071.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1072.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1073.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1074.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1075.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1076.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1077.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1078.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1079.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_108.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1080.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1081.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1082.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
