subset,source_model,filename,fusion,global_weight,patch_spat_weight,patch_temp_weight,patch_temp_mode,match_radius,top_m,temperature,lambda_dist,patch_spat_percentile,patch_final_score,final_score,patch_temp_percentile
real,MSVD,-_hbPLsZvvo_18_25.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8498233215547704,0.8821554770318021,0.8821554770318021,0.9575971731448764
real,MSVD,-_hbPLsZvvo_19_25.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8804475853945819,0.8928150765606595,0.8928150765606595,0.9216725559481743
real,MSVD,-_hbPLsZvvo_19_26.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8804475853945819,0.8928150765606595,0.8928150765606595,0.9216725559481743
real,MSVD,-_hbPLsZvvo_211_219.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9104829210836278,0.8698468786808009,0.8698468786808009,0.7750294464075382
real,MSVD,-_hbPLsZvvo_269_275.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.508833922261484,0.5508833922261483,0.5508833922261483,0.6489988221436984
real,MSVD,-_hbPLsZvvo_288_305.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.3551236749116608,0.36819787985865726,0.36819787985865726,0.39870435806831567
real,MSVD,-_hbPLsZvvo_49_55.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.34393404004711425,0.3861601884570082,0.3861601884570082,0.48468786808009423
real,MSVD,-_hbPLsZvvo_5_8.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.03121319199057715,0.10895170789163722,0.10895170789163722,0.29034157832744406
real,MSVD,-bjOB4zS0uE_100_105.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.3292108362779741,0.4850412249705536,0.4850412249705536,0.8486454652532391
real,MSVD,-dm-ds5rRaM_44_52.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6248527679623086,0.5419905771495876,0.5419905771495876,0.3486454652532391
real,MSVD,-joBOHlg5J0_72_80.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.1607773851590106,0.1558303886925795,0.1558303886925795,0.14428739693757361
real,MSVD,-mAoVOhKy0c_4_9.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.030624263839811542,0.024970553592461718,0.024970553592461718,0.011778563015312132
real,MSVD,-pUwIypksfE_13_23.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6254416961130742,0.4749116607773851,0.4749116607773851,0.12367491166077739
real,MSVD,-rkErLY0rRc_26_35.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.06654888103651355,0.04888103651354534,0.04888103651354534,0.0076560659599528855
real,MSVD,-rkErLY0rRc_63_67.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.4705535924617197,0.4769140164899882,0.4769140164899882,0.4917550058892815
real,MSVD,-rvjK0lE3z4_33_43.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.3934040047114252,0.4269729093050648,0.4269729093050648,0.5053003533568905
real,MSVD,-s4-6QTT7HE_235_241.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7084805653710248,0.6553003533568904,0.6553003533568904,0.5312131919905771
real,MSVD,-t-ZWaJeH-o_0_15.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.35159010600706714,0.3203180212014134,0.3203180212014134,0.24734982332155478
real,MSVD,-uT_1VDvXok_8_15.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.46054181389870436,0.4059481743227326,0.4059481743227326,0.2785630153121319
real,MSVD,-vKO3uSG6Do_3_14.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6590106007067138,0.5204946996466431,0.5204946996466431,0.1972909305064782
real,MSVD,-vg3vR86fu0_1_6.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7638398115429917,0.7251472320376913,0.7251472320376913,0.6348645465253239
real,MSVD,-wa0umYJVGg_100_115.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6266195524146054,0.5709658421672557,0.5709658421672557,0.44110718492343937
real,MSVD,-wa0umYJVGg_117_123.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6472320376914017,0.6707302709069494,0.6707302709069494,0.7255594817432274
real,MSVD,-wa0umYJVGg_139_157.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9876325088339223,0.9902826855123674,0.9902826855123674,0.9964664310954063
real,MSVD,-wa0umYJVGg_168_176.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6796230859835101,0.6278563015312132,0.6278563015312132,0.5070671378091873
real,MSVD,-wa0umYJVGg_23_41.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6519434628975265,0.5632508833922261,0.5632508833922261,0.35630153121319197
real,MSVD,-wa0umYJVGg_286_290.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6808009422850412,0.674793875147232,0.674793875147232,0.6607773851590106
real,MSVD,-zOrV-5vh1A_69_76.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.22084805653710246,0.1872791519434629,0.1872791519434629,0.10895170789163722
real,MSVD,02Z-kuB3IaM_2_13.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5047114252061249,0.5343934040047114,0.5343934040047114,0.6036513545347467
real,MSVD,04Gt01vatkk_248_265.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8992932862190812,0.8925795053003533,0.8925795053003533,0.8769140164899882
real,MSVD,04Gt01vatkk_308_321.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8934040047114252,0.8960541813898704,0.8960541813898704,0.9022379269729093
real,MSVD,05gNigkqfNU_11_23.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8833922261484098,0.8743816254416961,0.8743816254416961,0.8533568904593639
real,MSVD,05gNigkqfNU_24_32.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9935217903415783,0.9682567726737338,0.9682567726737338,0.9093050647820966
real,MSVD,05gNigkqfNU_25_34.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9935217903415783,0.9682567726737338,0.9682567726737338,0.9093050647820966
real,MSVD,05gNigkqfNU_78_84.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.4758539458186101,0.5580094228504122,0.5580094228504122,0.7497055359246172
real,MSVD,06CbMa0kDr8_3_13.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.023557126030624265,0.05129564193168434,0.05129564193168434,0.1160188457008245
real,MSVD,08pVpBq706k_175_212.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.408716136631331,0.41949352179034155,0.41949352179034155,0.444640753828033
real,MSVD,0GXq1An3yHI_22_35.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9134275618374559,0.9026501766784452,0.9026501766784452,0.8775029446407538
real,MSVD,0I4VKj4d0WI_24_40.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7797408716136631,0.7475853945818609,0.7475853945818609,0.6725559481743227
real,MSVD,0IDJG0q9j_k_1_24.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.2508833922261484,0.3113074204946996,0.3113074204946996,0.45229681978798586
real,MSVD,0M-PyX2DbZc_25_31.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.23616018845700826,0.37308598351001176,0.37308598351001176,0.6925795053003534
real,MSVD,0ONJfp95yoE_1_10.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.2856301531213192,0.33085983510011774,0.33085983510011774,0.4363957597173145
real,MSVD,0RWJEOScToE_414_421.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9293286219081273,0.9220848056537103,0.9220848056537103,0.9051825677267373
real,MSVD,0SMOK2ql7Pg_5_12.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6401648998822144,0.6497055359246172,0.6497055359246172,0.6719670200235571
real,MSVD,0bSz70pYAP0_5_15.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.36984687868080096,0.31419316843345113,0.31419316843345113,0.18433451118963487
real,MSVD,0hyZ__3YhZc_279_283.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8333333333333334,0.8202591283863369,0.8202591283863369,0.7897526501766784
real,MSVD,0hyZ__3YhZc_289_295.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9440518256772674,0.9408716136631331,0.9408716136631331,0.9334511189634864
real,MSVD,0hyZ__3YhZc_302_307.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9240282685512368,0.9275618374558303,0.9275618374558303,0.9358068315665489
real,MSVD,0hyZ__3YhZc_341_348.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7126030624263839,0.729210836277974,0.729210836277974,0.767962308598351
real,MSVD,0hyZ__3YhZc_352_356.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.856301531213192,0.8783863368669023,0.8783863368669023,0.9299175500588928
real,MSVD,0hyZ__3YhZc_380_384.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.892226148409894,0.8934628975265018,0.8934628975265018,0.8963486454652533
real,MSVD,0hyZ__3YhZc_388_394.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.4275618374558304,0.4742049469964664,0.4742049469964664,0.5830388692579506
real,MSVD,0hyZ__3YhZc_410_417.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6124852767962309,0.6077149587750295,0.6077149587750295,0.5965842167255595
real,MSVD,0hyZ__3YhZc_418_424.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5812720848056537,0.5653710247349824,0.5653710247349824,0.5282685512367491
real,MSVD,0hyZ__3YhZc_485_490.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.958186101295642,0.9286808009422851,0.9286808009422851,0.8598351001177856
real,MSVD,0hyZ__3YhZc_562_568.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.18669022379269729,0.21124852767962307,0.21124852767962307,0.26855123674911663
real,MSVD,0hyZ__3YhZc_575_580.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.35276796230859836,0.4149587750294464,0.4149587750294464,0.5600706713780919
real,MSVD,0hyZ__3YhZc_632_637.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7685512367491166,0.7856890459363957,0.7856890459363957,0.8256772673733804
real,MSVD,0k1Ak8aTMVI_4_12.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.4546525323910483,0.5318610129564193,0.5318610129564193,0.7120141342756183
real,MSVD,0lh_UWF9ZP4_138_145.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.826266195524146,0.8255594817432272,0.8255594817432272,0.8239104829210836
real,MSVD,0lh_UWF9ZP4_148_155.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7290930506478209,0.6126619552414605,0.6126619552414605,0.3409893992932862
real,MSVD,0lh_UWF9ZP4_157_160.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5135453474676089,0.44040047114252057,0.44040047114252057,0.2697290930506478
real,MSVD,0lh_UWF9ZP4_165_170.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7691401648998822,0.6184334511189635,0.6184334511189635,0.2667844522968198
real,MSVD,0lh_UWF9ZP4_174_178.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.690223792697291,0.7170789163722026,0.7170789163722026,0.7797408716136631
real,MSVD,0lh_UWF9ZP4_178_182.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.3003533568904594,0.331095406360424,0.331095406360424,0.4028268551236749
real,MSVD,0lh_UWF9ZP4_183_190.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9428739693757362,0.9425206124852767,0.9425206124852767,0.941696113074205
real,MSVD,0lh_UWF9ZP4_191_197.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9481743227326266,0.8640753828032979,0.8640753828032979,0.6678445229681979
real,MSVD,0lh_UWF9ZP4_199_207.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6254416961130742,0.5800353356890459,0.5800353356890459,0.4740871613663133
real,MSVD,0lh_UWF9ZP4_215_226.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.784452296819788,0.7969964664310953,0.7969964664310953,0.826266195524146
real,MSVD,0lh_UWF9ZP4_21_26.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.803886925795053,0.7560070671378092,0.7560070671378092,0.6442873969375736
real,MSVD,0lh_UWF9ZP4_27_31.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.980565371024735,0.9835689045936395,0.9835689045936395,0.9905771495877503
real,MSVD,0lh_UWF9ZP4_38_46.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.45170789163722025,0.5635453474676089,0.5635453474676089,0.8244994110718492
real,MSVD,0lh_UWF9ZP4_50_60.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.806831566548881,0.8508244994110717,0.8508244994110717,0.9534746760895171
real,MSVD,0lh_UWF9ZP4_62_69.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9204946996466431,0.8954063604240283,0.8954063604240283,0.8368669022379269
real,MSVD,0lh_UWF9ZP4_71_77.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.39399293286219084,0.49681978798586574,0.49681978798586574,0.7367491166077739
real,MSVD,0lh_UWF9ZP4_79_82.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.649587750294464,0.6987043580683157,0.6987043580683157,0.8133097762073027
real,MSVD,0lh_UWF9ZP4_82_87.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9770318021201413,0.9805653710247348,0.9805653710247348,0.9888103651354535
real,MSVD,0lh_UWF9ZP4_94_103.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8586572438162544,0.8745583038869258,0.8745583038869258,0.911660777385159
real,MSVD,0piwbTivpDg_10_40.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6566548881036514,0.7248527679623086,0.7248527679623086,0.8839811542991755
real,MSVD,0sUL0KCIc48_15_25.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6478209658421673,0.7041813898704359,0.7041813898704359,0.8356890459363958
real,MSVD,0vmoZEaN_-o_4_12.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5700824499411072,0.6020612485276797,0.6020612485276797,0.676678445229682
real,MSVD,0vmoZEaN_-o_5_21.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5471142520612485,0.48474676089517077,0.48474676089517077,0.3392226148409894
real,MSVD,0wutCy2ZGOQ_4_10.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.43462897526501765,0.46819787985865724,0.46819787985865724,0.5465253239104829
real,MSVD,0xx13BuvVmo_25_36.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7968197879858657,0.8061837455830387,0.8061837455830387,0.8280329799764429
real,MSVD,11xs9mFKObs_0_8.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.002944640753828033,0.10700824499411071,0.10700824499411071,0.3498233215547703
real,MSVD,16iNk1hLJt4_37_40.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7497055359246172,0.7101295641931683,0.7101295641931683,0.6177856301531213
real,MSVD,1Dty_eGY9Ec_123_133.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.3027090694935218,0.3071260306242638,0.3071260306242638,0.31743227326266193
real,MSVD,1QVn0FffExM_14_24.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.03769140164899882,0.042108362779740866,0.042108362779740866,0.052414605418138985
real,MSVD,1RchFBCT9JU_43_53.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.1248527679623086,0.17255594817432274,0.17255594817432274,0.2838633686690224
real,MSVD,1Sp2__RCT0c_11_15.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.3657243816254417,0.31713780918727913,0.31713780918727913,0.2037691401648999
real,MSVD,1_6V30igzIk_5_15.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.702002355712603,0.5785041224970553,0.5785041224970553,0.29034157832744406
real,MSVD,1dA1RQgPN3c_72_82.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.2573616018845701,0.2532979976442874,0.2532979976442874,0.24381625441696114
real,MSVD,1dYpcVv6n3Y_0_18.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.2626619552414605,0.4214958775029446,0.4214958775029446,0.7921083627797408
real,MSVD,1dfR0A_BXjw_401_408.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8775029446407538,0.8957008244994109,0.8957008244994109,0.9381625441696113
real,MSVD,1dfR0A_BXjw_441_448.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6802120141342756,0.7,0.7,0.7461719670200235
real,MSVD,1dfR0A_BXjw_524_532.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8457008244994111,0.7746760895170789,0.7746760895170789,0.6089517078916372
real,MSVD,1dfR0A_BXjw_545_560.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6018845700824499,0.5393404004711425,0.5393404004711425,0.3934040047114252
real,MSVD,1hPxGmTGarM_9_19.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.1896348645465253,0.18839811542991755,0.18839811542991755,0.1855123674911661
real,MSVD,1mIyMRPV8kg_9_17.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.3168433451118963,0.3224970553592461,0.3224970553592461,0.33568904593639576
real,MSVD,1pw5ZdRhiig_50_59.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8015312131919906,0.7156654888103651,0.7156654888103651,0.5153121319199058
real,MSVD,1qU-kF-km1Q_6_16.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.0812720848056537,0.15795053003533568,0.15795053003533568,0.336866902237927
real,MSVD,1qV4wfjTYIo_151_164.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6295641931684335,0.5829210836277974,0.5829210836277974,0.4740871613663133
real,MSVD,1qxMJLkHDLw_0_9.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6460541813898705,0.7165488810365135,0.7165488810365135,0.8810365135453475
real,MSVD,1rECrfrdNTo_200_207.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.19022379269729092,0.20753828032979976,0.20753828032979976,0.2479387514723204
real,MSVD,1sffYOXq4Iw_23_49.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.9458186101295641,0.9205535924617195,0.9205535924617195,0.8616018845700825
real,MSVD,21uB8g-jDZI_70_79.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5871613663133097,0.533627797408716,0.533627797408716,0.408716136631331
real,MSVD,229NvV0SRHw_0_5.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7414605418138988,0.7555948174322732,0.7555948174322732,0.7885747938751473
real,MSVD,25NmudB2fqg_0_7.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.21083627797408716,0.4255005889281508,0.4255005889281508,0.9263839811542992
real,MSVD,27hs9W89FuI_0_10.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5618374558303887,0.43462897526501765,0.43462897526501765,0.13780918727915195
real,MSVD,27mxaePkYB4_8_14.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.034746760895170786,0.0483510011778563,0.0483510011778563,0.0800942285041225
real,MSVD,2F9jX7u5nOg_114_130.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.2414605418138987,0.3967608951707891,0.3967608951707891,0.7591283863368669
real,MSVD,2F9jX7u5nOg_83_97.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5453474676089517,0.5243227326266195,0.5243227326266195,0.4752650176678445
real,MSVD,2FLsMPsywRc_45_63.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.06419316843345112,0.06843345111896348,0.06843345111896348,0.07832744405182568
real,MSVD,2G9fkvBzzQE_10_20.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.565959952885748,0.44352179034157835,0.44352179034157835,0.15783274440518258
real,MSVD,2I20ZTFHheg_96_104.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.25500588928150764,0.3161366313309776,0.3161366313309776,0.4587750294464075
real,MSVD,2KrdBUFeFtY_22_27.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.49469964664310956,0.5151943462897527,0.5151943462897527,0.5630153121319199
real,MSVD,2L4oELbX8Ms_1_12.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.4387514723203769,0.41914016489988215,0.41914016489988215,0.37338044758539457
real,MSVD,2LgrGHWSy6k_122_135.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.2414605418138987,0.27432273262661955,0.27432273262661955,0.3510011778563015
real,MSVD,2MCpA01Sn_c_75_82.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.7361601884570083,0.7402237926972909,0.7402237926972909,0.7497055359246172
real,MSVD,2Nn2CAeaI5k_72_77.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.4387514723203769,0.36648998822143697,0.36648998822143697,0.1978798586572438
real,MSVD,2R_OAYQIkXM_14_22.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.13074204946996468,0.2558303886925795,0.2558303886925795,0.5477031802120141
real,MSVD,2YhDTpzxd3c_115_120.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.02061248527679623,0.031036513545347463,0.031036513545347463,0.05535924617196702
real,MSVD,2YhDTpzxd3c_149_154.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.47644287396937574,0.4402237926972909,0.4402237926972909,0.35571260306242636
real,MSVD,2YhDTpzxd3c_174_180.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6383981154299175,0.667550058892815,0.667550058892815,0.7355712603062426
real,MSVD,2YhDTpzxd3c_223_232.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.6277974087161367,0.7094228504122497,0.7094228504122497,0.8998822143698468
real,MSVD,2YhDTpzxd3c_22_27.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.09069493521790342,0.07267373380447585,0.07267373380447585,0.030624263839811542
real,MSVD,2YhDTpzxd3c_240_245.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.8851590106007067,0.8609540636042402,0.8609540636042402,0.8044758539458187
real,MSVD,2YhDTpzxd3c_45_49.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5406360424028268,0.40901060070671375,0.40901060070671375,0.10188457008244994
real,MSVD,2YhDTpzxd3c_98_101.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5259128386336867,0.4911071849234393,0.4911071849234393,0.4098939929328622
real,MSVD,2jXxtQRy47A_30_38.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.12249705535924617,0.2700235571260306,0.2700235571260306,0.6142520612485277
real,MSVD,2jkExrrm_sQ_19_25.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.45170789163722025,0.4361601884570082,0.4361601884570082,0.3998822143698469
real,MSVD,2mUMTFnQWaw_1_9.mp4,patch_only,,0.7,0.3,motion_hard,2,4,0.07,0.01,0.5247349823321554,0.5475265017667844,0.5475265017667844,0.6007067137809188
