subset,source_model,filename,final_score
real,MSVD,-zOrV-5vh1A_69_76.mp4,0.15044443136331528
real,MSVD,02Z-kuB3IaM_2_13.mp4,0.4375588650812338
real,MSVD,04Gt01vatkk_248_265.mp4,0.8077907935012951
real,MSVD,04Gt01vatkk_308_321.mp4,0.5496526960207205
real,MSVD,05gNigkqfNU_11_23.mp4,0.24777784318342358
real,MSVD,05gNigkqfNU_24_32.mp4,0.21872792559453733
real,MSVD,05gNigkqfNU_25_34.mp4,0.21872792559453733
real,MSVD,05gNigkqfNU_78_84.mp4,0.17718389451377442
real,MSVD,06CbMa0kDr8_3_13.mp4,0.014039321874264186
real,MSVD,08pVpBq706k_175_212.mp4,0.11360960678125737
real,MSVD,0GXq1An3yHI_22_35.mp4,0.26430421473981636
real,MSVD,0I4VKj4d0WI_24_40.mp4,0.3594007534730398
real,MSVD,0IDJG0q9j_k_1_24.mp4,0.044560866493995765
real,MSVD,0M-PyX2DbZc_25_31.mp4,0.16477807864374855
real,MSVD,0ONJfp95yoE_1_10.mp4,0.16700023546032494
real,MSVD,0RWJEOScToE_414_421.mp4,0.11983458912173299
real,MSVD,0SMOK2ql7Pg_5_12.mp4,0.12255709912879681
real,MSVD,0bSz70pYAP0_5_15.mp4,0.026783611961384506
real,MSVD,0hyZ__3YhZc_279_283.mp4,0.1447639510242524
real,MSVD,0hyZ__3YhZc_289_295.mp4,0.31931363315281375
real,MSVD,0hyZ__3YhZc_302_307.mp4,0.1693548387096774
real,MSVD,0hyZ__3YhZc_341_348.mp4,0.10436778902754885
real,MSVD,0hyZ__3YhZc_352_356.mp4,0.12023192842006122
real,MSVD,0hyZ__3YhZc_380_384.mp4,0.16124617376971978
real,MSVD,0hyZ__3YhZc_388_394.mp4,0.060822345184836354
real,MSVD,0hyZ__3YhZc_410_417.mp4,0.08572227454673886
real,MSVD,0hyZ__3YhZc_418_424.mp4,0.39302743112785493
real,MSVD,0hyZ__3YhZc_485_490.mp4,0.0909465505062397
real,MSVD,0hyZ__3YhZc_562_568.mp4,0.06690016482222745
real,MSVD,0hyZ__3YhZc_575_580.mp4,0.06707676006592889
real,MSVD,0hyZ__3YhZc_632_637.mp4,0.765363786202025
real,MSVD,0k1Ak8aTMVI_4_12.mp4,0.17712502943254063
real,MSVD,0lh_UWF9ZP4_138_145.mp4,0.2554450200141276
real,MSVD,0lh_UWF9ZP4_148_155.mp4,0.3367376971980221
real,MSVD,0lh_UWF9ZP4_157_160.mp4,0.33375029432540615
real,MSVD,0lh_UWF9ZP4_165_170.mp4,0.2628031551683542
real,MSVD,0lh_UWF9ZP4_174_178.mp4,0.09060807628914527
real,MSVD,0lh_UWF9ZP4_178_182.mp4,0.22184777489992935
real,MSVD,0lh_UWF9ZP4_183_190.mp4,0.5995114198257594
real,MSVD,0lh_UWF9ZP4_191_197.mp4,0.22187720744054626
real,MSVD,0lh_UWF9ZP4_199_207.mp4,0.22930892394631502
real,MSVD,0lh_UWF9ZP4_215_226.mp4,0.35704615022368735
real,MSVD,0lh_UWF9ZP4_21_26.mp4,0.27470861784789263
real,MSVD,0lh_UWF9ZP4_27_31.mp4,0.2979603249352484
real,MSVD,0lh_UWF9ZP4_38_46.mp4,0.5008241111372733
real,MSVD,0lh_UWF9ZP4_50_60.mp4,0.3889068754414881
real,MSVD,0lh_UWF9ZP4_62_69.mp4,0.20676359783376502
real,MSVD,0lh_UWF9ZP4_71_77.mp4,0.3377236873086885
real,MSVD,0lh_UWF9ZP4_79_82.mp4,0.35648693195196607
real,MSVD,0lh_UWF9ZP4_82_87.mp4,0.6067518248175182
real,MSVD,0lh_UWF9ZP4_94_103.mp4,0.6577289851659995
real,MSVD,0piwbTivpDg_10_40.mp4,0.5082411113727336
real,MSVD,0sUL0KCIc48_15_25.mp4,0.4754974099364257
real,MSVD,0vmoZEaN_-o_4_12.mp4,0.0948022133270544
real,MSVD,0vmoZEaN_-o_5_21.mp4,0.10286672945608666
real,MSVD,0wutCy2ZGOQ_4_10.mp4,0.5240022368730869
real,MSVD,0xx13BuvVmo_25_36.mp4,0.2427743112785496
real,MSVD,11xs9mFKObs_0_8.mp4,0.05809983517777254
real,MSVD,16iNk1hLJt4_37_40.mp4,0.42385801742406404
real,MSVD,1Dty_eGY9Ec_123_133.mp4,0.4026813044502001
real,MSVD,1QVn0FffExM_14_24.mp4,0.009344831645867671
real,MSVD,1RchFBCT9JU_43_53.mp4,0.0179832823169296
real,MSVD,1Sp2__RCT0c_11_15.mp4,0.02397280433246998
real,MSVD,1_6V30igzIk_5_15.mp4,0.03895396750647516
real,MSVD,1dA1RQgPN3c_72_82.mp4,0.78605486225571
real,MSVD,1dYpcVv6n3Y_0_18.mp4,0.5537732517070874
real,MSVD,1dfR0A_BXjw_401_408.mp4,0.7066311514009889
real,MSVD,1dfR0A_BXjw_441_448.mp4,0.037820814692724275
real,MSVD,1dfR0A_BXjw_524_532.mp4,0.1067959736284436
real,MSVD,1dfR0A_BXjw_545_560.mp4,0.090696373910996
real,MSVD,1hPxGmTGarM_9_19.mp4,0.04160289616199671
real,MSVD,1mIyMRPV8kg_9_17.mp4,0.38450671061926067
real,MSVD,1pw5ZdRhiig_50_59.mp4,0.28567223922769014
real,MSVD,1qU-kF-km1Q_6_16.mp4,0.030801153755592184
real,MSVD,1qV4wfjTYIo_151_164.mp4,0.2376971980221333
real,MSVD,1qxMJLkHDLw_0_9.mp4,0.11366847186249117
real,MSVD,1rECrfrdNTo_200_207.mp4,0.08043913350600423
real,MSVD,1sffYOXq4Iw_23_49.mp4,0.2675270779373676
real,MSVD,21uB8g-jDZI_70_79.mp4,0.073934542029668
real,MSVD,229NvV0SRHw_0_5.mp4,0.6291352719566753
real,MSVD,25NmudB2fqg_0_7.mp4,0.1845567459383094
real,MSVD,27hs9W89FuI_0_10.mp4,0.1018807393454203
real,MSVD,27mxaePkYB4_8_14.mp4,0.04963797975041206
real,MSVD,2F9jX7u5nOg_114_130.mp4,0.27066164351306804
real,MSVD,2F9jX7u5nOg_83_97.mp4,0.39121732987991525
real,MSVD,2FLsMPsywRc_45_63.mp4,0.13675829997645397
real,MSVD,2G9fkvBzzQE_10_20.mp4,0.39844301860136566
real,MSVD,2I20ZTFHheg_96_104.mp4,0.4067871438662585
real,MSVD,2KrdBUFeFtY_22_27.mp4,0.5045620437956204
real,MSVD,2L4oELbX8Ms_1_12.mp4,0.28399458441252645
real,MSVD,2LgrGHWSy6k_122_135.mp4,0.28331763597833765
real,MSVD,2MCpA01Sn_c_75_82.mp4,0.30496526960207204
real,MSVD,2Nn2CAeaI5k_72_77.mp4,0.5127001412761949
real,MSVD,2R_OAYQIkXM_14_22.mp4,0.05986578761478691
real,MSVD,2YhDTpzxd3c_115_120.mp4,0.0911378620202496
real,MSVD,2YhDTpzxd3c_149_154.mp4,0.08744407817282787
real,MSVD,2YhDTpzxd3c_174_180.mp4,0.9229161761243231
real,MSVD,2YhDTpzxd3c_223_232.mp4,0.14700082411113727
real,MSVD,2YhDTpzxd3c_22_27.mp4,0.11989345420296679
real,MSVD,2YhDTpzxd3c_240_245.mp4,0.7229367789027549
real,MSVD,2YhDTpzxd3c_45_49.mp4,0.29841652931481044
real,MSVD,2YhDTpzxd3c_98_101.mp4,0.2536937838474217
real,MSVD,2jXxtQRy47A_30_38.mp4,0.02644513774429009
real,MSVD,2jkExrrm_sQ_19_25.mp4,0.3956616435130681
real,MSVD,2mUMTFnQWaw_1_9.mp4,0.32210972451141984
real,MSVD,2xpIT0L4GqE_1_10.mp4,0.6075023546032493
real,MSVD,30GeJHYoerk_121_126.mp4,0.10352896161996704
real,MSVD,30GeJHYoerk_63_75.mp4,0.8118966329173534
real,MSVD,30GeJHYoerk_80_85.mp4,0.2646279726866023
real,MSVD,30PpKtVT8Z4_35_50.mp4,0.5857664233576643
real,MSVD,32_A0-er4Ws_16_20.mp4,0.1158170473275253
real,MSVD,39Ce7I6nXIw_96_104.mp4,0.08560454438427126
real,MSVD,3FnUTQMJVXI_31_36.mp4,0.05729044031080763
real,MSVD,3I9tSDU-OSk_17_22.mp4,0.9341594066399812
real,MSVD,3OPQqH3YlHA_50_54.mp4,0.8663174005180128
real,MSVD,3SKyc0aKx70_46_52.mp4,0.4865051801271486
real,MSVD,3_51FhosiVY_93_101.mp4,0.1286349187661879
real,MSVD,3chNlP5TeO8_0_10.mp4,0.18722039086413939
real,MSVD,3doK4FQM5-k_46_57.mp4,0.7057481751824818
real,MSVD,3eqFFRSXwGE_84_96.mp4,0.48597539439604426
real,MSVD,3ftaoFnhTyY_140_150.mp4,0.16677949140569814
real,MSVD,3lBHYoI5V8s_30_45.mp4,0.15768483635507416
real,MSVD,3mbBbFH9fAg_21_29.mp4,0.11627325170708736
real,MSVD,3n_Kqak2JdA_48_71.mp4,0.35567753708500116
real,MSVD,3opDcpPxllE_50_66.mp4,0.1509742170944196
real,MSVD,3qqEKTPxLNs_1_15.mp4,0.5035319048740288
real,MSVD,3ytUOoa1SBE_12_23.mp4,0.3246262067341653
real,MSVD,3zgEl-OLFKE_12_15.mp4,0.5969213562514716
real,MSVD,3zrVqwV29V8_69_76.mp4,0.5957587708971038
real,MSVD,4-1gpwkD7Hc_7_15.mp4,0.06141099599717448
real,MSVD,45AGQSbodbU_5_15.mp4,0.03065399105250765
real,MSVD,47D9-U8hn5I_11_16.mp4,0.24317165057687778
real,MSVD,4D1o4FC8YbA_207_216.mp4,0.5171003060984224
real,MSVD,4D1o4FC8YbA_29_39.mp4,0.1345655757004945
real,MSVD,4Hhdr1IPOGs_1_10.mp4,0.14673593124558512
real,MSVD,4Hhdr1IPOGs_90_98.mp4,0.3357664233576642
real,MSVD,4JVpbYmqfcI_5_19.mp4,0.538850953614316
real,MSVD,4MjTb5A68VA_111_118.mp4,0.24930833529550273
real,MSVD,4PayIIIOeIs_230_238.mp4,0.2874823404756298
real,MSVD,4PcL6-mjRNk_11_18.mp4,0.07826112550035319
real,MSVD,4PcL6-mjRNk_47_55.mp4,0.12901754179420769
real,MSVD,4QYPZM01xFE_14_26.mp4,0.01683541323287026
real,MSVD,4QdX5Q3qQsQ_38_44.mp4,0.07611255003531905
real,MSVD,4R-tumAGrtU_12_22.mp4,0.2678802684247704
real,MSVD,4Tn5S48sCwg_110_118.mp4,0.18133388274075818
real,MSVD,4UOVKok7j1U_1_8.mp4,0.3189162938544855
real,MSVD,4VLrxtf7Z_8_0_7.mp4,0.17449081704732752
real,MSVD,4_WZN7uW0NY_140_145.mp4,0.41670591005415586
real,MSVD,4cgzdXlJksU_83_90.mp4,0.6826436307982104
real,MSVD,4eJJF11bIxM_1_9.mp4,0.5159524370143631
real,MSVD,4ge5_V-xhP0_138_142.mp4,0.21097245114198257
real,MSVD,4ge5_V-xhP0_35_42.mp4,0.018027431127854956
real,MSVD,4ikH9ZRcF2Q_89_105.mp4,0.09724511419825758
real,MSVD,4kQnrKvOTNg_15_24.mp4,0.019719802213327052
real,MSVD,4s_0-zIWEog_1_15.mp4,0.6398781492818459
real,MSVD,4t5POXt2e68_5_11.mp4,0.7967977395808806
real,MSVD,4wT7zM8XgXQ_5_11.mp4,0.2010536849540852
real,MSVD,4xVGpDmA4lE_23_33.mp4,0.26763009182952674
real,MSVD,4yYapi-5QYQ_33_57.mp4,0.4229603249352484
real,MSVD,4yf2WP6K1gQ_28_32.mp4,0.09565575700494466
real,MSVD,4z3b4mnw5y4_56_60.mp4,0.41620555686366845
real,MSVD,4zPSShqsq-o_3_16.mp4,0.11438956910760537
real,MSVD,5-8z5U-o4O4_0_3.mp4,0.1831734165293148
real,MSVD,504gE1DA_4g_1_6.mp4,0.2242170944195903
real,MSVD,57C93mpt6Xo_358_368.mp4,0.8193724982340476
real,MSVD,5CS4nLI2ZX8_50_59.mp4,0.07492053214033435
real,MSVD,5CU2JhYM8tY_14_45.mp4,0.848525429715093
real,MSVD,5E66Gk3V1Bc_23_30.mp4,0.08241111372733695
real,MSVD,5HAf_INrFy0_3_25.mp4,0.21498999293619026
real,MSVD,5JLi7L1Kwp8_23_30.mp4,0.012243936896632918
real,MSVD,5JSbxHECb-I_97_110.mp4,0.3217712502943254
real,MSVD,5K7Ru5s6YIw_8_11.mp4,0.030183070402637156
real,MSVD,5L5MoemWC6g_10_13.mp4,0.1135360254297151
real,MSVD,5OuYhq6Zl0g_0_10.mp4,0.823507770190723
real,MSVD,5OvgDatToBU_0_8.mp4,0.007196256180833529
real,MSVD,5P6UU6m3cqk_57_75.mp4,0.5797621850718154
real,MSVD,5PpPOGU_0aA_65_75.mp4,0.09812809041676476
real,MSVD,5QJf-l4lPJw_133_138.mp4,0.6076789498469508
real,MSVD,5U3xz9Ovmhk_214_222.mp4,0.10750235460324935
real,MSVD,5U3xz9Ovmhk_258_265.mp4,0.07224217094419591
real,MSVD,5U3xz9Ovmhk_99_105.mp4,0.057952672474688015
real,MSVD,5U3xz9Ovmhk_9_15.mp4,0.47389333647280435
real,MSVD,5W02895vT8c_312_322.mp4,0.02198610784082882
real,MSVD,5XxshEdcfAM_85_100.mp4,0.46763892159171183
real,MSVD,5XxshEdcfAM_96_107.mp4,0.3866405698139863
real,MSVD,5YJaS2Eswg0_22_26.mp4,0.6082528843889805
real,MSVD,5dZ8PXABC30_14_20.mp4,0.488079821050153
real,MSVD,5dv8MSWlxoQ_10_40.mp4,0.6838062161525783
real,MSVD,5fDBl1wT2Lk_34_39.mp4,0.6119025194254768
real,MSVD,5fq9iIxxA1s_12_27.mp4,0.08266129032258064
real,MSVD,5l6acVf12S4_7_13.mp4,0.21291499882269838
real,MSVD,5zkCnHUnoYY_69_74.mp4,0.20133329408994585
real,MSVD,60x_yxy7Sfw_1_7.mp4,0.01941076053684954
real,MSVD,62I8I4sCPPQ_12_30.mp4,0.11970214268895692
real,MSVD,64Xn9edeWRA_0_11.mp4,0.40500647515893573
real,MSVD,6FmN22YcVVE_11_18.mp4,0.23347362844360725
real,MSVD,6GJ1DNOGDAM_223_233.mp4,0.6592447610077702
real,MSVD,6JnGBs88sL0_4_10.mp4,0.012008476571697669
real,MSVD,6KS8R3RxrV8_0_23.mp4,0.11667059100541559
real,MSVD,6Lzq1HN33lE_5_15.mp4,0.19164998822698376
real,MSVD,6Q3ltyPJJMQ_67_72.mp4,0.40153343536614083
real,MSVD,6QbhfbLUtQs_13_23.mp4,0.16292382858488347
real,MSVD,6RlYLTU5gvM_18_24.mp4,0.06614963503649635
real,MSVD,6ZZkO14S7GY_5_15.mp4,0.37848775606310336
real,MSVD,6ZhKOK08tgM_225_233.mp4,0.07135919472568872
real,MSVD,6ZhKOK08tgM_45_49.mp4,0.3850659288909819
real,MSVD,6eokrw6_bjU_1_9.mp4,0.47821991994348956
real,MSVD,6gQu8PWhFoQ_30_35.mp4,0.32983576642335766
real,MSVD,6gQu8PWhFoQ_37_41.mp4,0.4398840357899694
real,MSVD,6mYnZbIwcNo_10_16.mp4,0.07765775841770661
real,MSVD,6njscWrdnM0_8_18.mp4,0.6065310807628914
real,MSVD,6owu8Mow0_g_302_307.mp4,0.2579467859665646
real,MSVD,6owu8Mow0_g_527_534.mp4,0.12716329173534258
real,MSVD,6owu8Mow0_g_692_697.mp4,0.4819578526018366
real,MSVD,6pcqRuFEMLs_46_52.mp4,0.4112167412291029
real,MSVD,6q1dX6thX3E_286_295.mp4,0.41058394160583944
real,MSVD,6r5DmFa5ZR8_51_58.mp4,0.09387508829762185
real,MSVD,6sKdTbRkahM_6_12.mp4,0.10202790204850483
real,MSVD,6sYmDT5et00_301_339.mp4,0.3565457970331999
real,MSVD,6t0BpjwYKco_105_110.mp4,0.11611137273369437
real,MSVD,6t0BpjwYKco_118_127.mp4,0.19241523428302332
real,MSVD,6t0BpjwYKco_142_151.mp4,0.2841564633859195
real,MSVD,6t0BpjwYKco_179_183.mp4,0.10616317400518012
real,MSVD,6t0BpjwYKco_230_240.mp4,0.35301389215917117
real,MSVD,6t0BpjwYKco_240_247.mp4,0.6158759124087592
real,MSVD,6t0BpjwYKco_254_258.mp4,0.43892747821991995
real,MSVD,6t0BpjwYKco_261_284.mp4,0.07670120084765718
real,MSVD,6t0BpjwYKco_46_53.mp4,0.30199258299976456
real,MSVD,6t0BpjwYKco_53_59.mp4,0.42855250765246056
real,MSVD,6t0BpjwYKco_71_76.mp4,0.4849305392041441
real,MSVD,6t0BpjwYKco_80_84.mp4,0.2697933835648693
real,MSVD,6vC6AT27RUc_29_46.mp4,0.04408994584412526
real,MSVD,6vSKIUGGLvY_81_87.mp4,0.3662585354367789
real,MSVD,71soiLO6I9U_15_24.mp4,0.10701671768307042
real,MSVD,73vUksucPz8_12_20.mp4,0.2741199670355545
real,MSVD,74tRCYS_534_49_57.mp4,0.19964092300447372
real,MSVD,778mkceE0UQ_40_46.mp4,0.08316164351306804
real,MSVD,77iDIp40m9E_119_123.mp4,0.5064898752060278
real,MSVD,77iDIp40m9E_126_131.mp4,0.3884506710619261
real,MSVD,77iDIp40m9E_159_181.mp4,0.8412555921827172
real,MSVD,77iDIp40m9E_3_9.mp4,0.1957411113727337
real,MSVD,7HcYJKMxpcg_20_28.mp4,0.2419796326818931
real,MSVD,7M-jsjLB20Y_11_30.mp4,0.013641982575935956
real,MSVD,7NNg0_n-bS8_21_30.mp4,0.45667530021191427
real,MSVD,7OGizkf_JEo_191_194.mp4,0.30032964445490934
real,MSVD,7ZE2OzguWHo_28_38.mp4,0.7759447845538028
real,MSVD,7bcV-TL9mho_0_7.mp4,0.17582999764539675
real,MSVD,7d1d2WlEnKs_0_12.mp4,0.26365669884624443
real,MSVD,7s0AXJtLL0Y_57_61.mp4,0.3931893101012479
real,MSVD,7uF-2adCsI0_60_67.mp4,0.16293854485519188
real,MSVD,7xNG7qGY9rw_14_29.mp4,0.10907699552625383
real,MSVD,80D0ylOqPJ8_0_5.mp4,0.1098716741229103
real,MSVD,88DOMJ11q2M_34_43.mp4,0.10684012243936897
real,MSVD,88DOMJ11q2M_84_87.mp4,0.046532846715328466
real,MSVD,88p7U5CnoYU_1_10.mp4,0.007520014127619497
real,MSVD,8BL9qmFRbd4_6_13.mp4,0.5448846244407817
real,MSVD,8CzlhZtunNc_5_11.mp4,0.022295149517306333
real,MSVD,8D_oQnBPfNo_43_50.mp4,0.00841770661643513
real,MSVD,8HB7ywgJuTg_131_142.mp4,0.1650429715093007
real,MSVD,8MVo7fje_oE_108_113.mp4,0.08370614551448081
real,MSVD,8MVo7fje_oE_113_118.mp4,0.015113609606781257
real,MSVD,8MVo7fje_oE_125_130.mp4,0.5984371320932422
real,MSVD,8MVo7fje_oE_130_136.mp4,0.8513951024252413
real,MSVD,8MVo7fje_oE_139_144.mp4,0.7147986814221804
real,MSVD,8MVo7fje_oE_153_158.mp4,0.6391864845773487
real,MSVD,8MVo7fje_oE_180_185.mp4,0.616847186249117
real,MSVD,8MVo7fje_oE_85_90.mp4,0.6030138921591712
real,MSVD,8NFoN0K3bPg_20_28.mp4,0.21182599481987285
real,MSVD,8PQiaurIiDM_143_151.mp4,0.4833853308217565
real,MSVD,8PQiaurIiDM_173_180.mp4,0.5900488580174241
real,MSVD,8PQiaurIiDM_247_255.mp4,0.6608341182010831
real,MSVD,8PQiaurIiDM_94_99.mp4,0.4518630798210501
real,MSVD,8VUbN3hkdBo_36_50.mp4,0.34306569343065696
real,MSVD,8e0yXMa708Y_24_33.mp4,0.11430127148575465
real,MSVD,8mSUD7JGNO0_174_181.mp4,0.43898634330115377
real,MSVD,8mSUD7JGNO0_198_204.mp4,0.2000235460324935
real,MSVD,8sARjdhSvpo_167_176.mp4,0.6372733694372499
real,MSVD,8yS2wqwActs_2_14.mp4,0.4665940663998116
real,MSVD,8yoUaH6wGLs_22_30.mp4,0.1789792794914057
real,MSVD,8yuPGwxwdPs_1_10.mp4,0.4739374852837297
real,MSVD,93n_oYVCLpk_9_12.mp4,0.090696373910996
real,MSVD,953PkxFNiko_82_85.mp4,0.11731810689898753
real,MSVD,97JhYpoWxzY_0_4.mp4,0.4067429950553332
real,MSVD,98Alrg4pFXs_148_153.mp4,0.8180186013656698
real,MSVD,992zi9V3oiQ_15_17.mp4,0.4233135154226513
real,MSVD,9BScZRpF7SI_31_36.mp4,0.722583588415352
real,MSVD,9Bxknsvy3jQ_53_58.mp4,0.11878973392983283
real,MSVD,9HTUcMjWB3g_122_128.mp4,0.22346656463385917
real,MSVD,9HTUcMjWB3g_134_138.mp4,0.1294884624440782
real,MSVD,9HTUcMjWB3g_143_151.mp4,0.2232458205792324
real,MSVD,9IrWyZ0KZuk_160_166.mp4,0.1465740522721921
real,MSVD,9LHg5RUGukI_58_63.mp4,0.3270838238756769
real,MSVD,9LHg5RUGukI_63_68.mp4,0.2829791617612432
real,MSVD,9LOJmQQktHA_10_18.mp4,0.3214180598069225
real,MSVD,9LSuyLyuUiM_3_6.mp4,0.6256916647044972
real,MSVD,9OxQ-2gR1DU_18_38.mp4,0.7078967506475159
real,MSVD,9Q0JfdP36kI_167_170.mp4,0.4680804097009654
real,MSVD,9Q0JfdP36kI_19_27.mp4,0.30765834706851897
real,MSVD,9Q0JfdP36kI_23_28.mp4,0.2915293148104544
real,MSVD,9Q0JfdP36kI_56_64.mp4,0.4065663998116318
real,MSVD,9VG7Elw9TDA_85_91.mp4,0.06791558747351072
real,MSVD,9W6aQNcU3PA_92_103.mp4,0.325038262302802
real,MSVD,9WpJxn-2h1o_122_150.mp4,0.11962856133741465
real,MSVD,9Wr48VFhZH8_45_50.mp4,0.0840887685425006
real,MSVD,9gbUM9oHBNI_557_563.mp4,0.5521103131622321
real,MSVD,9uDPqigcnzw_36_46.mp4,0.44409288909818695
real,MSVD,9wxB1UQi0MM_18_38.mp4,0.44931716505768776
real,MSVD,9zXqkHvs0po_59_65.mp4,0.6407022604191194
real,MSVD,A6XrTsLsUbA_4_15.mp4,0.12310160113020956
real,MSVD,ACK7SekJWts_140_150.mp4,0.5860018836825995
real,MSVD,ACOmKiJDkA4_130_144.mp4,0.4630032964445491
real,MSVD,ACOmKiJDkA4_161_170.mp4,0.18471862491170238
real,MSVD,ACOmKiJDkA4_175_182.mp4,0.13970155403814458
real,MSVD,ACOmKiJDkA4_23_30.mp4,0.24520249587944432
real,MSVD,ACOmKiJDkA4_47_54.mp4,0.09060807628914527
real,MSVD,ACOmKiJDkA4_57_65.mp4,0.15480044737461737
real,MSVD,ACOmKiJDkA4_67_74.mp4,0.24557040263715563
real,MSVD,ACOmKiJDkA4_75_81.mp4,0.22764598540145986
real,MSVD,AE9UaQwum8c_0_10.mp4,0.0807334589121733
real,MSVD,AEKPjVHSVZc_0_12.mp4,0.16800094184129974
real,MSVD,AGRFy5hDQiY_31_38.mp4,0.5622792559453732
real,MSVD,AJJ-iQkbRNE_97_109.mp4,0.42169472568872146
real,MSVD,AKVBK-0veE8_5_12.mp4,0.1463385919472569
real,MSVD,AQhiE_NL6yY_91_101.mp4,0.20842653637862021
real,MSVD,AX38yo7Wuws_81_91.mp4,0.7152843183423593
real,MSVD,AXL1oMdCFUM_45_59.mp4,0.15503590769955264
real,MSVD,A_nCfAbXjoM_8_56.mp4,0.06997586531669414
real,MSVD,Aa7yf9XtcJM_45_50.mp4,0.2356810689898752
real,MSVD,AdcgmBtE99c_108_114.mp4,0.05028549564398399
real,MSVD,Afmc6FeN-hM_20_24.mp4,0.1784789263009183
real,MSVD,AjZ-R3LFMzo_18_23.mp4,0.2773281139627973
real,MSVD,AjZ-R3LFMzo_24_38.mp4,0.20299623263480104
real,MSVD,AjZ-R3LFMzo_5_10.mp4,0.18224629149988225
real,MSVD,AoNnzlGhI04_112_128.mp4,0.499838121026607
real,MSVD,ApYvvQK7bBc_6_32.mp4,0.5117435837061455
real,MSVD,Ar70p1_LcfM_2_20.mp4,0.15602189781021897
real,MSVD,ArEWo8pERFc_17_21.mp4,0.2221421003060984
real,MSVD,Ayh26v6Nies_17_22.mp4,0.04364845773487168
real,MSVD,AysIdzGF-7M_6_14.mp4,0.06820991287967978
real,MSVD,AzMrltkXGJk_0_10.mp4,0.705365552154462
real,MSVD,B-Lsf7ZKf5c_10_25.mp4,0.5551271485754651
real,MSVD,B4foOe9kUgY_0_8.mp4,0.04041087826701201
real,MSVD,BAf3LXFUaGs_28_38.mp4,0.5787026136096067
real,MSVD,BApIQn69EVE_10_16.mp4,0.05621615257829056
real,MSVD,BE_uxYK9uz0_150_168.mp4,0.15115081233812103
real,MSVD,BE_uxYK9uz0_49_56.mp4,0.42796385684012245
real,MSVD,BGG0uYWZBdw_6_12.mp4,0.7182128561337415
real,MSVD,BIqVvRh_cEY_143_149.mp4,0.48178125735813515
real,MSVD,BLXzfdNmydQ_151_156.mp4,0.1899723334118201
real,MSVD,BOLKaQeB6j0_101_111.mp4,0.40309336001883683
real,MSVD,BOv-2HzNPaA_7_12.mp4,0.542750765246056
