subset,source_model,filename,global_score,patch_score,alpha,final_score
real,DiDeMo,p000926.mp4,0.0470773487167412,0.6885048747062683,0.6,0.30364835911255206
real,DiDeMo,p000927.mp4,0.0544796326818931,0.1587990224361419,0.6,0.09620738858359262
real,DiDeMo,p000932.mp4,0.6626000706380974,0.7962254881858826,0.6,0.7160502376572115
real,DiDeMo,p000943.mp4,0.1907522957381681,0.8612744808197021,0.6,0.4589611697707817
real,DiDeMo,p000948.mp4,0.0644278314104073,0.8296077847480774,0.6,0.3704998127454754
real,DiDeMo,p000951.mp4,0.0721685895926536,0.6844362616539001,0.6,0.31707565841715224
real,DiDeMo,p000954.mp4,0.2435395573345891,0.6923038959503174,0.6,0.42304529278088043
real,DiDeMo,p000959.mp4,0.7436720037673652,0.949999988079071,0.6,0.8262031974920475
real,DiDeMo,p000963.mp4,0.3744996468095126,0.8038970232009888,0.6,0.546258597366103
real,DiDeMo,p000964.mp4,0.6794207676006593,0.7678676247596741,0.6,0.7147995104642653
real,DiDeMo,p000969.mp4,0.7776665881798916,0.7566911578178406,0.6,0.7692764160350712
real,DiDeMo,p000973.mp4,0.122468801506946,0.6651470065116882,0.6,0.3395400835088429
real,DiDeMo,p000976.mp4,0.5971715328467153,0.8543626666069031,0.6,0.7000479863507905
real,DiDeMo,p000980.mp4,0.1551977866729456,0.7246077656745911,0.6,0.3829617782736038
real,DiDeMo,p000996.mp4,0.1366111372733694,0.7455391883850098,0.6,0.38018235771802555
real,DiDeMo,p001005.mp4,0.1783906286790675,0.496102899312973,0.6,0.30547553693262974
real,DiDeMo,p001008.mp4,0.0149664469036967,0.272009789943695,0.6,0.11778378411969603
real,DiDeMo,p001015.mp4,0.1236755356722392,0.8004902005195618,0.6,0.39440140161116827
real,DiDeMo,p001019.mp4,0.4449022839651518,0.6403430700302124,0.6,0.5230785983911761
real,DiDeMo,p001020.mp4,0.4387508829762185,0.9456862807273864,0.6,0.6415250420766856
real,DiDeMo,p001022.mp4,0.3468330586296209,0.7949509620666504,0.6,0.5260802200044328
real,DiDeMo,p001024.mp4,0.3343830939486696,0.7999755144119263,0.6,0.5206200621339723
real,DiDeMo,p001033.mp4,0.6281492818460089,0.423480361700058,0.6,0.5462817137876286
real,DiDeMo,p001038.mp4,0.0558629620908876,0.191151961684227,0.6,0.10997856192822336
real,DiDeMo,p001041.mp4,0.6808040970096538,0.9273284077644348,0.6,0.7794138213115662
real,DiDeMo,p001043.mp4,0.3408729691546974,0.6558087468147278,0.6,0.4668472802187096
real,DiDeMo,p001044.mp4,0.2999764539675065,0.7038725018501282,0.6,0.4615348731205552
real,DiDeMo,p001046.mp4,0.024429008712032,0.2255392074584961,0.6,0.10487308821061764
real,DiDeMo,p001056.mp4,0.0823669649164115,0.4771568775177002,0.6,0.240282929956927
real,DiDeMo,p001060.mp4,0.0644425476807157,0.8044607639312744,0.6,0.36044983418093923
real,DiDeMo,p001061.mp4,0.3109400753473039,0.4225735068321228,0.6,0.3555934479412315
real,DiDeMo,p001066.mp4,0.2727366376265599,0.5040686130523682,0.6,0.3652694277968832
real,DiDeMo,p001074.mp4,0.1642630091829526,0.5532842874526978,0.6,0.31987152049085066
real,DiDeMo,p001076.mp4,0.1726659995290793,0.9278676509857178,0.6,0.4747466601117347
real,DiDeMo,p001077.mp4,0.3671267953849776,0.7053186297416687,0.6,0.5024035291276541
real,DiDeMo,p001083.mp4,0.807496468095126,0.9906372427940368,0.6,0.8807527779746903
real,DiDeMo,p001088.mp4,0.6631740051801271,0.8639705777168274,0.6,0.7434926341948073
real,DiDeMo,p001098.mp4,0.7081469272427596,0.727450966835022,0.6,0.7158685430796645
real,DiDeMo,p001099.mp4,0.1879267718389451,0.5405147075653076,0.6,0.32896194612949015
real,DiDeMo,p001105.mp4,0.7864963503649636,0.7532842755317688,0.6,0.7732115204316856
real,DiDeMo,p001113.mp4,0.0355692253355309,0.7118626832962036,0.6,0.3060866085198
real,DiDeMo,p001140.mp4,0.56639981163174,0.7867892384529114,0.6,0.6545555823602085
real,DiDeMo,p001142.mp4,0.32705439133506,0.928063690662384,0.6,0.5674581110659895
real,DiDeMo,p001145.mp4,0.4692135625147162,0.7647548913955688,0.6,0.5874300940670573
real,DiDeMo,p001162.mp4,0.2102807864374852,0.7181127071380615,0.6,0.4134135547177157
real,DiDeMo,p001163.mp4,0.7565781728278784,0.8151470422744751,0.6,0.7800057206065171
real,DiDeMo,p001181.mp4,0.2370202495879444,0.7722058296203613,0.6,0.4510944816009112
real,DiDeMo,p001185.mp4,0.3981634094655051,0.8826225399971008,0.6,0.5919470616781435
real,DiDeMo,p001195.mp4,0.0566723569578525,0.4931372106075287,0.6,0.231258298417723
real,DiDeMo,p001204.mp4,0.7043942783141041,0.8063235282897949,0.6,0.7451659783043805
real,DiDeMo,p001207.mp4,0.3677007299270073,0.9018137454986572,0.6,0.5813459361556673
real,DiDeMo,p001209.mp4,0.0386449258299976,0.5881617665290833,0.6,0.2584516621096319
real,DiDeMo,p001216.mp4,0.2958558982811396,0.501764714717865,0.6,0.37821942485582977
real,DiDeMo,p001218.mp4,0.4173387096774194,0.4695588052272796,0.6,0.4382267478973635
real,DiDeMo,p001224.mp4,0.006239698610784,0.5505637526512146,0.6,0.22396932022695626
real,DiDeMo,p001227.mp4,0.5923298799152343,0.821887195110321,0.6,0.6841528059932691
real,DiDeMo,p001232.mp4,0.0818371791853072,0.4994362890720367,0.6,0.24887682313999898
real,DiDeMo,p001237.mp4,0.118892747821992,0.7196813225746155,0.6,0.3592081777230414
real,DiDeMo,p001241.mp4,0.0389981163174005,0.533627450466156,0.6,0.23684984997690273
real,DiDeMo,p001248.mp4,0.0360842947963268,0.7244362831115723,0.6,0.31142509012242503
real,DiDeMo,p001258.mp4,0.5472245114198258,0.5960538983345032,0.6,0.5667562661856966
real,DiDeMo,p001260.mp4,0.1423063338827407,0.8849509358406067,0.6,0.4393641746658871
real,DiDeMo,p001273.mp4,0.9171326818931008,0.9468382596969604,0.6,0.9290149130146447
real,DiDeMo,p001275.mp4,0.0319195902990346,0.6482352614402771,0.6,0.27844585875553163
real,DiDeMo,p001280.mp4,0.5268130445020014,0.6746813654899597,0.6,0.5859603728971847
real,DiDeMo,p001287.mp4,0.5930068283494232,0.686691164970398,0.6,0.6304805629978132
real,DiDeMo,p001296.mp4,0.3033906286790676,0.6667892336845398,0.6,0.44875007068125644
real,DiDeMo,p001300.mp4,0.8877001412761949,0.8510293960571289,0.6,0.8730318431885684
real,DiDeMo,p001307.mp4,0.2018189310101248,0.6492891311645508,0.6,0.3808070110718952
real,DiDeMo,p001310.mp4,0.7647604191193784,0.9437744617462158,0.6,0.8363660361701133
real,DiDeMo,p001311.mp4,0.0179832823169295,0.327352911233902,0.6,0.1417311338837185
real,DiDeMo,p001312.mp4,0.129679773958088,0.317622572183609,0.6,0.2048568932482964
real,DiDeMo,p001323.mp4,0.0848392983282316,0.1295588165521621,0.6,0.1027271056178038
real,DiDeMo,p001324.mp4,0.3395485048269366,0.779485285282135,0.6,0.5155232170090159
real,DiDeMo,p001326.mp4,0.1523133976924888,0.8729901909828186,0.6,0.4405841150086207
real,DiDeMo,p001349.mp4,0.7142688956910761,0.8636029362678528,0.6,0.7740025119217868
real,DiDeMo,p001350.mp4,0.5509771603484813,0.8364460468292236,0.6,0.6651647149407782
real,DiDeMo,p001354.mp4,0.0734341888391806,0.2607842981815338,0.6,0.1483742325761219
real,DiDeMo,p001368.mp4,0.7867612432305157,0.93308824300766,0.6,0.8452920431413734
real,DiDeMo,p001375.mp4,0.0290793501295031,0.4972794353961944,0.6,0.21635938423617962
real,DiDeMo,p001378.mp4,0.0363933364728043,0.4821078181266784,0.6,0.21467912913435394
real,DiDeMo,p001383.mp4,0.4037703084530256,0.462843120098114,0.6,0.427399433111061
real,DiDeMo,p001391.mp4,0.142541794207676,0.7975735664367676,0.6,0.4045545030993126
real,DiDeMo,p001392.mp4,0.5134653873322346,0.8887500166893005,0.6,0.663579239075061
real,DiDeMo,p001399.mp4,0.0548181068989875,0.954558789730072,0.6,0.41471438003142136
real,DiDeMo,p001403.mp4,0.7708676712973864,0.5470097661018372,0.6,0.6813245092191667
real,DiDeMo,p001404.mp4,0.1393630798210501,0.5857107639312744,0.6,0.31790215346513984
real,DiDeMo,p001423.mp4,0.6648516599952908,0.3779411613941192,0.6,0.5500874605548222
real,DiDeMo,p001426.mp4,0.717123852130916,0.6811274290084839,0.6,0.7027252828819431
real,DiDeMo,p001429.mp4,0.212870850011773,0.7723038792610168,0.6,0.4366440617114706
real,DiDeMo,p001432.mp4,0.3162967977395808,0.8762744665145874,0.6,0.5402878652495835
real,DiDeMo,p001436.mp4,0.3632858488344714,0.6429166197776794,0.6,0.4751381572117547
real,DiDeMo,p001437.mp4,0.2212002590063574,0.9014215469360352,0.6,0.49328877417822853
real,DiDeMo,p001441.mp4,0.7142688956910761,0.8636029362678528,0.6,0.7740025119217868
real,DiDeMo,p001444.mp4,0.1051183188132799,0.6340686082839966,0.6,0.3166984346015666
real,DiDeMo,p001449.mp4,0.3828143395337885,0.8117402195930481,0.6,0.5543846915574924
real,DiDeMo,p001450.mp4,0.6404520838238756,0.962794065475464,0.6,0.7693888764845109
real,DiDeMo,p001455.mp4,0.046650576877796,0.4965931475162506,0.6,0.22662760513317787
real,DiDeMo,p001457.mp4,0.062632446432776,0.2782843112945556,0.6,0.14889319237748785
real,DiDeMo,p001458.mp4,0.4900959500824111,0.688529372215271,0.6,0.5694693189355551
real,DiDeMo,p001460.mp4,0.2239227690134212,0.6129411458969116,0.6,0.3795301197668174
real,DiDeMo,p001468.mp4,0.767865552154462,0.8794607520103455,0.6,0.8125036320968153
real,DiDeMo,p001470.mp4,0.5799093477748999,0.7016911506652832,0.6,0.6286220689310532
real,DiDeMo,p001488.mp4,0.5395867671297386,0.9176470041275024,0.6,0.6908108619288442
real,DiDeMo,p001490.mp4,0.4000176595243701,0.7140686511993408,0.6,0.5256380561943583
real,DiDeMo,p001491.mp4,0.2199346597598304,0.7376470565795898,0.6,0.4270196184877342
real,DiDeMo,p001494.mp4,0.1631151400988933,0.7159068584442139,0.6,0.38423182743702156
real,DiDeMo,p001495.mp4,0.0112432305156581,0.5396568775177002,0.6,0.22260868931647493
real,DiDeMo,p001497.mp4,0.4496850718153991,0.595392107963562,0.6,0.5079678862746643
real,DiDeMo,p001501.mp4,0.3111608194019307,0.614142119884491,0.6,0.4323533395949548
real,DiDeMo,p001505.mp4,0.0499175888862726,0.8030882477760315,0.6,0.35118585244217615
real,DiDeMo,p001508.mp4,0.3510860607487638,0.7096813917160034,0.6,0.49452419313565965
real,DiDeMo,p001511.mp4,0.0703437720744054,0.0482598058879375,0.6,0.06151018559981824
real,DiDeMo,p001512.mp4,0.856383918059807,0.920931339263916,0.6,0.8822028865414506
real,DiDeMo,p001513.mp4,0.425256063103367,0.9023529291152954,0.6,0.6160948095081383
real,DiDeMo,p001514.mp4,0.3048475394396044,0.869019627571106,0.6,0.530516374692205
real,DiDeMo,p001521.mp4,0.1080321403343536,0.7249999642372131,0.6,0.35481926989549745
real,DiDeMo,p001532.mp4,0.9328349423122204,0.974730372428894,0.6,0.9495931143588899
real,DiDeMo,p001543.mp4,0.4690222510007064,0.5627450942993164,0.6,0.5065113883201504
real,DiDeMo,p001550.mp4,0.6741229102896162,0.8743137121200562,0.6,0.7541992310217922
real,DiDeMo,p001571.mp4,0.1246173769719802,0.6008087992668152,0.6,0.3150939458899142
real,DiDeMo,p001573.mp4,0.425256063103367,0.9023529291152954,0.6,0.6160948095081383
real,DiDeMo,p001584.mp4,0.8473775606310336,0.7945343255996704,0.6,0.8262402666184883
real,DiDeMo,p001593.mp4,0.4465652225100071,0.8717156648635864,0.6,0.6166253994514388
real,DiDeMo,p001596.mp4,0.0835442665410878,0.3701715469360351,0.6,0.19819517869906672
real,DiDeMo,p001601.mp4,0.6529609135860608,0.6125490069389343,0.6,0.6367961509272102
real,DiDeMo,p001602.mp4,0.557952672474688,0.8897303938865662,0.6,0.6906637610394393
real,DiDeMo,p001611.mp4,0.3990905344949376,0.7030637264251709,0.6,0.5206798112670309
real,DiDeMo,p001614.mp4,0.3762950317871438,0.7075245380401611,0.6,0.5087868342883507
real,DiDeMo,p001622.mp4,0.0204114669178243,0.1887745112180709,0.6,0.08775668463792295
real,DiDeMo,p001633.mp4,0.0123322345184836,0.4750244915485382,0.6,0.19740913733050547
real,DiDeMo,p001637.mp4,0.3162967977395808,0.8762744665145874,0.6,0.5402878652495835
real,DiDeMo,p001650.mp4,0.6114610313162232,0.7190931439399719,0.6,0.6545138763657228
real,DiDeMo,p001652.mp4,0.2859665646338591,0.6080636978149414,0.6,0.41480541790629205
real,DiDeMo,p001654.mp4,0.0246203202260419,0.6521323919296265,0.6,0.27562514890747575
real,DiDeMo,p001663.mp4,0.5395867671297386,0.9176470041275024,0.6,0.6908108619288442
real,DiDeMo,p001664.mp4,0.9163085707558276,0.958627462387085,0.6,0.9332361274083305
real,DiDeMo,p001665.mp4,0.1923122203908641,0.7772548794746399,0.6,0.42628928402437444
real,DiDeMo,p001666.mp4,0.0360842947963268,0.7244362831115723,0.6,0.31142509012242503
real,DiDeMo,p001670.mp4,0.1592153284671532,0.4621078372001648,0.6,0.2803723319603578
real,DiDeMo,p001671.mp4,0.200332587708971,0.2289215624332428,0.6,0.21176817759867972
real,DiDeMo,p001683.mp4,0.0513892159171179,0.4205882251262665,0.6,0.19906881960077735
real,DiDeMo,p001689.mp4,0.0481810689898752,0.1835539042949676,0.6,0.10233020311191215
real,DiDeMo,p001690.mp4,0.0461502236873086,0.7140930891036987,0.6,0.31332736985386467
real,DiDeMo,p001692.mp4,0.4060071815399105,0.7793627381324768,0.6,0.5553494041769371
real,DiDeMo,p001695.mp4,0.6546091358606074,0.7700979709625244,0.6,0.7008046699013741
real,DiDeMo,p001698.mp4,0.3582970331999058,0.824607789516449,0.6,0.544821335726523
real,DiDeMo,p001703.mp4,0.1619231222039086,0.5022058486938477,0.6,0.29803621279988424
real,DiDeMo,p001713.mp4,0.2488521309159406,0.5484558939933777,0.6,0.3686936361469154
real,DiDeMo,p001716.mp4,0.8555009418412998,0.9380637407302856,0.6,0.8885260613968942
