dataset,paper_priority,risk_type,category,subset,source_model,filename,video_path,duration_seconds,fps,num_frames,has_2s_window,global_score,patch_score,alpha_score,alpha_minus_global_score,patch_minus_global_score,alpha_minus_patch_score,generator_ci_class,generator_delta_auc_mean,generator_delta_auc_ci_low,generator_delta_auc_ci_high,macro_delta_auc_mean,macro_delta_auc_ci_low,macro_delta_auc_ci_high,recommended_use
comgenvid,P0,real_false_positive_risk,real_alpha_low,real,MSVD,jCplbayVbtw_10_20.mp4,STALL/datasets/comgenvid/real/MSVD/jCplbayVbtw_10_20.mp4,10.01,29.97002997002997,300.0,True,0.0182628914527902,0.0220259130001068,0.0197681000717168,0.0015052086189265,0.0037630215473166,-0.00225781292839,no_generator_ci,,,,0.0668755029411764,0.0617714900519031,0.071396221885813,failure figure: real-video false-positive / recall boundary
comgenvid,P0,real_false_positive_risk,real_alpha_low,real,MSVD,1QVn0FffExM_14_24.mp4,STALL/datasets/comgenvid/real/MSVD/1QVn0FffExM_14_24.mp4,10.01,29.97002997002997,300.0,True,0.0093448316458676,0.0062426384538412,0.008103954369057,-0.0012408772768106,-0.0031021931920264,0.0018613159152158,no_generator_ci,,,,0.0668755029411764,0.0617714900519031,0.071396221885813,failure figure: real-video false-positive / recall boundary
comgenvid,P0,real_false_positive_risk,real_alpha_low,real,MSVD,dP15zlyra3c_0_10.mp4,STALL/datasets/comgenvid/real/MSVD/dP15zlyra3c_0_10.mp4,10.0,25.0,250.0,True,0.0041794207676006,0.0067137810401618,0.005193164876625,0.0010137441090244,0.0025343602725612,-0.0015206161635368,no_generator_ci,,,,0.0668755029411764,0.0617714900519031,0.071396221885813,failure figure: real-video false-positive / recall boundary
comgenvid,P0,real_false_positive_risk,real_alpha_low,real,MSVD,-mAoVOhKy0c_4_9.mp4,STALL/datasets/comgenvid/real/MSVD/-mAoVOhKy0c_4_9.mp4,5.013928,29.916666666666668,150.0,True,0.0115964210030609,0.0134864542633295,0.0123524343071683,0.0007560133041074,0.0018900332602686,-0.0011340199561612,no_generator_ci,,,,0.0668755029411764,0.0617714900519031,0.071396221885813,failure figure: real-video false-positive / recall boundary
comgenvid,P0,real_false_positive_risk,real_alpha_low,real,MSVD,TF6LNmwDr_0_2_10.mp4,STALL/datasets/comgenvid/real/MSVD/TF6LNmwDr_0_2_10.mp4,8.022284,29.916666666666668,240.0,True,0.0098746173769719,0.0100117782130837,0.0099294817114166,5.486433444469932e-05,0.0001371608361118,-8.229650166710102e-05,no_generator_ci,,,,0.0668755029411764,0.0617714900519031,0.071396221885813,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video6898.mp4,STALL/datasets/genvideo/real/MSR-VTT/video6898.mp4,15.015,29.97002997002997,450.0,True,0.001074287732517,0.0165665075182914,0.0072711756468267,0.0061968879143097,0.0154922197857744,-0.0092953318714647,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video1086.mp4,STALL/datasets/genvideo/real/MSR-VTT/video1086.mp4,10.0,25.0,250.0,True,0.0037232163880386,0.0124899838119745,0.0072299233576129,0.0035067069695743,0.0087667674239358,-0.0052600604543615,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video5946.mp4,STALL/datasets/genvideo/real/MSR-VTT/video5946.mp4,15.0,25.0,375.0,True,0.0017070873557805,0.0101862987503409,0.0050987719136046,0.0033916845578241,0.0084792113945604,-0.0050875268367363,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video8288.mp4,STALL/datasets/genvideo/real/MSR-VTT/video8288.mp4,17.0,25.0,425.0,True,0.0101247939722156,0.0018129006493836,0.0068000366430827,-0.0033247573291329,-0.008311893322832,0.0049871359936991,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video4763.mp4,STALL/datasets/genvideo/real/MSR-VTT/video4763.mp4,17.017,29.97002997002997,510.0,True,0.0097421709441959,0.0016225961735472,0.0064943410359364,-0.0032478299082594,-0.0081195747706487,0.0048717448623892,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video7632.mp4,STALL/datasets/genvideo/real/MSR-VTT/video7632.mp4,10.0,25.0,250.0,True,0.0036349187661878,0.0117487981915473,0.0068804705363316,0.0032455517701438,0.0081138794253595,-0.0048683276552157,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video5695.mp4,STALL/datasets/genvideo/real/MSR-VTT/video5695.mp4,14.014,29.97002997002997,420.0,True,0.0090357899693901,0.0030348559375852,0.0066354163566681,-0.002400373612722,-0.0060009340318049,0.0036005604190829,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video6839.mp4,STALL/datasets/genvideo/real/MSR-VTT/video6839.mp4,20.02,29.97002997002997,600.0,True,0.0053861549328938,0.0108673870563507,0.0075786477822765,0.0021924928493826,0.0054812321234568,-0.0032887392740741,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video8053.mp4,STALL/datasets/genvideo/real/MSR-VTT/video8053.mp4,19.019,23.976023976023978,456.0,True,0.008770897103838,0.0040564904920756,0.006885134459133,-0.001885762644705,-0.0047144066117624,0.0028286439670574,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video8335.mp4,STALL/datasets/genvideo/real/MSR-VTT/video8335.mp4,10.01,29.97002997002997,300.0,True,0.0070638097480574,0.0031450320966541,0.005496298687496,-0.0015675110605613,-0.0039187776514032,0.0023512665908419,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video113.mp4,STALL/datasets/genvideo/real/MSR-VTT/video113.mp4,22.022,29.97002997002997,660.0,True,0.0032964445490934,0.0071814898401498,0.0048504626655159,0.0015540181164225,0.0038850452910563,-0.0023310271746338,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video1466.mp4,STALL/datasets/genvideo/real/MSR-VTT/video1466.mp4,12.0,25.0,300.0,True,0.0086678832116788,0.0048277247697114,0.0071318198348918,-0.001536063376787,-0.0038401584419674,0.0023040950651804,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video3085.mp4,STALL/datasets/genvideo/real/MSR-VTT/video3085.mp4,17.0,24.0,408.0,True,0.0051359783376501,0.0014723557978868,0.0036705293217447,-0.0014654490159054,-0.0036636225397633,0.0021981735238579,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video5272.mp4,STALL/datasets/genvideo/real/MSR-VTT/video5272.mp4,12.0,30.0,360.0,True,0.0053567223922769,0.0020032052416354,0.0040153155320202,-0.0013414068602567,-0.0033535171506414,0.0020121102903847,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video1497.mp4,STALL/datasets/genvideo/real/MSR-VTT/video1497.mp4,13.0,30.0,390.0,True,0.0088591947256887,0.0069711538963019,0.0081039783939339,-0.0007552163317547,-0.0018880408293867,0.001132824497632,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video4032.mp4,STALL/datasets/genvideo/real/MSR-VTT/video4032.mp4,11.011,29.97002997002997,330.0,True,0.0057540616906051,0.0045272437855601,0.0052633345285871,-0.0004907271620179,-0.0012268179050449,0.000736090743027,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video2150.mp4,STALL/datasets/genvideo/real/MSR-VTT/video2150.mp4,12.0,25.0,300.0,True,0.0033847421709441,0.0044471155852079,0.0038096915366496,0.0004249493657054,0.0010623734142638,-0.0006374240485583,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video9844.mp4,STALL/datasets/genvideo/real/MSR-VTT/video9844.mp4,11.011,23.976023976023978,264.0,True,0.002957970331999,0.0035657053813338,0.0032010643517329,0.0002430940197338,0.0006077350493348,-0.0003646410296009,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video1032.mp4,STALL/datasets/genvideo/real/MSR-VTT/video1032.mp4,10.0,25.0,250.0,True,0.0039586767129738,0.0040865382179617,0.0040098213149689,5.1144601995099966e-05,0.0001278615049878,-7.671690299279957e-05,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
genvideo,P0,real_false_positive_risk,real_alpha_low,real,MSR-VTT,video2418.mp4,STALL/datasets/genvideo/real/MSR-VTT/video2418.mp4,12.0,25.0,300.0,True,0.0063427125029432,0.0064403042197227,0.0063817491896549,3.903668671170063e-05,9.759171677950052e-05,-5.855503006779988e-05,no_generator_ci,,,,0.0344333525503979,0.0266361776131194,0.0432855090972428,failure figure: real-video false-positive / recall boundary
videofeedback,P0,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VideoCrafter2,2001966.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2001966.mp4,2.0,8.0,16.0,True,0.0012950317871438,0.910392165184021,0.3649338851458947,0.3636388533587509,0.9090971333968773,-0.5454582800381262,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VideoCrafter2,2000555.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2000555.mp4,2.0,8.0,16.0,True,0.058894513774429,0.9663479924201964,0.421875905232736,0.362981391458307,0.9074534786457674,-0.5444720871874604,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VideoCrafter2,2002317.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2002317.mp4,2.0,8.0,16.0,True,0.0037673651989639,0.9098774194717408,0.3662113869080747,0.3624440217091108,0.9061100542727768,-0.5436660325636662,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VideoCrafter2,2002745.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2002745.mp4,2.0,8.0,16.0,True,0.0412349894042853,0.9400489330291748,0.4007605668542411,0.3595255774499558,0.8988139436248895,-0.5392883661749337,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VideoCrafter2,2006829.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2006829.mp4,2.0,8.0,16.0,True,0.0062249823404756,0.8883088231086731,0.3590585186477546,0.352833536307279,0.8820838407681975,-0.5292503044609185,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VideoCrafter2,2004089.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2004089.mp4,2.0,8.0,16.0,True,0.087223334118201,0.9601470232009888,0.4363928097513161,0.3491694756331151,0.8729236890827877,-0.5237542134496727,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VideoCrafter2,2004811.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2004811.mp4,2.0,8.0,16.0,True,0.0067989168825052,0.8735293745994568,0.3534910999692858,0.3466921830867805,0.8667304577169516,-0.520038274630171,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Text2Video-Zero,1004886.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1004886.mp4,2.0,8.0,16.0,True,0.0324346597598304,0.897156834602356,0.3783235296968406,0.3458888699370102,0.8647221748425256,-0.5188333049055154,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,patch_global_conflict,generated_patch_global_conflict,annotated,VideoCrafter2,2001966.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2001966.mp4,2.0,8.0,16.0,True,0.0012950317871438,0.910392165184021,0.3649338851458947,0.3636388533587509,0.9090971333968773,-0.5454582800381262,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,patch_global_conflict,generated_patch_global_conflict,annotated,VideoCrafter2,2000555.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2000555.mp4,2.0,8.0,16.0,True,0.058894513774429,0.9663479924201964,0.421875905232736,0.362981391458307,0.9074534786457674,-0.5444720871874604,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,patch_global_conflict,generated_patch_global_conflict,annotated,VideoCrafter2,2002317.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2002317.mp4,2.0,8.0,16.0,True,0.0037673651989639,0.9098774194717408,0.3662113869080747,0.3624440217091108,0.9061100542727768,-0.5436660325636662,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,patch_global_conflict,generated_patch_global_conflict,annotated,VideoCrafter2,2002745.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2002745.mp4,2.0,8.0,16.0,True,0.0412349894042853,0.9400489330291748,0.4007605668542411,0.3595255774499558,0.8988139436248895,-0.5392883661749337,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,patch_global_conflict,generated_patch_global_conflict,annotated,VideoCrafter2,2006829.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2006829.mp4,2.0,8.0,16.0,True,0.0062249823404756,0.8883088231086731,0.3590585186477546,0.352833536307279,0.8820838407681975,-0.5292503044609185,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,patch_global_conflict,generated_patch_global_conflict,annotated,VideoCrafter2,2004089.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2004089.mp4,2.0,8.0,16.0,True,0.087223334118201,0.9601470232009888,0.4363928097513161,0.3491694756331151,0.8729236890827877,-0.5237542134496727,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,patch_global_conflict,generated_patch_global_conflict,annotated,VideoCrafter2,2004811.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2004811.mp4,2.0,8.0,16.0,True,0.0067989168825052,0.8735293745994568,0.3534910999692858,0.3466921830867805,0.8667304577169516,-0.520038274630171,stable_negative_transfer,-0.0303711663034643,-0.0354361251146606,-0.0253343021962186,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,patch_global_conflict,generated_patch_global_conflict,annotated,Text2Video-Zero,1004886.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1004886.mp4,2.0,8.0,16.0,True,0.0324346597598304,0.897156834602356,0.3783235296968406,0.3458888699370102,0.8647221748425256,-0.5188333049055154,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p102734.mp4,STALL/datasets/videofeedback/real/Panda70M/p102734.mp4,3.0,8.0,24.0,True,0.0017953849776312,0.0242401957511901,0.0107733092870547,0.0089779243094234,0.0224448107735589,-0.0134668864641354,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p106927.mp4,STALL/datasets/videofeedback/real/Panda70M/p106927.mp4,2.0,8.0,16.0,True,0.0043707322816105,0.0260784309357404,0.0130538117432624,0.0086830794616519,0.0217076986541299,-0.013024619192478,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p103022.mp4,STALL/datasets/videofeedback/real/Panda70M/p103022.mp4,2.0,8.0,16.0,True,0.0180715799387803,0.000539215747267,0.0110586342621749,-0.0070129456766054,-0.0175323641915133,0.0105194185149079,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p108736.mp4,STALL/datasets/videofeedback/real/Panda70M/p108736.mp4,3.0,8.0,24.0,True,0.0049888156345655,0.0210784319788217,0.0114246621722679,0.0064358465377024,0.0160896163442562,-0.0096537698065537,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p104674.mp4,STALL/datasets/videofeedback/real/Panda70M/p104674.mp4,3.0,8.0,24.0,True,0.0085795855898281,0.0216911770403385,0.0138242221700322,0.0052446365802041,0.0131115914505103,-0.0078669548703062,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p109044.mp4,STALL/datasets/videofeedback/real/Panda70M/p109044.mp4,2.0,8.0,16.0,True,0.002957970331999,0.0143382363021373,0.0075100767200543,0.0045521063880553,0.0113802659701383,-0.006828159582083,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,DiDeMo,p002562.mp4,STALL/datasets/videofeedback/real/DiDeMo/p002562.mp4,3.0,8.0,24.0,True,0.0071373910995997,0.0182843133807182,0.0115961600120471,0.0044587689124474,0.0111469222811185,-0.006688153368671,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,DiDeMo,p008088.mp4,STALL/datasets/videofeedback/real/DiDeMo/p008088.mp4,3.0,8.0,24.0,True,0.0103602542971509,0.0172303915023803,0.0131083091792426,0.0027480548820917,0.0068701372052294,-0.0041220823231377,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p106439.mp4,STALL/datasets/videofeedback/real/Panda70M/p106439.mp4,3.0,8.0,24.0,True,0.0066811867200376,0.0018872549990192,0.0047636140316302,-0.0019175726884073,-0.0047939317210184,0.002876359032611,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p105198.mp4,STALL/datasets/videofeedback/real/Panda70M/p105198.mp4,2.0,8.0,16.0,True,0.0157169766894278,0.010931372642517,0.0138027350706634,-0.0019142416187643,-0.0047856040469108,0.0028713624281464,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p106104.mp4,STALL/datasets/videofeedback/real/Panda70M/p106104.mp4,2.0,8.0,16.0,True,0.0124352484106428,0.0078921569511294,0.0106180118268374,-0.0018172365838053,-0.0045430914595134,0.002725854875708,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
