content_path,label,type_id,source_model,filename,n_read_frames,encoder,loss,d3_second_order_std,status,error
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2856,0,Real Video,MSR-VTT,video2856.mp4,16,XCLIP-16,l2,2.3303661346435547,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2857,0,Real Video,MSR-VTT,video2857.mp4,16,XCLIP-16,l2,3.278766393661499,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2858,0,Real Video,MSR-VTT,video2858.mp4,16,XCLIP-16,l2,2.193086862564087,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2859,0,Real Video,MSR-VTT,video2859.mp4,16,XCLIP-16,l2,1.791012406349182,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video286,0,Real Video,MSR-VTT,video286.mp4,16,XCLIP-16,l2,2.1599879264831543,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2860,0,Real Video,MSR-VTT,video2860.mp4,16,XCLIP-16,l2,3.569529294967652,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2861,0,Real Video,MSR-VTT,video2861.mp4,16,XCLIP-16,l2,2.694051742553711,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2862,0,Real Video,MSR-VTT,video2862.mp4,16,XCLIP-16,l2,3.0517585277557373,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2863,0,Real Video,MSR-VTT,video2863.mp4,16,XCLIP-16,l2,2.931312322616577,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2864,0,Real Video,MSR-VTT,video2864.mp4,16,XCLIP-16,l2,2.991171598434448,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2865,0,Real Video,MSR-VTT,video2865.mp4,16,XCLIP-16,l2,3.603003740310669,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2866,0,Real Video,MSR-VTT,video2866.mp4,16,XCLIP-16,l2,2.1574652194976807,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2867,0,Real Video,MSR-VTT,video2867.mp4,16,XCLIP-16,l2,3.741609811782837,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2868,0,Real Video,MSR-VTT,video2868.mp4,16,XCLIP-16,l2,3.943453788757324,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2869,0,Real Video,MSR-VTT,video2869.mp4,16,XCLIP-16,l2,1.7794647216796875,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video287,0,Real Video,MSR-VTT,video287.mp4,16,XCLIP-16,l2,1.0523799657821655,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2870,0,Real Video,MSR-VTT,video2870.mp4,16,XCLIP-16,l2,5.938956737518311,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2871,0,Real Video,MSR-VTT,video2871.mp4,16,XCLIP-16,l2,1.5915430784225464,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2872,0,Real Video,MSR-VTT,video2872.mp4,16,XCLIP-16,l2,4.043895721435547,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2873,0,Real Video,MSR-VTT,video2873.mp4,16,XCLIP-16,l2,1.8968571424484253,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2874,0,Real Video,MSR-VTT,video2874.mp4,16,XCLIP-16,l2,3.80485463142395,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2875,0,Real Video,MSR-VTT,video2875.mp4,16,XCLIP-16,l2,2.925747394561768,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2876,0,Real Video,MSR-VTT,video2876.mp4,16,XCLIP-16,l2,7.117396831512451,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2877,0,Real Video,MSR-VTT,video2877.mp4,16,XCLIP-16,l2,2.6109352111816406,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2878,0,Real Video,MSR-VTT,video2878.mp4,16,XCLIP-16,l2,2.570683479309082,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2879,0,Real Video,MSR-VTT,video2879.mp4,16,XCLIP-16,l2,0.4149282276630401,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video288,0,Real Video,MSR-VTT,video288.mp4,16,XCLIP-16,l2,3.2474493980407715,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2880,0,Real Video,MSR-VTT,video2880.mp4,16,XCLIP-16,l2,2.7346949577331543,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2881,0,Real Video,MSR-VTT,video2881.mp4,16,XCLIP-16,l2,1.6019606590270996,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2882,0,Real Video,MSR-VTT,video2882.mp4,16,XCLIP-16,l2,1.0180038213729858,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2883,0,Real Video,MSR-VTT,video2883.mp4,16,XCLIP-16,l2,8.596957206726074,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2884,0,Real Video,MSR-VTT,video2884.mp4,16,XCLIP-16,l2,3.313365936279297,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2885,0,Real Video,MSR-VTT,video2885.mp4,16,XCLIP-16,l2,0.5150085687637329,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2886,0,Real Video,MSR-VTT,video2886.mp4,16,XCLIP-16,l2,1.655408263206482,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2887,0,Real Video,MSR-VTT,video2887.mp4,16,XCLIP-16,l2,1.2830017805099487,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2888,0,Real Video,MSR-VTT,video2888.mp4,16,XCLIP-16,l2,1.9605302810668943,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2889,0,Real Video,MSR-VTT,video2889.mp4,16,XCLIP-16,l2,1.350282907485962,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video289,0,Real Video,MSR-VTT,video289.mp4,16,XCLIP-16,l2,3.890006065368652,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2890,0,Real Video,MSR-VTT,video2890.mp4,16,XCLIP-16,l2,5.107642650604248,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2891,0,Real Video,MSR-VTT,video2891.mp4,16,XCLIP-16,l2,2.8222830295562744,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2892,0,Real Video,MSR-VTT,video2892.mp4,16,XCLIP-16,l2,6.7295684814453125,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2893,0,Real Video,MSR-VTT,video2893.mp4,16,XCLIP-16,l2,3.2121481895446777,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2894,0,Real Video,MSR-VTT,video2894.mp4,16,XCLIP-16,l2,6.769599914550781,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2895,0,Real Video,MSR-VTT,video2895.mp4,16,XCLIP-16,l2,1.9160574674606323,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2896,0,Real Video,MSR-VTT,video2896.mp4,16,XCLIP-16,l2,5.444643497467041,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2897,0,Real Video,MSR-VTT,video2897.mp4,16,XCLIP-16,l2,1.3571871519088743,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2898,0,Real Video,MSR-VTT,video2898.mp4,16,XCLIP-16,l2,2.0535483360290527,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2899,0,Real Video,MSR-VTT,video2899.mp4,16,XCLIP-16,l2,3.169921636581421,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video29,0,Real Video,MSR-VTT,video29.mp4,16,XCLIP-16,l2,2.858022928237915,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video290,0,Real Video,MSR-VTT,video290.mp4,16,XCLIP-16,l2,3.27925968170166,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2900,0,Real Video,MSR-VTT,video2900.mp4,16,XCLIP-16,l2,0.8316279053688049,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2901,0,Real Video,MSR-VTT,video2901.mp4,16,XCLIP-16,l2,0.971970796585083,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2902,0,Real Video,MSR-VTT,video2902.mp4,16,XCLIP-16,l2,2.647079467773437,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2903,0,Real Video,MSR-VTT,video2903.mp4,16,XCLIP-16,l2,5.938308238983154,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2904,0,Real Video,MSR-VTT,video2904.mp4,16,XCLIP-16,l2,4.308649063110352,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2905,0,Real Video,MSR-VTT,video2905.mp4,16,XCLIP-16,l2,2.5464227199554443,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2906,0,Real Video,MSR-VTT,video2906.mp4,16,XCLIP-16,l2,1.7502663135528564,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2907,0,Real Video,MSR-VTT,video2907.mp4,16,XCLIP-16,l2,3.0905611515045166,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2908,0,Real Video,MSR-VTT,video2908.mp4,16,XCLIP-16,l2,3.0770263671875,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2909,0,Real Video,MSR-VTT,video2909.mp4,16,XCLIP-16,l2,3.349848747253418,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video291,0,Real Video,MSR-VTT,video291.mp4,16,XCLIP-16,l2,2.6882545948028564,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2910,0,Real Video,MSR-VTT,video2910.mp4,16,XCLIP-16,l2,8.136656761169434,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2911,0,Real Video,MSR-VTT,video2911.mp4,16,XCLIP-16,l2,1.7100940942764282,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2912,0,Real Video,MSR-VTT,video2912.mp4,16,XCLIP-16,l2,1.7048726081848145,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2913,0,Real Video,MSR-VTT,video2913.mp4,16,XCLIP-16,l2,3.04607367515564,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2914,0,Real Video,MSR-VTT,video2914.mp4,16,XCLIP-16,l2,1.2484607696533203,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2915,0,Real Video,MSR-VTT,video2915.mp4,16,XCLIP-16,l2,2.704864740371704,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2916,0,Real Video,MSR-VTT,video2916.mp4,16,XCLIP-16,l2,8.018184661865234,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2917,0,Real Video,MSR-VTT,video2917.mp4,16,XCLIP-16,l2,1.1713311672210691,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2918,0,Real Video,MSR-VTT,video2918.mp4,16,XCLIP-16,l2,4.168006420135498,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2919,0,Real Video,MSR-VTT,video2919.mp4,16,XCLIP-16,l2,3.100550413131714,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video292,0,Real Video,MSR-VTT,video292.mp4,16,XCLIP-16,l2,5.924270153045654,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2920,0,Real Video,MSR-VTT,video2920.mp4,16,XCLIP-16,l2,4.702423095703125,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2921,0,Real Video,MSR-VTT,video2921.mp4,16,XCLIP-16,l2,2.465826749801636,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2922,0,Real Video,MSR-VTT,video2922.mp4,16,XCLIP-16,l2,3.962254047393799,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2923,0,Real Video,MSR-VTT,video2923.mp4,16,XCLIP-16,l2,2.5437817573547363,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2924,0,Real Video,MSR-VTT,video2924.mp4,16,XCLIP-16,l2,1.8074406385421755,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2925,0,Real Video,MSR-VTT,video2925.mp4,16,XCLIP-16,l2,6.762007236480713,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2926,0,Real Video,MSR-VTT,video2926.mp4,16,XCLIP-16,l2,2.189188241958618,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2927,0,Real Video,MSR-VTT,video2927.mp4,16,XCLIP-16,l2,1.8827959299087524,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2928,0,Real Video,MSR-VTT,video2928.mp4,16,XCLIP-16,l2,3.834777355194092,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2929,0,Real Video,MSR-VTT,video2929.mp4,16,XCLIP-16,l2,8.475953102111816,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video293,0,Real Video,MSR-VTT,video293.mp4,16,XCLIP-16,l2,2.2450549602508545,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2930,0,Real Video,MSR-VTT,video2930.mp4,16,XCLIP-16,l2,2.9856066703796387,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2931,0,Real Video,MSR-VTT,video2931.mp4,16,XCLIP-16,l2,1.1711782217025757,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2932,0,Real Video,MSR-VTT,video2932.mp4,16,XCLIP-16,l2,2.037924528121948,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2933,0,Real Video,MSR-VTT,video2933.mp4,16,XCLIP-16,l2,1.5376343727111816,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2934,0,Real Video,MSR-VTT,video2934.mp4,16,XCLIP-16,l2,2.507037878036499,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2935,0,Real Video,MSR-VTT,video2935.mp4,16,XCLIP-16,l2,2.147789716720581,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2936,0,Real Video,MSR-VTT,video2936.mp4,16,XCLIP-16,l2,3.726061820983887,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2937,0,Real Video,MSR-VTT,video2937.mp4,16,XCLIP-16,l2,2.111739158630371,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2938,0,Real Video,MSR-VTT,video2938.mp4,16,XCLIP-16,l2,3.175182819366455,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2939,0,Real Video,MSR-VTT,video2939.mp4,16,XCLIP-16,l2,2.1573405265808105,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video294,0,Real Video,MSR-VTT,video294.mp4,16,XCLIP-16,l2,6.327084064483643,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2940,0,Real Video,MSR-VTT,video2940.mp4,16,XCLIP-16,l2,2.5354366302490234,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2941,0,Real Video,MSR-VTT,video2941.mp4,16,XCLIP-16,l2,1.5597492456436155,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2942,0,Real Video,MSR-VTT,video2942.mp4,16,XCLIP-16,l2,1.697582483291626,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2943,0,Real Video,MSR-VTT,video2943.mp4,16,XCLIP-16,l2,1.5311707258224487,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2944,0,Real Video,MSR-VTT,video2944.mp4,16,XCLIP-16,l2,7.38360071182251,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2945,0,Real Video,MSR-VTT,video2945.mp4,16,XCLIP-16,l2,3.983018398284912,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2946,0,Real Video,MSR-VTT,video2946.mp4,16,XCLIP-16,l2,1.9660298824310305,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2947,0,Real Video,MSR-VTT,video2947.mp4,16,XCLIP-16,l2,1.6383904218673706,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2948,0,Real Video,MSR-VTT,video2948.mp4,16,XCLIP-16,l2,3.598742723464966,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2949,0,Real Video,MSR-VTT,video2949.mp4,16,XCLIP-16,l2,2.2729194164276123,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video295,0,Real Video,MSR-VTT,video295.mp4,16,XCLIP-16,l2,1.7275432348251345,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2950,0,Real Video,MSR-VTT,video2950.mp4,16,XCLIP-16,l2,2.1438028812408447,ok,
cache/d3_frames/genvideo_xclip16_official/real/MSR-VTT/video2951,0,Real Video,MSR-VTT,video2951.mp4,16,XCLIP-16,l2,1.4943768978118896,ok,
