dataset,subset,source_model,filename,condition,status,d3_raw,motion_raw,d3_time_raw,motion_time_raw,actual_dt_mean,actual_dt_std,d3_one_sided,d3_two_sided
comgenvid,real,MSVD,pDvzOLRLjPc_0_8.mp4,reference_pixels,ok,0.5066723227500916,4.055143356323242,40.21169020157133,33.218736317422646,0.12266666666666669,0.009977753031396974,0.05,0.1
comgenvid,real,MSVD,yfMTsYcLt10_0_7.mp4,reference_pixels,ok,1.7005988359451294,4.837754726409912,117.81647710748165,38.01722580194475,0.12888888888888891,0.01662958838566203,0.68,0.6399999999999999
comgenvid,real,MSVD,XzCcRzEa83U_1_8.mp4,reference_pixels,ok,1.2783432006835938,7.893585205078125,103.52770285802706,64.69206498728856,0.12266666666666669,0.009977753031396974,0.53,0.94
comgenvid,real,MSVD,dQmaVQZz7EE_1_18.mp4,reference_pixels,ok,1.0152207612991333,4.500940322875977,54.513807823031506,35.82984697000982,0.1255221515731423,0.007699358780941058,0.405,0.81
comgenvid,real,MSVD,jTnrm338_KY_34_42.mp4,reference_pixels,ok,0.7421138286590576,3.93999981880188,65.43708422975507,31.961728444386836,0.12456888888888888,0.01475529517842559,0.195,0.39
comgenvid,real,MSVD,_WRC7HXBJpU_386_391.mp4,reference_pixels,ok,1.0906518697738647,4.325540542602539,104.60241727794232,34.78011186226899,0.12679333333333334,0.013346666666666672,0.44,0.88
comgenvid,real,MSVD,otvx5OZHTJc_1_22.mp4,reference_pixels,ok,2.3985798358917236,6.999058246612549,129.27292996037187,56.76649206684221,0.12456888888888891,0.01475529517842541,0.795,0.4099999999999999
comgenvid,real,MSVD,TwQzFqBqgeA_0_10.mp4,reference_pixels,ok,0.5516143441200256,1.1495174169540405,39.0227944991774,9.308936711814669,0.12533333333333335,0.013597385369580814,0.075,0.15
comgenvid,real,MSVD,_O9kWD8nuRU_50_56.mp4,reference_pixels,ok,5.909125804901123,6.886933326721191,378.9917733869139,55.29705438971845,0.12456888888888888,0.008323108987023901,0.955,0.09000000000000008
comgenvid,real,MSVD,bK-i_FAcpoY_86_92.mp4,reference_pixels,ok,0.2765502333641052,1.6303116083145142,17.663870859349032,13.029462196332315,0.12512500000000001,3.861251827600697e-16,0.005,0.01
comgenvid,real,MSVD,tYh4iDFgmEE_10_14.mp4,reference_pixels,ok,1.5463001728057861,5.345388889312744,110.68453504641771,42.632150840568734,0.12679333333333334,0.013346666666666672,0.665,0.6699999999999999
comgenvid,real,MSVD,WrsS6X-FB-I_30_47.mp4,reference_pixels,ok,0.40787068009376526,2.0556869506835938,33.40805781286959,16.732567515009592,0.12456888888888891,0.014755295178425408,0.02,0.04
comgenvid,real,MSVD,nrZyPuRd5pU_85_92.mp4,reference_pixels,ok,1.5830802917480469,7.254292964935303,123.45359331469257,59.42882908715139,0.12266666666666669,0.009977753031396974,0.67,0.6599999999999999
comgenvid,real,MSVD,q-JHcsqJXWY_0_8.mp4,reference_pixels,ok,0.7964598536491394,3.107128620147705,53.37927821262672,25.182707011699684,0.12444444444444441,0.014740554623801909,0.215,0.43
comgenvid,real,MSVD,tYQ7O6V0Fvk_20_55.mp4,reference_pixels,ok,0.6194724440574646,1.4608023166656494,39.64623606201636,11.686419614156087,0.125,0.0,0.115,0.23
comgenvid,real,MSVD,g36ho6UrBz0_5_20.mp4,reference_pixels,ok,0.6543788313865662,2.9401566982269287,41.880244175085366,23.521255111694337,0.125,0.0,0.145,0.29
comgenvid,real,MSVD,W8l_ezoU8Lc_76_86.mp4,reference_pixels,ok,0.5401343703269958,1.8506795167922974,34.188424207150426,14.88349558578597,0.12533333333333335,0.013597385369580814,0.075,0.15
comgenvid,real,MSVD,VahnQw2gTQY_203_210.mp4,reference_pixels,ok,1.6632921695709229,3.785069227218628,123.12460522795915,30.5682495901982,0.12479108635097491,0.014781614664536633,0.68,0.6399999999999999
comgenvid,real,MSVD,fgWFxFg7-GU_10_26.mp4,reference_pixels,ok,1.5048315525054932,3.8724138736724854,96.11688951130499,30.948363388930414,0.12512499999999996,5.095246377785861e-16,0.66,0.6799999999999999
comgenvid,real,MSVD,_pj2Nutu5v8_1_8.mp4,reference_pixels,ok,1.2761515378952026,3.7001304626464844,85.57832624469383,29.801196350163714,0.12456888888888888,0.01475529517842559,0.53,0.94
comgenvid,real,MSVD,qBFSt85-xqk_15_20.mp4,reference_pixels,ok,1.85732901096344,2.813498020172119,105.5076346025915,22.340005729502533,0.12679333333333334,0.013346666666666672,0.725,0.55
comgenvid,real,MSVD,jZ8X8e7eRVk_24_27.mp4,reference_pixels,ok,0.8261891007423401,3.0177001953125,53.1726066044535,24.42430846499793,0.1245688888888889,0.014755295178425616,0.24,0.48
comgenvid,real,MSVD,inzk2fTUe1w_1_15.mp4,reference_pixels,ok,1.6538708209991455,4.286128520965576,213.85213661027538,35.94528090953828,0.12444444444444448,0.02266230894930137,0.675,0.6499999999999999
comgenvid,real,MSVD,g1Gldu1KS44_8_14.mp4,reference_pixels,ok,0.8797971606254578,4.583459377288818,70.4932978290869,37.07898472929811,0.12456888888888888,0.01475529517842559,0.285,0.57
comgenvid,real,MSVD,wsj_dzz33Ko_31_41.mp4,reference_pixels,ok,0.8195953369140625,2.71075439453125,75.06374234628836,21.828266250821216,0.12679333333333334,0.013346666666666672,0.24,0.48
comgenvid,real,MSVD,clpgffj3sUw_1_12.mp4,reference_pixels,ok,0.955746591091156,5.4618449211120605,115.88349077889647,44.79850387573241,0.12444444444444444,0.02266230894930119,0.34,0.68
comgenvid,real,MSVD,nc8hwLaOyZU_1_19.mp4,reference_pixels,ok,2.8296613693237305,7.5880866050720215,176.79318308049034,60.54968750219947,0.1256811111111111,0.008323108987023892,0.815,0.3700000000000001
comgenvid,real,MSVD,VahnQw2gTQY_298_305.mp4,reference_pixels,ok,0.9679567813873291,2.5373759269714355,57.18588354230025,20.521423600117377,0.12479108635097491,0.014781614664536633,0.35,0.7
comgenvid,real,MSVD,dc4UltkRJsw_53_59.mp4,reference_pixels,ok,6.385247230529785,6.146850109100342,443.9169822099111,50.86933126052217,0.12266666666666669,0.009977753031396974,0.97,0.06000000000000005
comgenvid,real,MSVD,_sJ_09Mf1HY_49_72.mp4,reference_pixels,ok,1.1460574865341187,6.350607395172119,73.20120049702167,50.7541055644388,0.12512500000000001,8.374337528522513e-16,0.465,0.93
comgenvid,real,MSVD,UbmZAe5u5FI_26_33.mp4,reference_pixels,ok,5.944116592407227,2.206141710281372,523.822195541528,19.858315671399385,0.12456888888888888,0.01475529517842559,0.955,0.09000000000000008
comgenvid,real,MSVD,hWhKdXcqYeU_3_12.mp4,reference_pixels,ok,0.8951646685600281,2.8065288066864014,98.10333681258076,23.09257264931998,0.12444444444444441,0.014740554623801909,0.29,0.58
comgenvid,real,MSVD,xpOYXbMDDBY_1_20.mp4,reference_pixels,ok,0.4058743417263031,1.6144750118255615,28.89629585661687,13.231452057758974,0.12266666666666666,0.009977753031397217,0.02,0.04
comgenvid,real,MSVD,dfOuTx66bJU_34_39.mp4,reference_pixels,ok,0.9697020053863525,3.9892280101776123,32.3394414286991,31.41714346408844,0.12666666666666665,0.013333333333333284,0.355,0.71
comgenvid,real,MSVD,Z3XarHZ3HpY_10_17.mp4,reference_pixels,ok,0.5000503063201904,2.393979072570801,26.189211145078744,19.29854608320451,0.12456888888888888,0.01475529517842559,0.045,0.09
comgenvid,real,MSVD,_O9kWD8nuRU_37_43.mp4,reference_pixels,ok,3.5878710746765137,7.477665901184082,213.23985459938118,60.03187457079619,0.12456888888888888,0.008323108987023901,0.865,0.27
comgenvid,real,MSVD,xxHx6s_DbUo_202_207.mp4,reference_pixels,ok,1.7185407876968384,9.95637321472168,109.76696855547405,79.57140769793358,0.125125,2.0219068463423267e-16,0.68,0.6399999999999999
comgenvid,real,MSVD,VahnQw2gTQY_322_327.mp4,reference_pixels,ok,0.8627930879592896,4.1386590003967285,69.40493514256548,33.54110806882383,0.12479108635097491,0.014781614664536698,0.265,0.53
comgenvid,real,MSVD,cUW_bXll6YM_390_395.mp4,reference_pixels,ok,1.499757170677185,4.553003311157227,98.08449271402338,36.090817881789626,0.12679333333333334,0.013346666666666672,0.655,0.69
comgenvid,real,MSVD,m1NR0uNNs5Y_123_129.mp4,reference_pixels,ok,0.7460582256317139,2.139617681503296,56.461315719034246,17.326837976773582,0.12444444444444441,0.014740554623801909,0.195,0.39
comgenvid,real,MSVD,n_Z0-giaspE_379_387.mp4,reference_pixels,ok,4.333868503570557,4.800915718078613,251.84509747969915,37.576923847198465,0.12888888888888891,0.01662958838566203,0.895,0.20999999999999996
comgenvid,real,MSVD,g2IYQq7IkXc_23_32.mp4,reference_pixels,ok,1.0716055631637573,5.384088039398193,76.46481833132523,43.727729717890455,0.12444444444444441,0.014740554623801909,0.435,0.87
comgenvid,real,MSVD,e-sf-hyrkTs_20_35.mp4,reference_pixels,ok,0.4102601110935211,2.321284294128418,27.29455996436284,18.830825140823162,0.12456888888888891,0.014755295178425408,0.02,0.04
comgenvid,real,MSVD,nYwbAb0QvBE_195_210.mp4,reference_pixels,ok,1.215181827545166,3.6287312507629395,100.24804071827789,29.63563304731141,0.12479108635097494,0.014781614664536718,0.5,1.0
comgenvid,real,MSVD,xy9LLUUZ6ic_50_60.mp4,reference_pixels,ok,1.230567455291748,3.4714159965515137,90.36093893279582,27.832685609658558,0.12666666666666665,0.013333333333333284,0.5,1.0
comgenvid,real,MSVD,idRc_KkInds_0_6.mp4,reference_pixels,ok,0.7189286947250366,3.7303366661071777,54.74762262929627,30.406845609347045,0.12444444444444441,0.014740554623801909,0.18,0.36
comgenvid,real,MSVD,ngHDYzhDBk4_24_29.mp4,reference_pixels,ok,0.47207680344581604,3.220749855041504,35.98318777206413,26.02607352866067,0.12533333333333335,0.013597385369580814,0.03,0.06
comgenvid,real,MSVD,bb6V0Grtub4_174_185.mp4,reference_pixels,ok,0.5235703587532043,2.3618834018707275,55.16179036389062,18.96156174637181,0.12679333333333334,0.013346666666666672,0.065,0.13
comgenvid,real,MSVD,m1NR0uNNs5Y_88_94.mp4,reference_pixels,ok,0.7559618353843689,2.903470039367676,78.06293644411657,23.913644770781207,0.12444444444444441,0.014740554623801909,0.21,0.42
comgenvid,real,MSVD,sJSmRik2c-c_1_7.mp4,reference_pixels,ok,2.6329731941223145,3.5538084506988525,183.75281656812814,29.032309145439978,0.12456888888888888,0.01475529517842559,0.805,0.3899999999999999
comgenvid,real,MSVD,m7x8uIdg2XU_67_73.mp4,reference_pixels,ok,4.402185916900635,3.7458271980285645,261.316098041112,29.736257056395235,0.12444444444444441,0.014740554623801909,0.895,0.20999999999999996
comgenvid,real,MSVD,fIaLVw_Gc_w_99_109.mp4,reference_pixels,ok,1.6065317392349243,5.709136486053467,111.13482731973865,44.99953995138416,0.12679333333333334,0.013346666666666672,0.67,0.6599999999999999
comgenvid,real,MSVD,VZ6H73nH7xs_27_33.mp4,reference_pixels,ok,2.646427869796753,8.371406555175781,105.92711561886881,66.89654089711405,0.12456888888888888,0.01475529517842559,0.805,0.3899999999999999
comgenvid,real,MSVD,lfGlDg47How_361_367.mp4,reference_pixels,ok,0.7286171317100525,2.59086012840271,49.29902614277867,20.906962079681087,0.12456888888888888,0.01475529517842559,0.185,0.37
comgenvid,real,MSVD,lKADopH3qFY_0_10.mp4,reference_pixels,ok,1.3153648376464844,4.857717037200928,86.09296960452322,39.74266970157622,0.12444444444444444,0.02266230894930119,0.56,0.8799999999999999
comgenvid,real,MSVD,ZN2_czSBSD0_240_250.mp4,reference_pixels,ok,0.7247685790061951,2.5820395946502686,54.688991921130835,20.8459854853374,0.12479108635097491,0.014781614664536698,0.185,0.37
comgenvid,real,MSVD,kWLNZzuo3do_86_93.mp4,reference_pixels,ok,5.573301315307617,5.681695938110352,326.0115368692812,45.07509017273073,0.12456888888888888,0.008323108987023901,0.955,0.09000000000000008
comgenvid,real,MSVD,a0g7wtBkS98_34_42.mp4,reference_pixels,ok,1.2656774520874023,4.696844100952148,81.00336015625258,37.57475077311198,0.125,0.0,0.525,0.95
comgenvid,real,MSVD,t3VPeyYL-fI_35_39.mp4,reference_pixels,ok,1.1243306398391724,4.805602073669434,112.21848546495261,38.464411949261866,0.12679333333333334,0.013346666666666672,0.465,0.93
comgenvid,real,MSVD,gGDtPJzh_0s_30_45.mp4,reference_pixels,ok,0.6106169819831848,2.906154155731201,47.76867869779456,23.218026187733948,0.1256811111111111,0.008323108987023892,0.105,0.21
comgenvid,real,MSVD,clKtfGBVI1I_15_28.mp4,reference_pixels,ok,0.429302841424942,1.7858223915100098,27.0044402623694,14.340888741943571,0.12533333333333335,0.013597385369580814,0.025,0.05
comgenvid,real,MSVD,Z-An1QQ66f0_13_25.mp4,reference_pixels,ok,1.6647999286651611,5.869821071624756,102.05724956457941,46.963125202390884,0.12533333333333335,0.013597385369580814,0.68,0.6399999999999999
comgenvid,real,MSVD,o_mWZWcm2r4_47_54.mp4,reference_pixels,ok,3.4217185974121094,5.96028995513916,335.7550279843224,49.61544602781861,0.12456888888888888,0.01475529517842559,0.845,0.31000000000000005
comgenvid,real,MSVD,ulPvRmNfXK4_96_100.mp4,reference_pixels,ok,1.7462462186813354,5.030799865722656,102.62786776652003,40.08865797079049,0.12679333333333334,0.013346666666666672,0.69,0.6200000000000001
comgenvid,real,MSVD,ghynaoVNwZc_1_20.mp4,reference_pixels,ok,2.686145782470703,11.515931129455566,151.31707755516146,91.80589875493733,0.12528735632183902,0.007624424805414375,0.805,0.3899999999999999
comgenvid,real,MSVD,ViWQUOGIaSU_9_16.mp4,reference_pixels,ok,2.014460563659668,4.449586868286133,128.6680187613934,35.5611369882152,0.12512500000000001,3.861251827600697e-16,0.755,0.49
comgenvid,real,MSVD,dJ3ba9zwx6c_5_15.mp4,reference_pixels,ok,0.5880684852600098,2.383798837661743,48.141244654352604,18.945885367525285,0.12679333333333334,0.013346666666666672,0.095,0.19
comgenvid,real,MSVD,ao-9B8IV9_E_37_44.mp4,reference_pixels,ok,0.6613110303878784,2.7627570629119873,46.95638766241712,22.665000822809,0.12266666666666669,0.009977753031396974,0.15,0.3
comgenvid,real,MSVD,d1zdJO3CqVw_1_35.mp4,reference_pixels,ok,0.9753921627998352,3.9434216022491455,61.525299372664115,31.858236352602663,0.12444444444444436,0.01474055462380194,0.36,0.72
comgenvid,real,MSVD,c2a0GcoJAjw_107_129.mp4,reference_pixels,ok,1.2398663759231567,5.836138725280762,78.25317639960146,46.36488492400558,0.1258741258741259,8.862102189972702e-16,0.51,0.98
comgenvid,real,MSVD,jPBxl9gFqNY_110_117.mp4,reference_pixels,ok,1.3057153224945068,4.880405902862549,114.48620137972247,39.798310308745414,0.12456888888888888,0.01475529517842559,0.555,0.8899999999999999
comgenvid,annotated,Sora,sawaran_311452947%2Fmd.mp4,reference_pixels,ok,0.6743853092193604,2.570075035095215,46.316816209530295,20.439907769362133,0.12666666666666665,0.013333333333333284,0.155,0.31
comgenvid,annotated,Sora,neliepop_789120052%2Fmd.mp4,reference_pixels,ok,0.7860450744628906,3.275447368621826,58.79392485476086,26.00102361043294,0.12666666666666665,0.013333333333333284,0.215,0.43
comgenvid,annotated,Sora,niyasya_588449853%2Fmd.mp4,reference_pixels,ok,0.5103176236152649,1.969279170036316,31.316694185782314,15.571882764498392,0.12666666666666665,0.013333333333333284,0.05,0.1
comgenvid,annotated,Sora,sakaya5_515406421%2Fmd.mp4,reference_pixels,ok,0.39013904333114624,2.011598825454712,28.889700687655168,16.004022518793743,0.12666666666666665,0.013333333333333284,0.015,0.03
comgenvid,annotated,Sora,manie07_367609493%2Fmd.mp4,reference_pixels,ok,0.6915234923362732,2.9740524291992188,45.42563263380504,23.588220993677776,0.12666666666666665,0.013333333333333284,0.175,0.35
comgenvid,annotated,Sora,minn528_266650598%2Fmd.mp4,reference_pixels,ok,0.6589581370353699,2.884237766265869,49.12493729235233,23.019823749860127,0.12666666666666665,0.013333333333333284,0.15,0.3
comgenvid,annotated,Sora,pricewon_386607539%2Fmd.mp4,reference_pixels,ok,0.580952525138855,1.9051076173782349,43.93159712149593,15.214820841948189,0.12666666666666665,0.013333333333333284,0.09,0.18
comgenvid,annotated,Sora,cosus8662_705151392%2Fmd.mp4,reference_pixels,ok,0.5711842775344849,2.692429780960083,37.14598196190783,21.360000173250835,0.12666666666666665,0.013333333333333284,0.08,0.16
comgenvid,annotated,Sora,voice789_242587007%2Fmd.mp4,reference_pixels,ok,0.7673128843307495,2.0619020462036133,48.33146128064711,16.295835971832272,0.12666666666666665,0.013333333333333284,0.21,0.42
comgenvid,annotated,Sora,rana2025_watermarked.mp4,reference_pixels,ok,0.42252692580223083,4.388547897338867,50.322531597744884,34.892672419548035,0.12666666666666665,0.013333333333333284,0.025,0.05
comgenvid,annotated,Sora,test_video_coffee_392115691%2Fmd.mp4,reference_pixels,ok,1.0680750608444214,3.7461631298065186,67.49760493218157,29.766074697176617,0.12666666666666665,0.013333333333333284,0.43,0.86
comgenvid,annotated,Sora,slimxoxshady_716127548%2Fmd.mp4,reference_pixels,ok,0.4257069528102875,1.9966301918029785,28.914389081905533,15.884993751843771,0.12666666666666665,0.013333333333333284,0.025,0.05
comgenvid,annotated,Sora,onebitewolrd_534629260%2Fmd.mp4,reference_pixels,ok,0.2597147524356842,2.505000591278076,25.275767293720957,19.916047771771748,0.12666666666666665,0.013333333333333284,0.005,0.01
comgenvid,annotated,Sora,gilmomedia_357265093%2Fmd.mp4,reference_pixels,ok,1.1335006952285767,4.23546838760376,64.57875610455592,33.52821139494578,0.12666666666666665,0.013333333333333284,0.465,0.93
comgenvid,annotated,Sora,prefer__915094796%2Fmd.mp4,reference_pixels,ok,0.5077376961708069,1.2047369480133057,25.765908890794442,9.460294346014658,0.12666666666666665,0.013333333333333284,0.05,0.1
comgenvid,annotated,Sora,sonofyakub_885154928%2Fmd.mp4,reference_pixels,ok,0.8030365705490112,4.911306381225586,61.42850027446018,39.0144157409668,0.12666666666666665,0.013333333333333284,0.22,0.44
comgenvid,annotated,Sora,octaviusthunder_495498540%2Fmd.mp4,reference_pixels,ok,0.7207437753677368,1.967236042022705,42.61006406033892,15.622657577196756,0.12666666666666665,0.013333333333333284,0.18,0.36
comgenvid,annotated,Sora,luaplegin_974286721%2Fmd.mp4,reference_pixels,ok,3.8050990104675293,4.060351848602295,211.85564634980432,32.36356275280316,0.12666666666666665,0.013333333333333284,0.88,0.24
comgenvid,annotated,Sora,heryrason_401581354%2Fmd.mp4,reference_pixels,ok,1.0932960510253906,5.030020713806152,98.08747412969119,40.14125899473826,0.12666666666666665,0.013333333333333284,0.445,0.89
comgenvid,annotated,Sora,erickibarra_55706887%2Fmd.mp4,reference_pixels,ok,0.8021167516708374,2.35675048828125,53.581737405852756,18.757438838481903,0.12666666666666665,0.013333333333333284,0.22,0.44
comgenvid,annotated,VEO3,fcd3b99e-9724-51bc-99fa-b29092329509.mp4,reference_pixels,ok,0.7714256644248962,2.3561086654663086,49.371242172462004,18.848869196573894,0.125,0.0,0.21,0.42
comgenvid,annotated,VEO3,4c1ea58b-bd7c-524d-9bd6-a8be0a085843.mp4,reference_pixels,ok,0.3241901695728302,1.2278103828430176,20.748171646186243,9.822483889261882,0.125,0.0,0.015,0.03
comgenvid,annotated,VEO3,c82b1e34-263d-5d2d-8589-1d16b2ee1a84.mp4,reference_pixels,ok,1.121317744255066,3.24943470954895,71.7643328153772,25.995478185017905,0.125,0.0,0.46,0.92
comgenvid,annotated,VEO3,42a6716c-dec4-595d-a3ad-b21a5c740d18.mp4,reference_pixels,ok,0.49132704734802246,3.028428792953491,31.444931987222912,24.22743059794108,0.125,0.0,0.045,0.09
comgenvid,annotated,VEO3,10b736bd-fb20-5a8d-8a9c-4400aeea77e8.mp4,reference_pixels,ok,0.8861050605773926,7.32899284362793,56.71072901780743,58.631944020589195,0.125,0.0,0.285,0.57
comgenvid,annotated,VEO3,9814830a-9d24-5174-9a39-1d7e6f8257a2.mp4,reference_pixels,ok,0.5864309072494507,2.1265900135040283,37.53157721016099,17.012720108032227,0.125,0.0,0.09,0.18
comgenvid,annotated,VEO3,82945089-ab56-5ed1-b2ac-7b08e71b642d.mp4,reference_pixels,ok,0.585597813129425,3.2600340843200684,37.478259319576615,26.080275344848634,0.125,0.0,0.09,0.18
comgenvid,annotated,VEO3,1eed4aa1-e112-5f0e-ad7f-c45563f521d8.mp4,reference_pixels,ok,0.19158971309661865,1.2950592041015625,12.26174162029024,10.360473124186198,0.125,0.0,0.0,0.0
comgenvid,annotated,VEO3,7ecca0ff-2d4b-561f-a0f8-f58235c5daf0.mp4,reference_pixels,ok,0.2898733615875244,0.8019829392433167,18.551895346671422,6.415863466262818,0.125,0.0,0.015,0.03
comgenvid,annotated,VEO3,03e635b4-b93e-5db6-bf8c-bfeeb02ef377.mp4,reference_pixels,ok,1.141323208808899,3.627349615097046,73.04467873357017,29.018798828125,0.125,0.0,0.465,0.93
comgenvid,annotated,VEO3,660dc7a3-6360-5977-9d5d-1d80de5cef03.mp4,reference_pixels,ok,1.0947608947753906,2.7338645458221436,70.06469620500472,21.870917129516602,0.125,0.0,0.445,0.89
comgenvid,annotated,VEO3,9d48d736-2327-5512-8c54-c04c533da965.mp4,reference_pixels,ok,0.28667670488357544,1.4750324487686157,18.34730876832932,11.800260670979817,0.125,0.0,0.01,0.02
comgenvid,annotated,VEO3,c2b36710-3596-5805-a059-2d7047a2b57c.mp4,reference_pixels,ok,0.7122980356216431,2.1379096508026123,45.587074468504376,17.10327803293864,0.125,0.0,0.175,0.35
comgenvid,annotated,VEO3,449ae50c-d948-5fc0-8b36-679f9457a50c.mp4,reference_pixels,ok,0.13649724423885345,1.0031473636627197,8.735823328335153,8.025178623199462,0.125,0.0,0.0,0.0
