dataset,subset,source_model,filename,condition,n_frames,d3_raw,motion_raw,max_step_distance,d3_one_sided,d3_two_sided,motion_group,scene_cut_proxy
comgenvid,annotated,Sora,alkemm_332661861%2Fmd.mp4,reference_8fps_2s,16,3.6635241508483887,7.057607173919678,15.130152702331543,0.875,0.25,3,False
comgenvid,annotated,Sora,allanteste_224958894%2Fmd.mp4,reference_8fps_2s,16,0.6100484132766724,2.3730828762054443,3.6742987632751465,0.105,0.21,0,False
comgenvid,annotated,Sora,allesclaerchen_99582902%2Fmd.mp4,reference_8fps_2s,16,0.08876622468233109,0.5508188009262085,0.72563236951828,0.0,0.0,0,False
comgenvid,annotated,Sora,alma0307_733145307%2Fmd.mp4,reference_8fps_2s,16,1.2326788902282715,3.0264782905578613,4.846752166748047,0.505,0.99,0,False
comgenvid,annotated,Sora,alper1992_262589180%2Fmd.mp4,reference_8fps_2s,16,2.1751325130462646,8.347414016723633,9.868670463562012,0.775,0.44999999999999996,3,False
comgenvid,annotated,Sora,alpha_bit_911455093%2Fmd.mp4,reference_8fps_2s,16,0.5421406030654907,2.606595039367676,3.2083170413970947,0.075,0.15,0,False
comgenvid,annotated,Sora,alsiess__444041278%2Fmd.mp4,reference_8fps_2s,16,1.2360777854919434,4.4719719886779785,14.722479820251465,0.51,0.98,2,False
comgenvid,annotated,Sora,alwyns_502037549%2Fmd.mp4,reference_8fps_2s,16,0.5443671941757202,3.4448540210723877,4.443990230560303,0.075,0.15,1,False
comgenvid,annotated,Sora,alxndraag_499864146%2Fmd.mp4,reference_8fps_2s,16,0.4841020703315735,3.079174518585205,3.891885757446289,0.035,0.07,0,False
comgenvid,annotated,Sora,amack04_632760166%2Fmd.mp4,reference_8fps_2s,16,1.0511789321899414,3.2945361137390137,4.803362846374512,0.42,0.84,1,False
comgenvid,annotated,Sora,amanadlakha_825403788%2Fmd.mp4,reference_8fps_2s,16,2.3484301567077637,3.2743353843688965,9.487483024597168,0.79,0.41999999999999993,1,False
comgenvid,annotated,Sora,ambika8802_watermarked.mp4,reference_8fps_2s,16,1.584079623222351,2.1428236961364746,4.316798210144043,0.67,0.6599999999999999,0,False
comgenvid,annotated,Sora,ambwood_124104980%2Fmd.mp4,reference_8fps_2s,16,3.068434238433838,5.042863368988037,14.630121231079102,0.825,0.3500000000000001,2,False
comgenvid,annotated,Sora,amfereday_424344053%2Fmd.mp4,reference_8fps_2s,16,1.4407250881195068,3.2266845703125,5.62912130355835,0.63,0.74,1,False
comgenvid,annotated,Sora,amirflg1960_800479732%2Fmd.mp4,reference_8fps_2s,16,0.6531082987785339,1.1586147546768188,2.4663658142089844,0.145,0.29,0,False
comgenvid,annotated,Sora,amit898569856_246028372%2Fmd.mp4,reference_8fps_2s,16,0.32633477449417114,1.3029437065124512,1.9914811849594116,0.015,0.03,0,False
comgenvid,annotated,Sora,ammyzz_708865578%2Fmd.mp4,reference_8fps_2s,16,0.48669689893722534,1.3672772645950317,1.980197548866272,0.035,0.07,0,False
comgenvid,annotated,Sora,amohns_watermarked.mp4,reference_8fps_2s,16,0.7976423501968384,3.803173542022705,5.420063018798828,0.215,0.43,1,False
comgenvid,annotated,Sora,amorebody_118598225%2Fmd.mp4,reference_8fps_2s,16,0.7941688299179077,2.7247893810272217,3.8463284969329834,0.215,0.43,0,False
comgenvid,annotated,Sora,amorphouslibra_897590446%2Fmd.mp4,reference_8fps_2s,16,0.35282713174819946,2.07064151763916,2.581976890563965,0.015,0.03,0,False
comgenvid,annotated,Sora,amysung00_717763020%2Fmd.mp4,reference_8fps_2s,16,0.7095360159873962,5.12857723236084,7.095792293548584,0.175,0.35,2,False
comgenvid,annotated,Sora,anabohuele_920521129%2Fmd.mp4,reference_8fps_2s,16,1.1954776048660278,3.4191203117370605,4.970919132232666,0.495,0.99,1,False
comgenvid,annotated,Sora,anamepopovic_492970037%2Fmd.mp4,reference_8fps_2s,16,1.642896294593811,5.136324405670166,8.461469650268555,0.675,0.6499999999999999,2,False
comgenvid,annotated,Sora,anbjorkstrom_933734398%2Fmd.mp4,reference_8fps_2s,16,1.9025185108184814,3.2904889583587646,7.573923587799072,0.73,0.54,1,False
comgenvid,annotated,Sora,ancade_283672368%2Fmd.mp4,reference_8fps_2s,16,1.1583110094070435,3.6032493114471436,4.8477606773376465,0.465,0.93,1,False
comgenvid,annotated,Sora,andes2tokyo_895325730%2Fmd.mp4,reference_8fps_2s,16,1.5085806846618652,2.9485361576080322,6.432595252990723,0.66,0.6799999999999999,0,False
comgenvid,annotated,Sora,andrewkorolow_973684774%2Fmd.mp4,reference_8fps_2s,16,1.305389642715454,3.8882620334625244,6.185129165649414,0.555,0.8899999999999999,1,False
comgenvid,annotated,Sora,andy2510_13896800%2Fmd.mp4,reference_8fps_2s,16,1.095472812652588,3.0578415393829346,4.7314910888671875,0.445,0.89,0,False
comgenvid,annotated,Sora,angiemarierm_141689241%2Fmd.mp4,reference_8fps_2s,16,0.4567371606826782,1.6628303527832031,2.2774851322174072,0.03,0.06,0,False
comgenvid,annotated,Sora,animss01_189765887%2Fmd.mp4,reference_8fps_2s,16,0.6582647562026978,2.996514320373535,3.5870139598846436,0.15,0.3,0,False
comgenvid,annotated,Sora,aninvinciblemind_688429844%2Fmd.mp4,reference_8fps_2s,16,1.540838599205017,3.687344551086426,8.552610397338867,0.665,0.6699999999999999,1,False
comgenvid,annotated,Sora,ankita68_239170629%2Fmd.mp4,reference_8fps_2s,16,1.4342691898345947,4.100792407989502,6.740865230560303,0.63,0.74,1,False
comgenvid,annotated,Sora,ankitagrawaljsr_791222574%2Fmd.mp4,reference_8fps_2s,16,0.4679378867149353,2.07549786567688,2.691380500793457,0.03,0.06,0,False
comgenvid,annotated,Sora,annetst_921821427%2Fmd.mp4,reference_8fps_2s,16,0.4885174036026001,2.2315943241119385,3.2679154872894287,0.04,0.08,0,False
comgenvid,annotated,Sora,antoinemg_733077046%2Fmd.mp4,reference_8fps_2s,16,1.0924019813537598,5.230700492858887,6.368876934051514,0.445,0.89,2,False
comgenvid,annotated,Sora,anuj_kothari_264220718%2Fmd.mp4,reference_8fps_2s,16,0.4350510537624359,2.2596335411071777,2.7745301723480225,0.025,0.05,0,False
comgenvid,annotated,Sora,anujdxb_242175959%2Fmd.mp4,reference_8fps_2s,16,0.27597445249557495,0.7781903147697449,1.2223705053329468,0.005,0.01,0,False
comgenvid,annotated,Sora,anujtiwary69_19415224%2Fmd.mp4,reference_8fps_2s,16,0.6388518214225769,1.9799175262451172,3.0152363777160645,0.13,0.26,0,False
comgenvid,annotated,Sora,anwar1001_368378969%2Fmd.mp4,reference_8fps_2s,16,0.9333184957504272,4.764556407928467,6.0958781242370605,0.315,0.63,2,False
comgenvid,annotated,Sora,aomammm_483165930%2Fmd.mp4,reference_8fps_2s,16,0.6896315813064575,4.694836139678955,5.924281597137451,0.175,0.35,2,False
comgenvid,annotated,Sora,aphillips8430_842158779%2Fmd.mp4,reference_8fps_2s,16,3.6126718521118164,1.8411743640899658,10.578021049499512,0.87,0.26,0,False
comgenvid,annotated,Sora,apndump_204122224%2Fmd.mp4,reference_8fps_2s,16,0.7569867372512817,2.0471041202545166,4.059391498565674,0.21,0.42,0,False
comgenvid,annotated,Sora,aqmed_555825407%2Fmd.mp4,reference_8fps_2s,16,3.882168769836426,4.115673065185547,12.72005844116211,0.88,0.24,1,False
comgenvid,annotated,Sora,aqulley_655469041%2Fmd.mp4,reference_8fps_2s,16,5.190706253051758,6.551089763641357,19.300628662109375,0.945,0.1100000000000001,3,True
comgenvid,annotated,Sora,aralvi84_662898395%2Fmd.mp4,reference_8fps_2s,16,2.189919948577881,5.838006496429443,14.066399574279785,0.775,0.44999999999999996,3,False
comgenvid,annotated,Sora,arbechemindo_530571076%2Fmd.mp4,reference_8fps_2s,16,0.4130365550518036,1.2333791255950928,1.7733068466186523,0.02,0.04,0,False
comgenvid,annotated,Sora,arcidalia_981981851%2Fmd.mp4,reference_8fps_2s,16,0.3264244496822357,1.7933638095855713,2.355390787124634,0.015,0.03,0,False
comgenvid,annotated,Sora,arfo75_154788139%2Fmd.mp4,reference_8fps_2s,16,0.6391369700431824,2.712348222732544,3.490309953689575,0.13,0.26,0,False
comgenvid,annotated,Sora,ariasto_852379771%2Fmd.mp4,reference_8fps_2s,16,0.7756452560424805,3.081740379333496,4.029841423034668,0.21,0.42,0,False
comgenvid,annotated,Sora,arnav619_734526242%2Fmd.mp4,reference_8fps_2s,16,0.35209810733795166,3.4022810459136963,3.9321165084838867,0.015,0.03,1,False
comgenvid,annotated,Sora,art_tra_979742107%2Fmd.mp4,reference_8fps_2s,16,0.565833568572998,2.48433256149292,3.414503812789917,0.08,0.16,0,False
comgenvid,annotated,Sora,artemasso_706144935%2Fmd.mp4,reference_8fps_2s,16,1.2254743576049805,3.6874070167541504,5.538149356842041,0.5,1.0,1,False
comgenvid,annotated,Sora,arthures369_194530034%2Fmd.mp4,reference_8fps_2s,16,2.2628607749938965,3.5615997314453125,8.787044525146484,0.785,0.42999999999999994,1,False
comgenvid,annotated,Sora,artimuebles_483781783%2Fmd.mp4,reference_8fps_2s,16,0.6071182489395142,2.3016793727874756,3.466531753540039,0.105,0.21,0,False
comgenvid,annotated,Sora,artzet_940092949%2Fmd.mp4,reference_8fps_2s,16,0.5038062334060669,2.323194742202759,3.1563236713409424,0.05,0.1,0,False
