dataset,subset,source_model,filename,B2,B8,P0,final_selected
comgenvid,annotated,Sora,7negiashish_371783258%2Fmd.mp4,0.1224099364257122,0.1152363026962438,0.0014999999664723,0.07404596184201624
comgenvid,annotated,Sora,8---d7652_28389355%2Fmd.mp4,0.0045473275253119,0.0109498332914079,0.0,0.00272839651518714
comgenvid,annotated,Sora,951963_106836580%2Fmd.mp4,0.0484753943960442,0.0421358843881234,0.0,0.02908523663762652
comgenvid,annotated,Sora,95trevorthompson_watermarked.mp4,0.0218830939486696,0.0157682545173212,0.0,0.01312985636920176
comgenvid,annotated,Sora,_dri__121308411%2Fmd.mp4,0.0037085001177301,0.0035442991004599,0.0,0.00222510007063806
comgenvid,annotated,Sora,_horse_619318200%2Fmd.mp4,0.0300064751589357,0.0184985847527904,0.0,0.018003885095361417
comgenvid,annotated,Sora,_kx_283277740%2Fmd.mp4,0.0043412997409936,0.005337406398221,0.0,0.0026047798445961597
comgenvid,annotated,Sora,aaabnnon_466467197%2Fmd.mp4,0.0208088062161525,0.0132155546337147,0.0,0.0124852837296915
comgenvid,annotated,Sora,aadeseveruz_88242328%2Fmd.mp4,0.0451642335766423,0.0300667379648308,0.0,0.02709854014598538
comgenvid,annotated,Sora,aaroneboyce_443104867%2Fmd.mp4,0.0157316929597362,0.0200161654650393,0.0009999999776482,0.009839015766900999
comgenvid,annotated,Sora,aarya121212_594284790%2Fmd.mp4,0.265040028255239,0.190142980611953,0.0,0.1590240169531434
comgenvid,annotated,Sora,abanuni_29343697%2Fmd.mp4,0.0849717447610077,0.0778852848381625,0.0004999999888241,0.051183046852134255
comgenvid,annotated,Sora,abbasi303_277787488%2Fmd.mp4,0.0426624676242053,0.0320992474275576,0.0,0.02559748057452318
comgenvid,annotated,Sora,abbasshahwan_871443816%2Fmd.mp4,0.5453702613609607,0.3896720975576385,0.0150000005960464,0.33322215705499497
comgenvid,annotated,Sora,abcd-x_714432516%2Fmd.mp4,0.0018836825994819,0.0597638961618048,0.0094999998807907,0.0049302095120054195
comgenvid,annotated,Sora,abcdefghijfdsfsdfsf_302058589%2Fmd.mp4,0.1295031787143866,0.1220599744431209,0.0004999999888241,0.0779019072241616
comgenvid,annotated,Sora,abcolp_973369478%2Fmd.mp4,0.3023310572168589,0.2730829703963613,0.0009999999776482,0.1817986343211746
comgenvid,annotated,Sora,abddu_393690614%2Fmd.mp4,0.0667530021191429,0.0523721780178422,0.0004999999888241,0.04025180126701537
comgenvid,annotated,Sora,abdujaliliy_109159782%2Fmd.mp4,0.0624117023781492,0.0818050886413785,0.0,0.03744702142688952
comgenvid,annotated,Sora,abdulrahmaruss_974098107%2Fmd.mp4,0.0329938780315516,0.0493134068577169,0.0,0.019796326818930957
comgenvid,annotated,Sora,abdurrahmaneymenolu_706897355%2Fmd.mp4,0.0583647280433247,0.0540765513180774,0.0,0.03501883682599482
comgenvid,annotated,Sora,abhilashdwarakish_136979546%2Fmd.mp4,0.0016040734636213,0.0077940105460539,0.0,0.0009624440781727799
comgenvid,annotated,Sora,abo1221_434152204%2Fmd.mp4,0.0490787614786908,0.1595768230798414,0.0059999998658895,0.03184725683357028
comgenvid,annotated,Sora,abrahamgs_591406678%2Fmd.mp4,0.0953908641393925,0.1696020066294637,0.0049999998882412,0.05923451843893198
comgenvid,annotated,Sora,acasssss_358588184%2Fmd.mp4,0.1089592653637862,0.1689091293886742,0.0049999998882412,0.0673755591735682
comgenvid,annotated,Sora,accalmie_531835679%2Fmd.mp4,0.0274752766658817,0.0191706783504012,0.0,0.016485165999529018
comgenvid,annotated,Sora,acfofangel_890043053%2Fmd.mp4,0.0791588179891688,0.1442915202751983,0.0054999998770654,0.049695290744327436
comgenvid,annotated,Sora,achigala_611943440%2Fmd.mp4,0.1015128325877089,0.1155837870512902,0.0004999999888241,0.06110769954815498
comgenvid,annotated,Sora,adabaharat_376490481%2Fmd.mp4,0.1066929597362844,0.2305646561804394,0.0825000031851232,0.0970157771158199
comgenvid,annotated,Sora,adafafffaf5455_136583813%2Fmd.mp4,0.075494466682364,0.0506205905363496,0.0,0.045296680009418396
comgenvid,annotated,Sora,adarsh1431a_967753927%2Fmd.mp4,0.0210589828113962,0.0150617736292034,0.0,0.01263538968683772
comgenvid,annotated,Sora,adcollective_150185417%2Fmd.mp4,0.0339357193312926,0.0226700300016631,0.0,0.02036143159877556
comgenvid,annotated,Sora,adil104_297888031%2Fmd.mp4,0.0157611255003531,0.0220126238705825,0.0,0.00945667530021186
comgenvid,annotated,Sora,aditya992_151486281%2Fmd.mp4,0.0112873793265834,0.0691988090051183,0.0044999998994171,0.00857242755571688
comgenvid,annotated,Sora,adityanayak23_431329179%2Fmd.mp4,0.2122674829291264,0.294875215681014,0.0049999998882412,0.1293604897127723
comgenvid,annotated,Sora,adlgcxpm_635548396%2Fmd.mp4,0.0038850953614315,0.0464535540601969,0.0,0.0023310572168589
comgenvid,annotated,Sora,adosphere01_656411819%2Fmd.mp4,0.0733311749470214,0.0644698471261251,0.0004999999888241,0.04419870496374248
comgenvid,annotated,Sora,adryan91_80558088%2Fmd.mp4,0.4974835177772545,0.5619058931179823,0.0614999977871775,0.3230901097812237
comgenvid,annotated,Sora,advivedi9_742747348%2Fmd.mp4,0.0072109724511419,0.0359873613971301,0.0,0.00432658347068514
comgenvid,annotated,Sora,aedtetg_210017708%2Fmd.mp4,0.0122292206263244,0.0211891218617975,0.0,0.007337532375794639
comgenvid,annotated,Sora,aerobott_375068661%2Fmd.mp4,0.0359076995526253,0.0279050437179095,0.0004999999888241,0.02174461972710482
comgenvid,annotated,Sora,afsinsahin_379807705%2Fmd.mp4,0.121688839180598,0.1300451048513229,0.0004999999888241,0.07321330350388844
comgenvid,annotated,Sora,afterburner739_499935257%2Fmd.mp4,0.0922268660230751,0.1366553188182899,0.0054999998770654,0.05753611956467122
comgenvid,annotated,Sora,agpdd_759040193%2Fmd.mp4,0.0321844831645867,0.0284272976169217,0.0004999999888241,0.01951068989428166
comgenvid,annotated,Sora,ahnsungmin_677028767%2Fmd.mp4,0.0063574287732517,0.1158050372266814,0.0084999998100101,0.00721445718795506
comgenvid,annotated,Sora,aidenchoi0929_115923825%2Fmd.mp4,0.0052242759595008,0.004218193396181,0.0,0.0031345655757004797
comgenvid,annotated,Sora,aienjoyer42_97516890%2Fmd.mp4,0.1160966564633859,0.0782327876079626,0.0004999999888241,0.06985799387356117
comgenvid,annotated,Sora,aifirst_758361788%2Fmd.mp4,0.0084618554273604,0.01513600604711,0.0004999999888241,0.005277113251945879
comgenvid,annotated,Sora,ailiver9787_847228081%2Fmd.mp4,0.0184542029668,0.0411078585427467,0.0,0.01107252178008
comgenvid,annotated,Sora,aira1918_591101039%2Fmd.mp4,0.0555686366847186,0.0714094979191439,0.0,0.03334118201083116
comgenvid,annotated,Sora,aix_innovation_lab_655744264%2Fmd.mp4,0.0297121497527666,0.0215493158086184,0.0,0.017827289851659957
comgenvid,annotated,Sora,ajaykr09_547123938%2Fmd.mp4,0.0072404049917588,0.0159814630797225,0.0,0.004344242995055279
comgenvid,annotated,Sora,ajilus_483238082%2Fmd.mp4,0.008447139157052,0.0099681656841606,0.0,0.005068283494231199
comgenvid,annotated,Sora,ak1990_679900919%2Fmd.mp4,0.0965240169531434,0.1133678858856158,0.0004999999888241,0.05811441016741568
comgenvid,annotated,Sora,akash_28072002_824906559%2Fmd.mp4,0.0052242759595008,0.0208259666698987,0.0,0.0031345655757004797
comgenvid,annotated,Sora,akashb_468014520%2Fmd.mp4,0.0447080291970802,0.0365303532132049,0.0,0.026824817518248122
comgenvid,annotated,Sora,akbarkareorg_452587540%2Fmd.mp4,0.0158641393925123,0.016868306855209,0.0004999999888241,0.00971848363103702
comgenvid,annotated,Sora,akihiro_n_525531899%2Fmd.mp4,0.0700347303979279,0.0681221344103027,0.0009999999776482,0.04242083822981602
comgenvid,annotated,Sora,akira12343_871344059%2Fmd.mp4,0.0034288909818695,0.0227876051834801,0.0004999999888241,0.0022573345846513397
comgenvid,annotated,Sora,akirakaweade_593876105%2Fmd.mp4,0.1119908170473275,0.0966173408372221,0.0,0.06719449022839649
comgenvid,annotated,Sora,akkarma_181967214%2Fmd.mp4,0.0034730397927949,0.0041568510505967,0.0,0.0020838238756769397
comgenvid,annotated,Sora,akshit-sarin_764972304%2Fmd.mp4,0.1640569813986343,0.1421797718369795,0.0004999999888241,0.09863418883471022
comgenvid,annotated,Sora,alan4649_199924089%2Fmd.mp4,0.1491199670355545,0.2091657378149644,0.0225000003352761,0.09847198035544313
comgenvid,annotated,Sora,alanjack_489722798%2Fmd.mp4,0.1912673651989639,0.1249842117617333,0.0,0.11476041911937833
comgenvid,annotated,Sora,alankam_988968402%2Fmd.mp4,0.0096538733223451,0.0228241262304409,0.0,0.00579232399340706
comgenvid,annotated,Sora,alanpaulpanassiti_287632183%2Fmd.mp4,0.0138627266305627,0.0184000858913625,0.0,0.00831763597833762
comgenvid,annotated,Sora,albrchetti_153064388%2Fmd.mp4,0.0998204615022368,0.0717886253106967,0.0004999999888241,0.060092276896871716
comgenvid,annotated,Sora,aleks007_362820217%2Fmd.mp4,0.0049299505533317,0.0074102671627127,0.0,0.0029579703319990197
comgenvid,annotated,Sora,aleks8622_375234076%2Fmd.mp4,0.0200288438898045,0.0168229601369332,0.0,0.0120173063338827
comgenvid,annotated,Sora,alexa90_19844171%2Fmd.mp4,0.1739168825052978,0.3239732064189197,0.0235000003129243,0.1137501296283484
comgenvid,annotated,Sora,alexabrazura_414697163%2Fmd.mp4,0.0267394631504591,0.0197421467877671,0.0,0.01604367789027546
comgenvid,annotated,Sora,alexkolarov94_780280004%2Fmd.mp4,0.0572021426889569,0.0366534411316079,0.0,0.03432128561337414
comgenvid,annotated,Sora,alexkuehndirector_506818934%2Fmd.mp4,0.0487550035319048,0.0361552402497123,0.0,0.02925300211914288
comgenvid,annotated,Sora,alfredo70_760449309%2Fmd.mp4,0.0114786908405933,0.0091251415425785,0.0,0.00688721450435598
comgenvid,annotated,Sora,alienornc_693341583%2Fmd.mp4,0.0288291735342594,0.0512433228130014,0.0,0.01729750412055564
comgenvid,annotated,Sora,alivecoaching_362499862%2Fmd.mp4,0.0079173534259477,0.0242557122793959,0.0,0.004750412055568619
comgenvid,annotated,Sora,alkemm_332661861%2Fmd.mp4,0.0525076524605604,0.0531771474296004,0.0004999999888241,0.03170459147186588
comgenvid,annotated,Sora,allanteste_224958894%2Fmd.mp4,0.0513744996468095,0.046537302671663,0.0004999999888241,0.03102469978361534
comgenvid,annotated,Sora,allesclaerchen_99582902%2Fmd.mp4,0.0041352719566753,0.0107732716501671,0.0,0.00248116317400518
comgenvid,annotated,Sora,alma0307_733145307%2Fmd.mp4,0.0477690134212385,0.0561290165045863,0.0,0.0286614080527431
comgenvid,annotated,Sora,alper1992_262589180%2Fmd.mp4,0.0145838238756769,0.121259128441567,0.0134999996982514,0.0141502942047067
comgenvid,annotated,Sora,alpha_bit_911455093%2Fmd.mp4,0.0154373675535672,0.1324897485941978,0.0059999998658895,0.011662420478496121
comgenvid,annotated,Sora,alsiess__444041278%2Fmd.mp4,0.0333323522486461,0.0252997647793991,0.0,0.01999941134918766
comgenvid,annotated,Sora,alwyns_502037549%2Fmd.mp4,0.0525370850011773,0.07192272239,0.0,0.03152225100070638
comgenvid,annotated,Sora,alxndraag_499864146%2Fmd.mp4,0.0295355545090652,0.048439824229897,0.0014999999664723,0.018321332692028038
comgenvid,annotated,Sora,amack04_632760166%2Fmd.mp4,0.1616876618789733,0.1507464037374914,0.003999999910593,0.09861259709162117
comgenvid,annotated,Sora,amanadlakha_825403788%2Fmd.mp4,0.0896809512597127,0.0634434350116135,0.0,0.05380857075582762
comgenvid,annotated,Sora,ambika8802_watermarked.mp4,0.0131710619260654,0.0241334971356264,0.0,0.00790263715563924
comgenvid,annotated,Sora,ambwood_124104980%2Fmd.mp4,0.1785230751118436,0.1454648471046313,0.0049999998882412,0.10911384502240264
comgenvid,annotated,Sora,amfereday_424344053%2Fmd.mp4,0.061690605133035,0.0423382736067523,0.0,0.037014363079821
comgenvid,annotated,Sora,amirflg1960_800479732%2Fmd.mp4,0.0038115140098893,0.0137827856867649,0.0,0.00228690840593358
comgenvid,annotated,Sora,amit898569856_246028372%2Fmd.mp4,0.0138185778196373,0.0162298982701134,0.0,0.008291146691782379
comgenvid,annotated,Sora,ammyzz_708865578%2Fmd.mp4,0.0055774664469036,0.0085761618591828,0.0,0.0033464798681421596
comgenvid,annotated,Sora,amohns_watermarked.mp4,0.1252796091358606,0.1904798995089974,0.0049999998882412,0.07716776543681284
comgenvid,annotated,Sora,amorebody_118598225%2Fmd.mp4,0.1640275488580174,0.1999948603084627,0.0054999998770654,0.1006165292656366
comgenvid,annotated,Sora,amorphouslibra_897590446%2Fmd.mp4,0.0656051330350835,0.0440273907271325,0.0,0.0393630798210501
comgenvid,annotated,Sora,amysung00_717763020%2Fmd.mp4,0.0146279726866023,0.0173515776585421,0.0004999999888241,0.008976783607491021
comgenvid,annotated,Sora,anabohuele_920521129%2Fmd.mp4,0.0344655050623969,0.0719867222779128,0.0059999998658895,0.023079302983793938
comgenvid,annotated,Sora,anamepopovic_492970037%2Fmd.mp4,0.125779962326348,0.199307787886417,0.0049999998882412,0.07746797735110528
comgenvid,annotated,Sora,anbjorkstrom_933734398%2Fmd.mp4,0.0519631504591476,0.0478563352421624,0.0,0.03117789027548856
comgenvid,annotated,Sora,ancade_283672368%2Fmd.mp4,0.0421768307040263,0.0487925537288266,0.0014999999664723,0.025906098409004697
comgenvid,annotated,Sora,andes2tokyo_895325730%2Fmd.mp4,0.083161643513068,0.0546084115053858,0.0,0.049896986107840796
comgenvid,annotated,Sora,andrewkorolow_973684774%2Fmd.mp4,0.0825729927007299,0.0606156450858081,0.0014999999664723,0.05014379560702686
comgenvid,annotated,Sora,andy2510_13896800%2Fmd.mp4,0.0315516835413232,0.0998497406221541,0.0054999998770654,0.02113101007562008
comgenvid,annotated,Sora,angiemarierm_141689241%2Fmd.mp4,0.0033700259006357,0.0062151839462905,0.0,0.00202201554038142
comgenvid,annotated,Sora,animss01_189765887%2Fmd.mp4,0.246070755827643,0.1490558810879096,0.0,0.1476424534965858
comgenvid,annotated,Sora,aninvinciblemind_688429844%2Fmd.mp4,0.0647810218978102,0.0523904037176474,0.0,0.038868613138686114
comgenvid,annotated,Sora,ankita68_239170629%2Fmd.mp4,0.4371026607016718,0.5172439391410348,0.0549999987706542,0.28426159592926475
comgenvid,annotated,Sora,ankitagrawaljsr_791222574%2Fmd.mp4,0.1004238285848834,0.081337924792131,0.0,0.06025429715093004
comgenvid,annotated,Sora,annetst_921821427%2Fmd.mp4,0.0054450200141276,0.0052458106102529,0.0,0.00326701200847656
comgenvid,annotated,Sora,antoinemg_733077046%2Fmd.mp4,0.1101365669884624,0.3445036127757038,0.0719999983906746,0.09488193954934727
comgenvid,annotated,Sora,anuj_kothari_264220718%2Fmd.mp4,0.0970538026842477,0.0728376992346645,0.0,0.058232281610548615
comgenvid,annotated,Sora,anujdxb_242175959%2Fmd.mp4,0.0027519425476807,0.0065274905845652,0.0,0.00165116552860842
comgenvid,annotated,Sora,anujtiwary69_19415224%2Fmd.mp4,0.0248557805509771,0.0268098171497228,0.0,0.01491346833058626
comgenvid,annotated,Sora,anwar1001_368378969%2Fmd.mp4,0.0285642806687073,0.0297651881872484,0.0,0.01713856840122438
comgenvid,annotated,Sora,aomammm_483165930%2Fmd.mp4,0.01455439133506,0.1089210890415965,0.0044999998994171,0.01053263476080284
comgenvid,annotated,Sora,aphillips8430_842158779%2Fmd.mp4,0.0195284906993171,0.0253802278023875,0.0,0.01171709441959026
comgenvid,annotated,Sora,apndump_204122224%2Fmd.mp4,0.0087561808335295,0.0078921065644181,0.0,0.005253708500117699
comgenvid,annotated,Sora,aqmed_555825407%2Fmd.mp4,0.4485666352719566,0.4361600040322841,0.0074999998323619,0.2721399810961187
comgenvid,annotated,Sora,aqulley_655469041%2Fmd.mp4,0.0449140569813986,0.0394337106494867,0.0,0.02694843418883916
comgenvid,annotated,Sora,aralvi84_662898395%2Fmd.mp4,0.134521426889569,0.1176504305799427,0.0,0.08071285613374139
comgenvid,annotated,Sora,arbechemindo_530571076%2Fmd.mp4,0.0047533553096303,0.003464498457191,0.0,0.0028520131857781798
comgenvid,annotated,Sora,arcidalia_981981851%2Fmd.mp4,0.0195137744290087,0.0155245192061336,0.0,0.01170826465740522
comgenvid,annotated,Sora,arfo75_154788139%2Fmd.mp4,0.0136861313868613,0.0561504329436451,0.0,0.00821167883211678
comgenvid,annotated,Sora,ariasto_852379771%2Fmd.mp4,0.0687838474217094,0.1069004600824735,0.0014999999664723,0.041870308439614555
comgenvid,annotated,Sora,arnav619_734526242%2Fmd.mp4,0.1821285613374146,0.1709496926067014,0.0009999999776482,0.10967713679350803
comgenvid,annotated,Sora,art_tra_979742107%2Fmd.mp4,0.1045296680009418,0.0729651503533752,0.0004999999888241,0.06291780079609471
comgenvid,annotated,Sora,artemasso_706144935%2Fmd.mp4,0.0125676948434188,0.043088320261602,0.0,0.00754061690605128
comgenvid,annotated,Sora,arthures369_194530034%2Fmd.mp4,0.0165705203673181,0.0150306513703427,0.0,0.00994231222039086
comgenvid,annotated,Sora,artimuebles_483781783%2Fmd.mp4,0.0130974805745231,0.0364568396742789,0.0029999999329447,0.00905848831789174
comgenvid,annotated,Sora,artzet_940092949%2Fmd.mp4,0.0353190487402872,0.0403433725701687,0.0,0.02119142924417232
comgenvid,annotated,Sora,arukamo_935771223%2Fmd.mp4,0.0711973157522957,0.0502095557636249,0.0004999999888241,0.042918389446907054
comgenvid,annotated,Sora,asd123zxc2314_385850007%2Fmd.mp4,0.0145249587944431,0.0353816418439914,0.0014999999664723,0.00931497526325478
comgenvid,annotated,Sora,ashes1881_697273547%2Fmd.mp4,0.1594507887920885,0.3409001532173842,0.1709999978542327,0.16407047241694617
comgenvid,annotated,Sora,asimjofa321_148452168%2Fmd.mp4,0.0473275253119849,0.0706108861531485,0.0009999999776482,0.02879651517825022
comgenvid,annotated,Sora,aspirezonerealestate_707980198%2Fmd.mp4,0.0402637155639274,0.0471264268405522,0.0014999999664723,0.02475822932494536
comgenvid,annotated,Sora,astacake_48457029%2Fmd.mp4,0.0844861078408288,0.0698671648291902,0.0,0.05069166470449728
comgenvid,annotated,Sora,asuragate_952991473%2Fmd.mp4,0.0716388038615493,0.0936311019551818,0.0009999999776482,0.043383282307988866
comgenvid,annotated,Sora,at____999_458200743%2Fmd.mp4,0.0375117730162467,0.0325188423953608,0.0004999999888241,0.022707063805277657
comgenvid,annotated,Sora,atakivancevsen_96347779%2Fmd.mp4,0.0265481516364492,0.0548217062439487,0.0029999999329447,0.0171288909550474
comgenvid,annotated,Sora,atheef_583386805%2Fmd.mp4,0.0289321874264186,0.0386785115857902,0.0004999999888241,0.0175593124513808
comgenvid,annotated,Sora,auiyukicute4gmailcom_532002007%2Fmd.mp4,0.0063868613138686,0.0287555562612348,0.0,0.00383211678832116
comgenvid,annotated,Sora,aurora-sora_487554182%2Fmd.mp4,0.0163203437720744,0.0121008046288792,0.0,0.009792206263244639
comgenvid,annotated,Sora,aurota_lala_424237240%2Fmd.mp4,0.5921091358606074,0.4537342703785928,0.0079999999143183,0.3584654814820918
comgenvid,annotated,Sora,aurus-_270918830%2Fmd.mp4,0.1812455851189074,0.133388104713069,0.0004999999888241,0.10894735106687407
comgenvid,annotated,Sora,austerestore_475177574%2Fmd.mp4,0.0197492347539439,0.0166551945064052,0.0,0.011849540852366341
comgenvid,annotated,Sora,austin355_586562389%2Fmd.mp4,0.01189074640923,0.0189130111065701,0.0,0.007134447845537999
comgenvid,annotated,Sora,autreone_709991703%2Fmd.mp4,0.0586590534494937,0.0831106267003191,0.0,0.03519543206969622
comgenvid,annotated,Sora,autumnolive_772003448%2Fmd.mp4,0.048372380503885,0.0544651255422068,0.0,0.029023428302331
comgenvid,annotated,Sora,avamarketing_582895542%2Fmd.mp4,0.0205586296209088,0.044019512050652,0.0004999999888241,0.01253517776807492
comgenvid,annotated,Sora,awxdi_776270500%2Fmd.mp4,0.1420267247468801,0.1640617366618258,0.0009999999776482,0.08561603483918734
comgenvid,annotated,Sora,axo09_278259719%2Fmd.mp4,0.0238256416293854,0.1136122299178168,0.0079999999143183,0.01749538494335856
comgenvid,annotated,Sora,ayami_jp_318488182%2Fmd.mp4,0.0220008241111372,0.0189484332188567,0.0,0.01320049446668232
comgenvid,annotated,Sora,ayan12_610035271%2Fmd.mp4,0.0275782905580409,0.0238496833517734,0.0004999999888241,0.01674697433035418
comgenvid,annotated,Sora,aymbot_529062337%2Fmd.mp4,0.0185866493995761,0.1691025184998378,0.0455000006593763,0.029351989903496183
comgenvid,annotated,Sora,azenmoktan_87349735%2Fmd.mp4,0.0695932422886743,0.1076216694599661,0.0049999998882412,0.043755945328501064
comgenvid,annotated,Sora,b_i_a_777331738%2Fmd.mp4,0.0450023546032493,0.03037008185833,0.0,0.02700141276194958
comgenvid,annotated,Sora,bababububu_232918578%2Fmd.mp4,0.1333735578055097,0.1048062306818314,0.0004999999888241,0.08022413467883545
comgenvid,annotated,Sora,babu12999_504611764%2Fmd.mp4,0.2899105250765246,0.1970794124859191,0.0,0.17394631504591476
comgenvid,annotated,Sora,babychamp_128451259%2Fmd.mp4,0.0904903461266776,0.1016204750376475,0.0059999998658895,0.05669420762236236
comgenvid,annotated,Sora,babycharmcz_993616866%2Fmd.mp4,0.0282846715328467,0.040174572071295,0.003999999910593,0.01857080288394522
comgenvid,annotated,Sora,babygaang_398671334%2Fmd.mp4,0.1278843889804568,0.2118071907861164,0.0044999998994171,0.07853063334804092
comgenvid,annotated,Sora,badhiin_watermarked.mp4,0.2595361431598775,0.2839902333638139,0.0225000003352761,0.16472168603003695
comgenvid,annotated,Sora,bae1981_475803894%2Fmd.mp4,0.1436896632917353,0.0964375905056374,0.0,0.08621379797504118
comgenvid,annotated,Sora,bajpaianshuman_835560964%2Fmd.mp4,0.0023840357899693,0.0030087488657439,0.0,0.00143042147398158
comgenvid,annotated,Sora,bami0776_956498167%2Fmd.mp4,0.0074611490463856,0.0108371134956564,0.0,0.00447668942783136
comgenvid,annotated,Sora,bananenfaust_522597945%2Fmd.mp4,0.0018248175182481,0.0028145607135319,0.0,0.00109489051094886
comgenvid,annotated,Sora,banchoet_78940656%2Fmd.mp4,0.0056951966093713,0.0621450332526406,0.0054999999701976,0.00561711795370182
comgenvid,annotated,Sora,barbagallo_478897870%2Fmd.mp4,0.0418383564869319,0.0254799279169778,0.0,0.02510301389215914
comgenvid,annotated,Sora,barizzaofis_795702849%2Fmd.mp4,0.0563338827407581,0.0461207065770758,0.0004999999888241,0.0340003296399845
comgenvid,annotated,Sora,barsfunnyaf_908182574%2Fmd.mp4,0.0359518483635507,0.0246335353169871,0.0,0.02157110901813042
comgenvid,annotated,Sora,batmang_492024172%2Fmd.mp4,0.0042824346597598,0.0111678117156389,0.0004999999888241,0.0027694607913855197
comgenvid,annotated,Sora,bcabe_771103962%2Fmd.mp4,0.3464945844125265,0.2935975749082276,0.0064999998547136,0.21049675058940134
comgenvid,annotated,Sora,beckytravis_410235854%2Fmd.mp4,0.0656934306569343,0.0782853171555665,0.0,0.039416058394160576
comgenvid,annotated,Sora,beegee1152_421751003%2Fmd.mp4,0.201730633388274,0.154819299048372,0.0004999999888241,0.12123838002849402
