dataset,subset,source_model,filename,global_spatial,global_temporal_t1,global_stall,d3_raw,motion_raw,d3_time_raw,motion_time_raw,actual_dt_mean,actual_dt_std,d3_one_sided,d3_two_sided,d3_motion_conditional,motion_bin,d3_time_conditional,motion_time_bin,patch_spat_percentile,patch_temp_percentile,B0,B1,B2,B3,B4,B5,B6,B7,B8,G2_two_sided,G3_motion_conditional,G4_time_conditional
comgenvid,annotated,Sora,40-_747442607%2Fmd.mp4,0.18951612903225806,0.36937838474217094,0.2794472568872145,0.8169308304786682,3.7304279804229736,66.69358182021855,29.925806562105812,0.12666666666666665,0.013333333333333284,0.235,0.47,0.6,1,0.7,1,0.4340400397777557,0.042991753667593,0.18951612903225806,0.36937838474217094,0.2794472568872145,0.235,0.25722362844360724,0.4340400397777557,0.042991753667593,0.08209658227860928,0.2005069870437724,0.30460266070167175,0.3371026607016717,0.36210266070167174
comgenvid,annotated,Sora,444enki_753218487%2Fmd.mp4,0.0020014127619496116,0.008506004238285849,0.00525370850011773,0.2336394041776657,0.9934263825416565,11.085429328770449,7.868778536717096,0.12666666666666665,0.013333333333333284,0.0,0.0,0.0,0,0.0,0,0.1236749142408371,0.014134275726974,0.0020014127619496116,0.008506004238285849,0.00525370850011773,0.0,0.002626854250058865,0.1236749142408371,0.014134275726974,0.025088339578360312,0.013187560931414762,0.0031272074405462678,0.0031272074405462678,0.0031272074405462678
comgenvid,annotated,Sora,454555555555555555555555_393753335%2Fmd.mp4,0.005297857311043089,0.020632210972451142,0.012965034141747116,0.34114503860473633,1.6903541088104248,26.711305212673825,13.434820592403412,0.12666666666666665,0.013333333333333284,0.015,0.03,0.15,0,0.1,0,0.0206124857068061,0.0371024720370769,0.005297857311043089,0.020632210972451142,0.012965034141747116,0.015,0.013982517070873557,0.0206124857068061,0.0371024720370769,0.03545347340404982,0.021960409846668198,0.01530698139863433,0.04530698139863433,0.03280698139863433
comgenvid,annotated,Sora,54888787787_225275064%2Fmd.mp4,0.08638450671061926,0.12143866258535436,0.1039115846479868,4.405782699584961,8.601283073425293,300.7112965088814,67.76036858558655,0.12666666666666665,0.013333333333333284,0.895,0.20999999999999996,0.25,4,0.3500000000000001,4,0.1242638379335403,0.0583038851618766,0.08638450671061926,0.12143866258535436,0.1039115846479868,0.895,0.4994557923239934,0.1242638379335403,0.0583038851618766,0.06489988043904298,0.08830690296440927,0.1260519190016482,0.1360519190016482,0.16105191900164822
comgenvid,annotated,Sora,5ej_26436982%2Fmd.mp4,0.014627972686602307,0.19481398634330116,0.10472097951495174,0.6307182312011719,3.247734308242798,53.023985384391615,25.89965049425761,0.12666666666666665,0.013333333333333284,0.13,0.26,0.1,1,0.35,1,0.2131919860839843,0.2261484116315841,0.014627972686602307,0.19481398634330116,0.10472097951495174,0.13,0.11736048975747587,0.2131919860839843,0.2261484116315841,0.22485276907682414,0.1527736953397007,0.12101748292912645,0.08101748292912644,0.14351748292912644
comgenvid,annotated,Sora,624329_926004613%2Fmd.mp4,0.0053567223922769015,0.039763362373440074,0.022560042382858487,1.1666299104690552,4.737665176391602,52.2975696047494,37.313654661178575,0.12666666666666676,0.013333333333333553,0.47,0.94,0.8,3,0.1,2,0.091872788965702,0.0371024720370769,0.0053567223922769015,0.039763362373440074,0.022560042382858487,0.47,0.24628002119142922,0.091872788965702,0.0371024720370769,0.04257950372993941,0.030567826921690855,0.24761920178949845,0.21261920178949847,0.03761920178949847
comgenvid,annotated,Sora,7adi1_961703618%2Fmd.mp4,0.006298563692017895,0.14489639745702848,0.07559748057452319,0.19697220623493195,0.8659061789512634,13.41293335560647,6.8594245711962385,0.12666666666666665,0.013333333333333284,0.0,0.0,0.0,0,0.0,0,0.0329799763858318,0.0100117782130837,0.006298563692017895,0.14489639745702848,0.07559748057452319,0.0,0.037798740287261594,0.0329799763858318,0.0100117782130837,0.012308598030358511,0.050281927556857314,0.03937338121026607,0.03937338121026607,0.03937338121026607
comgenvid,annotated,Sora,7negiashish_371783258%2Fmd.mp4,0.055951259712738406,0.18886861313868614,0.12240993642571227,0.43877020478248596,1.659813404083252,32.64262005742332,13.221582273642221,0.12666666666666665,0.013333333333333284,0.025,0.05,0.25,0,0.35,0,0.2709069550037384,0.085983507335186,0.055951259712738406,0.18886861313868614,0.12240993642571227,0.025,0.07370496821285613,0.2709069550037384,0.085983507335186,0.10447585210204124,0.11523630269624385,0.08769278314104073,0.13769278314104072,0.16269278314104074
comgenvid,annotated,Sora,8---d7652_28389355%2Fmd.mp4,0.005945373204615022,0.0031492818460089477,0.004547327525311985,1.5251861810684204,4.338151931762695,93.76183132429243,34.430785497029625,0.12666666666666665,0.013333333333333284,0.66,0.6799999999999999,0.8999999999999999,2,0.75,2,0.1154299154877662,0.0100117782130837,0.005945373204615022,0.0031492818460089477,0.004547327525311985,0.66,0.332273663762656,0.1154299154877662,0.0100117782130837,0.020553591940551952,0.010949833291407972,0.17376000706380973,0.22876000706380972,0.19126000706380974
comgenvid,annotated,Sora,951963_106836580%2Fmd.mp4,0.07157993878031552,0.025370850011773017,0.048475394396044265,1.0824899673461914,2.6671524047851562,103.7929568924341,21.504288176695507,0.12666666666666665,0.013333333333333284,0.44,0.88,0.30000000000000004,0,0.10000000000000009,0,0.0930506512522697,0.0259128380566835,0.07157993878031552,0.025370850011773017,0.048475394396044265,0.44,0.24423769719802213,0.0930506512522697,0.0259128380566835,0.03262661937624212,0.04213588438812341,0.262132681893101,0.11713268189310103,0.06713268189310104
comgenvid,annotated,Sora,95trevorthompson_watermarked.mp4,0.0019131151400988934,0.04185307275724041,0.02188309394866965,0.30748501420021057,1.8806531429290771,25.157378075398686,14.930983026822409,0.12666666666666665,0.013333333333333284,0.015,0.03,0.15,0,0.05,0,0.0129564190283417,0.005889281630516,0.0019131151400988934,0.04185307275724041,0.02188309394866965,0.015,0.018441546974334824,0.0129564190283417,0.005889281630516,0.006595995370298571,0.015768254517321216,0.01891982575935955,0.04891982575935955,0.02391982575935955
comgenvid,annotated,Sora,_dri__121308411%2Fmd.mp4,0.001677654815163645,0.00573934542029668,0.0037085001177301624,0.617566704750061,2.1493284702301025,52.70880139817494,17.17626190185547,0.12666666666666665,0.013333333333333284,0.105,0.21,0.9,0,0.7,0,0.0276796221733093,0.0005889281746931,0.001677654815163645,0.00573934542029668,0.0037085001177301624,0.105,0.05435425005886508,0.0276796221733093,0.0005889281746931,0.0032979975745547198,0.0035442991004599853,0.054773663762655994,0.227273663762656,0.177273663762656
comgenvid,annotated,Sora,_horse_619318200%2Fmd.mp4,0.012773722627737226,0.047239227690134215,0.03000647515893572,0.36694347858428955,2.270294666290283,20.719588585811223,18.00118641058604,0.12666666666666665,0.013333333333333284,0.015,0.03,0.15,0,0.0,0,0.007067137863487,0.0005889281746931,0.012773722627737226,0.047239227690134215,0.03000647515893572,0.015,0.022503237579467858,0.007067137863487,0.0005889281746931,0.00123674914357249,0.018498584752790426,0.025696668236402168,0.055696668236402166,0.018196668236402168
comgenvid,annotated,Sora,_kx_283277740%2Fmd.mp4,0.0005003531904874029,0.008182246291499882,0.004341299740993642,1.0008584260940552,5.346039295196533,92.98900217985042,42.67426586151123,0.12666666666666665,0.013333333333333284,0.38,0.76,0.25,3,0.6,3,0.0100117782130837,0.0064782095141708,0.0005003531904874029,0.008182246291499882,0.004341299740993642,0.38,0.1921706498704968,0.0100117782130837,0.0064782095141708,0.00683156638406209,0.0053374063982210215,0.19229573816811868,0.06479573816811868,0.15229573816811867
comgenvid,annotated,Sora,aaabnnon_466467197%2Fmd.mp4,0.022721921356251472,0.018895691076053683,0.020808806216152578,0.32548823952674866,0.7821532487869263,17.338438185542117,6.164624497294426,0.12666666666666665,0.013333333333333284,0.015,0.03,0.15,0,0.0,0,0.0129564190283417,0.0005889281746931,0.022721921356251472,0.018895691076053683,0.020808806216152578,0.015,0.01790440310807629,0.0129564190283417,0.0005889281746931,0.0018256772600579604,0.013215554633714731,0.023584883447139156,0.05358488344713916,0.016084883447139157
comgenvid,annotated,Sora,aadeseveruz_88242328%2Fmd.mp4,0.024723334118201084,0.06560513303508358,0.045164233576642336,0.6573868989944458,2.998897075653076,22.762651208129213,23.6645028591156,0.12666666666666665,0.013333333333333284,0.15,0.3,0.25,1,0.0,1,0.0371024720370769,0.0041224970482289,0.024723334118201084,0.06560513303508358,0.045164233576642336,0.15,0.09758211678832117,0.0371024720370769,0.0041224970482289,0.0074204945471137,0.03006673796483088,0.10376295031787144,0.09126295031787143,0.02876295031787144
comgenvid,annotated,Sora,aaroneboyce_443104867%2Fmd.mp4,0.01827760772309866,0.01318577819637391,0.015731692959736285,0.3173421323299408,2.0655555725097656,26.829139074733305,16.415711681048073,0.12666666666666665,0.013333333333333284,0.015,0.03,0.15,0,0.15,0,0.2379269748926162,0.002944640815258,0.01827760772309866,0.01318577819637391,0.015731692959736285,0.015,0.015365846479868142,0.2379269748926162,0.002944640815258,0.02644287422299382,0.0200161654650393,0.019935248410642807,0.049935248410642806,0.049935248410642806
comgenvid,annotated,Sora,aarya121212_594284790%2Fmd.mp4,0.20173063338827407,0.3283494231222039,0.265040028255239,1.0108513832092285,3.990032911300659,66.30936868971831,31.729581435521443,0.12666666666666665,0.013333333333333284,0.39,0.78,0.5,2,0.25,2,0.131330981850624,0.0718492344021797,0.20173063338827407,0.3283494231222039,0.265040028255239,0.39,0.3275200141276195,0.131330981850624,0.0718492344021797,0.07779740914702414,0.19014298061195306,0.377952672474688,0.307952672474688,0.245452672474688
comgenvid,annotated,Sora,abanuni_29343697%2Fmd.mp4,0.02690134212385213,0.1430421473981634,0.08497174476100777,0.48843076825141907,3.507979393005371,39.22753615472698,27.984030683835346,0.12666666666666665,0.013333333333333284,0.04,0.08,0.0,1,0.05,1,0.2856301665306091,0.042991753667593,0.02690134212385213,0.1430421473981634,0.08497174476100777,0.04,0.06248587238050389,0.2856301665306091,0.042991753667593,0.0672555949538946,0.07788528483816251,0.06921120791146691,0.049211207911466916,0.06171120791146692
comgenvid,annotated,Sora,abbasi303_277787488%2Fmd.mp4,0.031110195432069696,0.054214739816340944,0.04266246762420532,1.2712489366531372,3.2040317058563232,80.28274575307006,25.300910870234173,0.12666666666666665,0.013333333333333284,0.525,0.95,0.75,1,0.95,1,0.0883392244577407,0.0082449940964579,0.031110195432069696,0.054214739816340944,0.04266246762420532,0.525,0.2838312338121027,0.0883392244577407,0.0082449940964579,0.01625441713258618,0.03209924742755767,0.26660878267012006,0.21660878267012007,0.26660878267012006
comgenvid,annotated,Sora,abbasshahwan_871443816%2Fmd.mp4,0.6072816105486225,0.4834589121732988,0.5453702613609607,1.1825834512710571,4.807362079620361,112.38317456335895,38.685994148254395,0.12666666666666665,0.013333333333333284,0.495,0.99,0.9,3,0.95,3,0.7714958786964417,0.0877502933144569,0.6072816105486225,0.4834589121732988,0.5453702613609607,0.495,0.5201851306804803,0.7714958786964417,0.0877502933144569,0.15612485185265537,0.38967209755763854,0.672005533317636,0.6495055333176359,0.662005533317636
comgenvid,annotated,Sora,abcd-x_714432516%2Fmd.mp4,0.0005003531904874029,0.0032670120084765716,0.0018836825994819873,0.6042618155479431,1.6903846263885498,35.57220225656663,13.35239545504252,0.12666666666666665,0.013333333333333284,0.105,0.21,0.9,0,0.5,0,0.7873969078063965,0.0753828063607215,0.0005003531904874029,0.0032670120084765716,0.0018836825994819873,0.105,0.05344184129974099,0.7873969078063965,0.0753828063607215,0.14658421650528902,0.0597638961618048,0.05356692959736284,0.22606692959736285,0.12606692959736285
comgenvid,annotated,Sora,abcdefghijfdsfsdfsf_302058589%2Fmd.mp4,0.014451377442900872,0.2445549799858724,0.12950317871438663,0.9675410985946655,4.48479700088501,58.69267105888305,35.65454411506653,0.12666666666666665,0.013333333333333284,0.35,0.7,0.5,2,0.15,2,0.138987049460411,0.1077738478779792,0.014451377442900872,0.2445549799858724,0.12950317871438663,0.35,0.23975158935719332,0.138987049460411,0.1077738478779792,0.11089516803622239,0.12205997444312093,0.24336443371791852,0.19336443371791853,0.10586443371791854
comgenvid,annotated,Sora,abcolp_973369478%2Fmd.mp4,0.3389157052036732,0.2657464092300447,0.30233105721685893,0.6208080649375916,4.46810245513916,71.51463451057197,35.55602220694224,0.12666666666666665,0.013333333333333284,0.115,0.23,0.05,2,0.4,2,0.5058892965316772,0.1984687894582748,0.3389157052036732,0.2657464092300447,0.30233105721685893,0.115,0.20866552860842946,0.5058892965316772,0.1984687894582748,0.22921084016561505,0.27308297039636137,0.2933944549093478,0.2483944549093478,0.3358944549093478
comgenvid,annotated,Sora,abddu_393690614%2Fmd.mp4,0.012126206734165293,0.12137979750412056,0.06675300211914292,0.42929527163505554,1.8506462574005127,27.18205826184151,14.686472634474436,0.12666666666666665,0.013333333333333284,0.025,0.05,0.25,0,0.15,0,0.2073027044534683,0.0111896349117159,0.012126206734165293,0.12137979750412056,0.06675300211914292,0.025,0.04587650105957146,0.2073027044534683,0.0111896349117159,0.030800941865891142,0.05237217801784221,0.04890805274311279,0.09890805274311279,0.0739080527431128
comgenvid,annotated,Sora,abdujaliliy_109159782%2Fmd.mp4,0.055450906522251,0.06937249823404756,0.06241170237814928,0.3266587257385254,1.0848815441131592,16.710331447960183,8.551762809356054,0.12666666666666665,0.013333333333333284,0.015,0.03,0.15,0,0.0,0,0.138987049460411,0.1077738478779792,0.055450906522251,0.06937249823404756,0.06241170237814928,0.015,0.038705851189074644,0.138987049460411,0.1077738478779792,0.11089516803622239,0.08180508864137853,0.05256857781963739,0.08256857781963739,0.04506857781963739
comgenvid,annotated,Sora,abdulrahmaruss_974098107%2Fmd.mp4,0.04341299740993643,0.02257475865316694,0.03299387803155168,0.5389999747276306,2.599339723587036,41.40429371780043,20.745306134223938,0.12666666666666665,0.013333333333333284,0.075,0.15,0.65,0,0.85,0,0.0329799763858318,0.0783274471759796,0.04341299740993643,0.02257475865316694,0.03299387803155168,0.075,0.05399693901577584,0.0329799763858318,0.0783274471759796,0.07379270009696483,0.04931340685771694,0.06485018836825995,0.18985018836825995,0.23985018836825994
