video_path,subset,source_model,fps,duration_seconds,num_frames,downsample_idxs,1_sec_idxs,2_sec_idxs,3_sec_idxs,4_sec_idxs,dataset,split,video_id,legacy_video_id,legacy_path,source_group,real_source,generator,content_sha256,exclusion_reason,full_downsample_idxs,original_video_id,evaluation_duration
datasets/genvideo/fake/HotShot/hotshot_108.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_108.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_108.mp4,datasets/genvideo/fake/HotShot/hotshot_108.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_108.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_108.mp4,1
datasets/genvideo/fake/HotShot/hotshot_109.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_109.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_109.mp4,datasets/genvideo/fake/HotShot/hotshot_109.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_109.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_109.mp4,1
datasets/genvideo/fake/HotShot/hotshot_11.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_11.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_11.mp4,datasets/genvideo/fake/HotShot/hotshot_11.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_11.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_11.mp4,1
datasets/genvideo/fake/HotShot/hotshot_110.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_110.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_110.mp4,datasets/genvideo/fake/HotShot/hotshot_110.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_110.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_110.mp4,1
datasets/genvideo/fake/HotShot/hotshot_111.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_111.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_111.mp4,datasets/genvideo/fake/HotShot/hotshot_111.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_111.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_111.mp4,1
datasets/genvideo/fake/HotShot/hotshot_112.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_112.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_112.mp4,datasets/genvideo/fake/HotShot/hotshot_112.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_112.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_112.mp4,1
datasets/genvideo/fake/HotShot/hotshot_113.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_113.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_113.mp4,datasets/genvideo/fake/HotShot/hotshot_113.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_113.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_113.mp4,1
datasets/genvideo/fake/HotShot/hotshot_114.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_114.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_114.mp4,datasets/genvideo/fake/HotShot/hotshot_114.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_114.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_114.mp4,1
datasets/genvideo/fake/HotShot/hotshot_115.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_115.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_115.mp4,datasets/genvideo/fake/HotShot/hotshot_115.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_115.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_115.mp4,1
datasets/genvideo/fake/HotShot/hotshot_116.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_116.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_116.mp4,datasets/genvideo/fake/HotShot/hotshot_116.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_116.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_116.mp4,1
datasets/genvideo/fake/HotShot/hotshot_117.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_117.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_117.mp4,datasets/genvideo/fake/HotShot/hotshot_117.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_117.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_117.mp4,1
datasets/genvideo/fake/HotShot/hotshot_118.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_118.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_118.mp4,datasets/genvideo/fake/HotShot/hotshot_118.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_118.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_118.mp4,1
datasets/genvideo/fake/HotShot/hotshot_119.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_119.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_119.mp4,datasets/genvideo/fake/HotShot/hotshot_119.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_119.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_119.mp4,1
datasets/genvideo/fake/HotShot/hotshot_12.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_12.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_12.mp4,datasets/genvideo/fake/HotShot/hotshot_12.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_12.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_12.mp4,1
datasets/genvideo/fake/HotShot/hotshot_120.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_120.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_120.mp4,datasets/genvideo/fake/HotShot/hotshot_120.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_120.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_120.mp4,1
datasets/genvideo/fake/HotShot/hotshot_121.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_121.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_121.mp4,datasets/genvideo/fake/HotShot/hotshot_121.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_121.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_121.mp4,1
datasets/genvideo/fake/HotShot/hotshot_122.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_122.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_122.mp4,datasets/genvideo/fake/HotShot/hotshot_122.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_122.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_122.mp4,1
datasets/genvideo/fake/HotShot/hotshot_123.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_123.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_123.mp4,datasets/genvideo/fake/HotShot/hotshot_123.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_123.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_123.mp4,1
datasets/genvideo/fake/HotShot/hotshot_124.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_124.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_124.mp4,datasets/genvideo/fake/HotShot/hotshot_124.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_124.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_124.mp4,1
datasets/genvideo/fake/HotShot/hotshot_125.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_125.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_125.mp4,datasets/genvideo/fake/HotShot/hotshot_125.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_125.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_125.mp4,1
datasets/genvideo/fake/HotShot/hotshot_126.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_126.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_126.mp4,datasets/genvideo/fake/HotShot/hotshot_126.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_126.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_126.mp4,1
datasets/genvideo/fake/HotShot/hotshot_127.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_127.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_127.mp4,datasets/genvideo/fake/HotShot/hotshot_127.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_127.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_127.mp4,1
datasets/genvideo/fake/HotShot/hotshot_128.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_128.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_128.mp4,datasets/genvideo/fake/HotShot/hotshot_128.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_128.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_128.mp4,1
datasets/genvideo/fake/HotShot/hotshot_129.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_129.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_129.mp4,datasets/genvideo/fake/HotShot/hotshot_129.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_129.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_129.mp4,1
datasets/genvideo/fake/HotShot/hotshot_13.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_13.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_13.mp4,datasets/genvideo/fake/HotShot/hotshot_13.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_13.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_13.mp4,1
datasets/genvideo/fake/HotShot/hotshot_130.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_130.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_130.mp4,datasets/genvideo/fake/HotShot/hotshot_130.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_130.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_130.mp4,1
datasets/genvideo/fake/HotShot/hotshot_131.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_131.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_131.mp4,datasets/genvideo/fake/HotShot/hotshot_131.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_131.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_131.mp4,1
datasets/genvideo/fake/HotShot/hotshot_132.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_132.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_132.mp4,datasets/genvideo/fake/HotShot/hotshot_132.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_132.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_132.mp4,1
datasets/genvideo/fake/HotShot/hotshot_133.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_133.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_133.mp4,datasets/genvideo/fake/HotShot/hotshot_133.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_133.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_133.mp4,1
datasets/genvideo/fake/HotShot/hotshot_134.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_134.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_134.mp4,datasets/genvideo/fake/HotShot/hotshot_134.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_134.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_134.mp4,1
datasets/genvideo/fake/HotShot/hotshot_135.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_135.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_135.mp4,datasets/genvideo/fake/HotShot/hotshot_135.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_135.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_135.mp4,1
datasets/genvideo/fake/HotShot/hotshot_136.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_136.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_136.mp4,datasets/genvideo/fake/HotShot/hotshot_136.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_136.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_136.mp4,1
datasets/genvideo/fake/HotShot/hotshot_137.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_137.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_137.mp4,datasets/genvideo/fake/HotShot/hotshot_137.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_137.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_137.mp4,1
datasets/genvideo/fake/HotShot/hotshot_138.mp4,annotated,HotShot,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,genvideo,evaluation,genvideo:datasets/genvideo/fake/HotShot/hotshot_138.mp4:duration1,genvideo:datasets/genvideo/fake/HotShot/hotshot_138.mp4,datasets/genvideo/fake/HotShot/hotshot_138.mp4,genvideo:datasets/genvideo/fake/HotShot/hotshot_138.mp4,,HotShot,,,"[0, 1, 2, 3, 4, 5, 6, 7]",genvideo:datasets/genvideo/fake/HotShot/hotshot_138.mp4,1
