video_path,subset,source_model,fps,duration_seconds,num_frames,downsample_idxs,1_sec_idxs,2_sec_idxs,3_sec_idxs,4_sec_idxs,dataset,split,video_id,legacy_video_id,legacy_path,source_group,real_source,generator,content_sha256,exclusion_reason,dynamic_degree,full_downsample_idxs,original_video_id,evaluation_duration
datasets/videofeedback/fake/Hotshot-XL/7000012.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000012.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000012.mp4,datasets/videofeedback/fake/Hotshot-XL/7000012.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000012.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000012.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000013.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000013.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000013.mp4,datasets/videofeedback/fake/Hotshot-XL/7000013.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000013.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000013.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000014.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000014.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000014.mp4,datasets/videofeedback/fake/Hotshot-XL/7000014.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000014.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000014.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000015.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000015.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000015.mp4,datasets/videofeedback/fake/Hotshot-XL/7000015.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000015.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000015.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000016.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000016.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000016.mp4,datasets/videofeedback/fake/Hotshot-XL/7000016.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000016.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000016.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000018.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000018.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000018.mp4,datasets/videofeedback/fake/Hotshot-XL/7000018.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000018.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000018.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000019.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000019.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000019.mp4,datasets/videofeedback/fake/Hotshot-XL/7000019.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000019.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000019.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000020.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000020.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000020.mp4,datasets/videofeedback/fake/Hotshot-XL/7000020.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000020.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000020.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000021.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000021.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000021.mp4,datasets/videofeedback/fake/Hotshot-XL/7000021.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000021.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000021.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000023.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000023.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000023.mp4,datasets/videofeedback/fake/Hotshot-XL/7000023.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000023.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000023.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000024.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000024.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000024.mp4,datasets/videofeedback/fake/Hotshot-XL/7000024.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000024.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000024.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000025.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000025.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000025.mp4,datasets/videofeedback/fake/Hotshot-XL/7000025.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000025.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000025.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000026.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000026.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000026.mp4,datasets/videofeedback/fake/Hotshot-XL/7000026.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000026.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000026.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000027.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000027.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000027.mp4,datasets/videofeedback/fake/Hotshot-XL/7000027.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000027.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000027.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000028.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000028.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000028.mp4,datasets/videofeedback/fake/Hotshot-XL/7000028.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000028.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000028.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000029.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000029.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000029.mp4,datasets/videofeedback/fake/Hotshot-XL/7000029.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000029.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000029.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000030.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000030.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000030.mp4,datasets/videofeedback/fake/Hotshot-XL/7000030.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000030.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000030.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000031.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000031.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000031.mp4,datasets/videofeedback/fake/Hotshot-XL/7000031.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000031.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000031.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000032.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000032.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000032.mp4,datasets/videofeedback/fake/Hotshot-XL/7000032.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000032.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000032.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000034.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000034.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000034.mp4,datasets/videofeedback/fake/Hotshot-XL/7000034.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000034.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000034.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000036.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000036.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000036.mp4,datasets/videofeedback/fake/Hotshot-XL/7000036.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000036.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000036.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000037.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000037.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000037.mp4,datasets/videofeedback/fake/Hotshot-XL/7000037.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000037.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000037.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000038.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000038.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000038.mp4,datasets/videofeedback/fake/Hotshot-XL/7000038.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000038.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000038.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000039.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000039.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000039.mp4,datasets/videofeedback/fake/Hotshot-XL/7000039.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000039.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000039.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000040.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000040.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000040.mp4,datasets/videofeedback/fake/Hotshot-XL/7000040.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000040.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000040.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000041.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000041.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000041.mp4,datasets/videofeedback/fake/Hotshot-XL/7000041.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000041.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000041.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000042.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000042.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000042.mp4,datasets/videofeedback/fake/Hotshot-XL/7000042.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000042.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000042.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000043.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000043.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000043.mp4,datasets/videofeedback/fake/Hotshot-XL/7000043.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000043.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000043.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000046.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000046.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000046.mp4,datasets/videofeedback/fake/Hotshot-XL/7000046.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000046.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000046.mp4,1
datasets/videofeedback/fake/Hotshot-XL/7000047.mp4,annotated,Hotshot-XL,8.0,1.0,8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000047.mp4:duration1,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000047.mp4,datasets/videofeedback/fake/Hotshot-XL/7000047.mp4,videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000047.mp4,,Hotshot-XL,,,3,"[0, 1, 2, 3, 4, 5, 6, 7]",videofeedback:datasets/videofeedback/fake/Hotshot-XL/7000047.mp4,1
