video_id,dataset,subset,generator
videofeedback:datasets/videofeedback/real/DiDeMo/p004024.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003259.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007290.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003223.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005292.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004628.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009614.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009173.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006382.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007855.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004791.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004873.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005903.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003039.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005447.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008421.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009889.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004866.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005474.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006156.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009457.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008167.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009187.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005949.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005688.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003308.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p000266.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008996.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008015.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003819.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002445.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002558.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001470.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005378.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006994.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002625.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005522.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p000849.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002672.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005382.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002943.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006316.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005334.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009551.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004438.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009706.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007925.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006301.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003179.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002854.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004308.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007779.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004521.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005548.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008868.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002720.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008559.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001823.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009710.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001593.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008036.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009904.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001722.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004253.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005719.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005726.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009887.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004938.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009853.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007908.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008937.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002948.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008914.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006585.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p000098.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007916.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009615.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007073.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003134.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008977.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004820.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002468.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004021.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001113.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009977.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003004.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009835.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002042.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005878.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008975.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004037.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005316.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001596.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004567.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008465.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001622.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006684.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005169.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001904.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003018.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007830.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009897.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001945.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006049.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009351.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008025.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008980.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009883.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003851.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009183.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001895.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005053.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009658.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006749.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004525.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007876.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005594.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002969.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007615.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006504.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006668.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009166.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006756.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007283.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008272.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002088.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p000684.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005774.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001216.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005492.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008791.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p006642.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009428.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007097.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003270.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007426.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008373.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009398.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005179.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001076.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002157.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002590.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004279.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004207.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p008102.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004905.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001703.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p001056.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p000822.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002671.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003075.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005048.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007305.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p000405.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p005794.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p007701.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004606.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p004110.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p002919.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003817.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p000333.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p009265.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/DiDeMo/p003309.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/Panda70M/p105331.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/Panda70M/p102283.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/Panda70M/p109838.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/Panda70M/p111074.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/Panda70M/p109281.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/Panda70M/p102120.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/Panda70M/p110247.mp4:duration1,videofeedback,real,Hotshot-XL
videofeedback:datasets/videofeedback/real/Panda70M/p109890.mp4:duration1,videofeedback,real,Hotshot-XL
