video_path,subset,source_model,fps,duration_seconds,num_frames,downsample_idxs,1_sec_idxs,2_sec_idxs,3_sec_idxs,4_sec_idxs,dataset,split,video_id,legacy_video_id,legacy_path,source_group,real_source,generator,content_sha256,exclusion_reason,full_downsample_idxs,original_video_id,evaluation_duration,dynamic_degree
datasets/videofeedback/real/Panda70M/p111350.mp4,real,Panda70M,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p111350.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p111350.mp4,datasets/videofeedback/real/Panda70M/p111350.mp4,videofeedback:real-content:p111350,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/Panda70M/p111350.mp4,1,
datasets/videofeedback/real/DiDeMo/p008465.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p008465.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p008465.mp4,datasets/videofeedback/real/DiDeMo/p008465.mp4,videofeedback:real-content:p008465,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p008465.mp4,1,
datasets/videofeedback/real/Panda70M/p100283.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p100283.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p100283.mp4,datasets/videofeedback/real/Panda70M/p100283.mp4,videofeedback:real-content:p100283,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p100283.mp4,1,
datasets/videofeedback/real/DiDeMo/p001945.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p001945.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p001945.mp4,datasets/videofeedback/real/DiDeMo/p001945.mp4,videofeedback:real-content:p001945,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p001945.mp4,1,
datasets/videofeedback/real/DiDeMo/p004355.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p004355.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p004355.mp4,datasets/videofeedback/real/DiDeMo/p004355.mp4,videofeedback:real-content:p004355,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p004355.mp4,1,
datasets/videofeedback/real/DiDeMo/p002652.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p002652.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p002652.mp4,datasets/videofeedback/real/DiDeMo/p002652.mp4,videofeedback:real-content:p002652,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p002652.mp4,1,
datasets/videofeedback/real/DiDeMo/p009706.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p009706.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p009706.mp4,datasets/videofeedback/real/DiDeMo/p009706.mp4,videofeedback:real-content:p009706,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p009706.mp4,1,
datasets/videofeedback/real/DiDeMo/p005292.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p005292.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p005292.mp4,datasets/videofeedback/real/DiDeMo/p005292.mp4,videofeedback:real-content:p005292,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p005292.mp4,1,
datasets/videofeedback/real/DiDeMo/p006049.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p006049.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p006049.mp4,datasets/videofeedback/real/DiDeMo/p006049.mp4,videofeedback:real-content:p006049,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p006049.mp4,1,
datasets/videofeedback/real/DiDeMo/p003817.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p003817.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p003817.mp4,datasets/videofeedback/real/DiDeMo/p003817.mp4,videofeedback:real-content:p003817,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p003817.mp4,1,
datasets/videofeedback/real/DiDeMo/p004890.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p004890.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p004890.mp4,datasets/videofeedback/real/DiDeMo/p004890.mp4,videofeedback:real-content:p004890,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p004890.mp4,1,
datasets/videofeedback/real/Panda70M/p106927.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p106927.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p106927.mp4,datasets/videofeedback/real/Panda70M/p106927.mp4,videofeedback:real-content:p106927,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p106927.mp4,1,
datasets/videofeedback/real/Panda70M/p102283.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p102283.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p102283.mp4,datasets/videofeedback/real/Panda70M/p102283.mp4,videofeedback:real-content:p102283,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p102283.mp4,1,
datasets/videofeedback/real/DiDeMo/p001457.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p001457.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p001457.mp4,datasets/videofeedback/real/DiDeMo/p001457.mp4,videofeedback:real-content:p001457,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p001457.mp4,1,
datasets/videofeedback/real/Panda70M/p108714.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p108714.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p108714.mp4,datasets/videofeedback/real/Panda70M/p108714.mp4,videofeedback:real-content:p108714,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p108714.mp4,1,
datasets/videofeedback/real/DiDeMo/p009883.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p009883.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p009883.mp4,datasets/videofeedback/real/DiDeMo/p009883.mp4,videofeedback:real-content:p009883,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p009883.mp4,1,
datasets/videofeedback/real/Panda70M/p103960.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,datasets/videofeedback/real/Panda70M/p103960.mp4,videofeedback:real-content:p103960,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,1,
datasets/videofeedback/real/Panda70M/p105713.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p105713.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p105713.mp4,datasets/videofeedback/real/Panda70M/p105713.mp4,videofeedback:real-content:p105713,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p105713.mp4,1,
datasets/videofeedback/real/Panda70M/p102005.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p102005.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p102005.mp4,datasets/videofeedback/real/Panda70M/p102005.mp4,videofeedback:real-content:p102005,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p102005.mp4,1,
datasets/videofeedback/real/Panda70M/p106295.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p106295.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p106295.mp4,datasets/videofeedback/real/Panda70M/p106295.mp4,videofeedback:real-content:p106295,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p106295.mp4,1,
datasets/videofeedback/real/Panda70M/p102303.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p102303.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p102303.mp4,datasets/videofeedback/real/Panda70M/p102303.mp4,videofeedback:real-content:p102303,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p102303.mp4,1,
datasets/videofeedback/real/Panda70M/p104585.mp4,real,Panda70M,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p104585.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p104585.mp4,datasets/videofeedback/real/Panda70M/p104585.mp4,videofeedback:real-content:p104585,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/Panda70M/p104585.mp4,1,
datasets/videofeedback/real/Panda70M/p108671.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p108671.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p108671.mp4,datasets/videofeedback/real/Panda70M/p108671.mp4,videofeedback:real-content:p108671,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p108671.mp4,1,
datasets/videofeedback/real/Panda70M/p111509.mp4,real,Panda70M,8.0,2.0,16,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,,,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/Panda70M/p111509.mp4:duration1,videofeedback:datasets/videofeedback/real/Panda70M/p111509.mp4,datasets/videofeedback/real/Panda70M/p111509.mp4,videofeedback:real-content:p111509,Panda70M,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",videofeedback:datasets/videofeedback/real/Panda70M/p111509.mp4,1,
datasets/videofeedback/real/DiDeMo/p002990.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p002990.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p002990.mp4,datasets/videofeedback/real/DiDeMo/p002990.mp4,videofeedback:real-content:p002990,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p002990.mp4,1,
datasets/videofeedback/real/DiDeMo/p000641.mp4,real,DiDeMo,8.0,3.0,24,"[6, 7, 8, 9, 10, 11, 12, 13]","[6, 7, 8, 9, 10, 11, 12, 13]",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,videofeedback,evaluation,videofeedback:datasets/videofeedback/real/DiDeMo/p000641.mp4:duration1,videofeedback:datasets/videofeedback/real/DiDeMo/p000641.mp4,datasets/videofeedback/real/DiDeMo/p000641.mp4,videofeedback:real-content:p000641,DiDeMo,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",videofeedback:datasets/videofeedback/real/DiDeMo/p000641.mp4,1,
