video_id,dataset,protocol_split,subset,source_model,filename,video_path,duration_seconds,effective_k,window_count,G_raw,L_raw,G,L,S
020f601093a5be18ea856bcd4bf001d5072d1b5be149cb5a2ace02e04d809002,videofeedback,evaluation,annotated,Text2Video-Zero,1005126.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1005126.mp4,2.0,1,1,0.011993760301389215,0.06300000000000001,0.055,0.04,0.049
022384ae0a488b28b284924a4904c2eaec5826966c954164eab5ecddf6b3eebd,videofeedback,evaluation,annotated,ModelScope,3000026.mp4,STALL/datasets/videofeedback/fake/ModelScope/3000026.mp4,2.0,1,1,0.09128502472333411,0.27,0.36,0.25,0.316
0234327337af77907f8a93f4aee58afa8fef026e0d04502f396b97032835709c,videofeedback,evaluation,annotated,Text2Video-Zero,1000453.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000453.mp4,2.0,1,1,0.028240522721921353,0.03150000000000001,0.155,0.005,0.095
024e1827a1f6ed1d81cbd346534194fca07fefabb7c2415e28ab1ac0301eda71,videofeedback,evaluation,annotated,LaVie-base,4001275.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4001275.mp4,2.0,1,1,0.11493407110901814,0.0,0.385,0.0,0.23099999999999998
025046fd7e9033697639c5ad3c079b4b40a281d871af778f2dabfebbdf8826fc,videofeedback,evaluation,annotated,ModelScope,3004450.mp4,STALL/datasets/videofeedback/fake/ModelScope/3004450.mp4,2.0,1,1,0.08032140334353662,0.009000000000000001,0.34,0.0,0.20400000000000001
02674e72067fa073fa4a0dcb21a8114caa09b8b426fa206d6fa25fccb8007a73,videofeedback,evaluation,annotated,ModelScope,3000023.mp4,STALL/datasets/videofeedback/fake/ModelScope/3000023.mp4,2.0,1,1,0.02338415352013186,0.03150000000000001,0.12,0.005,0.074
0282ea6868190059c50427eed2f4808df541ceb9ce4fdacc4b248057beee2c69,videofeedback,evaluation,annotated,ModelScope,3005834.mp4,STALL/datasets/videofeedback/fake/ModelScope/3005834.mp4,2.0,1,1,0.013332940899458441,0.0045000000000000005,0.065,0.0,0.039
02893d72d7a17a06ab9093bf8914243cb2f71ead3c7597e3d7fb8f6b99037ea7,videofeedback,evaluation,annotated,AnimateDiff,5001853.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5001853.mp4,2.0,1,1,0.29001353896868376,0.0975,0.66,0.065,0.42200000000000004
029ca045c0ff979a3d6a809f2b431cbb69ad4de362587887f391465ebde87c43,videofeedback,evaluation,annotated,Text2Video-Zero,1002383.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1002383.mp4,2.0,1,1,0.22642453496585824,0.081,0.575,0.05,0.365
02a0e076c3da37f1cf37309854c23f2ba9ffb19cffb4c5ba0c64f7a378d73b00,videofeedback,evaluation,annotated,AnimateDiff,5000477.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5000477.mp4,2.0,1,1,0.0201760065928891,0.07300000000000001,0.11,0.045,0.084
02d2dfe07caafc98dda7cadc10a6e685da1c4ccd09ba21ef788d44f66673efa9,videofeedback,evaluation,annotated,VideoCrafter2,2003140.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2003140.mp4,2.0,1,1,0.0031051330350835883,0.03150000000000001,0.0,0.005,0.002
033a803804bfcbb0410fc0ed606b511f1b4db122913417f74c766718ab2e8867,videofeedback,evaluation,annotated,VideoCrafter2,2001095.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2001095.mp4,2.0,1,1,0.007475865316694138,0.009000000000000001,0.02,0.0,0.012
033fb63308ab79a715542c3d927d8d422bb6113fac9339014d67b80c260cb9cc,videofeedback,evaluation,annotated,AnimateDiff,5000643.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5000643.mp4,2.0,1,1,0.12608900400282552,0.03200000000000001,0.405,0.01,0.247
033fff9a52798d2c52b4338dac220d194a5de3dccc1021e1ef7e99f358aaf89b,videofeedback,evaluation,annotated,ModelScope,3001173.mp4,STALL/datasets/videofeedback/fake/ModelScope/3001173.mp4,2.0,1,1,0.02863786202024959,0.0,0.155,0.0,0.093
03412352c770bf5fc1a55dd4a06dbd903d4b87b2a0ac88e27f1ad50d2df344ef,videofeedback,evaluation,real,Panda70M,p103680.mp4,STALL/datasets/videofeedback/real/Panda70M/p103680.mp4,2.0,1,1,0.033450082411113725,0.009000000000000001,0.175,0.0,0.105
03a3510368fc56f3853a222d443cd4c23969e199f897cb9e0bd0dcba8aff6e04,videofeedback,evaluation,annotated,LVDM,6000250.mp4,STALL/datasets/videofeedback/fake/LVDM/6000250.mp4,2.0,1,1,0.010757593595479162,0.0,0.045,0.0,0.027
03baf82f01a7074391f7b8d9236e7dab6b81ad94b12a23dfc7f8a16028d2c177,videofeedback,evaluation,annotated,LaVie-base,4000834.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4000834.mp4,2.0,1,1,0.011802448787379327,0.0,0.055,0.0,0.033
03f72654bd726a8d138b5ee5407ac3a51cdecfa4ba536d97774d9e993f9cf03d,videofeedback,evaluation,annotated,ModelScope,3002501.mp4,STALL/datasets/videofeedback/fake/ModelScope/3002501.mp4,2.0,1,1,0.04846067812573582,0.009000000000000001,0.23,0.0,0.138
0416e6e29c84a6874db0c141ead09dd6c09d78de3356081c816bce398dbee8ef,videofeedback,evaluation,annotated,LaVie-base,4001812.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4001812.mp4,2.0,1,1,0.037188015069460796,0.09100000000000001,0.185,0.06,0.135
0432e1dc88213743745fa612f7957e586fe123e61efba858dc18aef1b2c4c007,videofeedback,evaluation,annotated,ModelScope,3005561.mp4,STALL/datasets/videofeedback/fake/ModelScope/3005561.mp4,2.0,1,1,0.007240404991758889,0.0,0.01,0.0,0.006
044836f6f70c6f0dcf8fddfab2b5a02251f4886fc8a7baa0ca67ad5f9f5a0a83,videofeedback,evaluation,annotated,LaVie-base,4003062.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4003062.mp4,2.0,1,1,0.030389098186955496,0.19,0.16,0.175,0.16599999999999998
04548d346b1098080f894f7d818d1d266a43627030eaf99ee6e49b6d84f35bbd,videofeedback,evaluation,annotated,VideoCrafter2,2001211.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2001211.mp4,2.0,1,1,0.0082705439133506,0.0495,0.02,0.02,0.02
04555e8b5f72a3b3643b02771e809c60139869cea1575043d422aa652232d348,videofeedback,evaluation,annotated,LaVie-base,4004564.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4004564.mp4,2.0,1,1,0.1990228396515187,0.009000000000000001,0.505,0.0,0.303
045dab144f1357f99898eaf241a2bb3a0c75dd53d7aaa74714157a74c00580b6,videofeedback,evaluation,annotated,Text2Video-Zero,1005610.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1005610.mp4,2.0,1,1,0.02217741935483871,0.0,0.12,0.0,0.072
049d9a66353a0f23bcff717975ce65bee8dba42b6f73521e908d6f92fae4f4e1,videofeedback,evaluation,annotated,LVDM,6000872.mp4,STALL/datasets/videofeedback/fake/LVDM/6000872.mp4,2.0,1,1,0.003443607252178008,0.0135,0.0,0.0,0.0
04a45f359d1c5717f12e349ebfc75089caef5b12b7d5210a65e2fb9cd2b579b8,videofeedback,evaluation,annotated,LVDM,6000937.mp4,STALL/datasets/videofeedback/fake/LVDM/6000937.mp4,2.0,1,1,0.006166117259241818,0.0045000000000000005,0.005,0.0,0.003
04bed360c8e0e5b58c6bc4b2fb94d68ae310cbe54c4ec25d2e9de2c2c584f190,videofeedback,evaluation,annotated,Text2Video-Zero,1000706.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000706.mp4,2.0,1,1,0.011979044031080762,0.009000000000000001,0.055,0.0,0.033
04e40cb79e3b0da181a8f3c27a8493620023c6c0aea7f3e5306ad531adb759a9,videofeedback,evaluation,real,Panda70M,p106698.mp4,STALL/datasets/videofeedback/real/Panda70M/p106698.mp4,2.0,1,1,0.054700376736519896,0.045000000000000005,0.245,0.02,0.155
04f4037f742217c058e4146eafad4ecb2b7b003e53fa87ef6e500f50c50e21e6,videofeedback,evaluation,annotated,LVDM,6001288.mp4,STALL/datasets/videofeedback/fake/LVDM/6001288.mp4,2.0,1,1,0.07555333176359784,0.0135,0.325,0.0,0.195
0508dbf6eb6cba885ea020c92614e901c16d83279f72e8161d317d6e61afb35d,videofeedback,evaluation,annotated,LaVie-base,4000515.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4000515.mp4,2.0,1,1,0.06729750412055568,0.046000000000000006,0.295,0.02,0.185
05092db963c5959b142386b7c2cc8f85cdc7e622837429df11cbfabeac75eeff,videofeedback,evaluation,annotated,ModelScope,3002008.mp4,STALL/datasets/videofeedback/fake/ModelScope/3002008.mp4,2.0,1,1,0.10647221568165763,0.045000000000000005,0.375,0.02,0.23299999999999998
05183b0fa9cb4f3f18f07b119d6fecb1079647488446a98692bae1a3bb60e147,videofeedback,evaluation,real,Panda70M,p102098.mp4,STALL/datasets/videofeedback/real/Panda70M/p102098.mp4,2.0,1,1,0.7230250765246056,0.2565,0.95,0.245,0.6679999999999999
051f74dce5b22958b69bd5dc239449d7495a2217788107ee44316003810331b6,videofeedback,evaluation,annotated,VideoCrafter2,2003810.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2003810.mp4,2.0,1,1,0.00428243465975983,0.009000000000000001,0.0,0.0,0.0
0540240b6c3431b5058b334557d2ba7024e69cea4a89bca3eb2e0cdbe97b8872,videofeedback,evaluation,annotated,ModelScope,3006670.mp4,STALL/datasets/videofeedback/fake/ModelScope/3006670.mp4,2.0,1,1,0.12199788085707558,0.0,0.395,0.0,0.237
0547c80a509ca2a462a9ae248d6bee52beea08a8bccea8dadca6610478349faa,videofeedback,evaluation,annotated,Text2Video-Zero,1000363.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000363.mp4,2.0,1,1,0.09530256651754179,0.423,0.36,0.42,0.384
057402fa6924f1d0269f053c98b1c3d0014f6a3b4b468dfa1f9efc6caeee3d3b,videofeedback,evaluation,annotated,AnimateDiff,5000737.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5000737.mp4,2.0,1,1,0.012391099599717447,0.03200000000000001,0.055,0.01,0.037000000000000005
058f2be0ba835fa08c05cd885518cfe317e1391290fe01c2512d389359d4ea75,videofeedback,evaluation,annotated,VideoCrafter2,2001453.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2001453.mp4,2.0,1,1,0.00048563692017894987,0.045000000000000005,0.0,0.02,0.008
058f82f850d876339f1467a7a29db9b8d48a2307b937d05d249851822ef64281,videofeedback,evaluation,annotated,AnimateDiff,5001613.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5001613.mp4,2.0,1,1,0.020646927242759596,0.0,0.115,0.0,0.069
05d62bf4a91943656d1b08dfcd3ecdbcc63da1c3a190ad66561911df67c957bd,videofeedback,evaluation,annotated,LaVie-base,4001177.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4001177.mp4,2.0,1,1,0.10447080291970803,0.011000000000000001,0.375,0.0,0.22499999999999998
05fab74b8eb9b06475f5898b760925775047ebdd9dcdbbd806837fb27f5a4737,videofeedback,evaluation,annotated,AnimateDiff,5000640.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5000640.mp4,2.0,1,1,0.02416411584647987,0.009000000000000001,0.135,0.0,0.081
05fb88363c05877384c2eabde352ea5edd948103c8f9dbc4b8ec72d92fe00bb3,videofeedback,evaluation,annotated,VideoCrafter2,2004819.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2004819.mp4,2.0,1,1,0.011684718624911702,0.07200000000000001,0.055,0.045,0.051000000000000004
063ca2c08686649e393e27007e3a426bb721c45b14cf4fd0f63e6ec3a98b00c4,videofeedback,evaluation,annotated,ModelScope,3000573.mp4,STALL/datasets/videofeedback/fake/ModelScope/3000573.mp4,2.0,1,1,0.07403755592182718,0.06300000000000001,0.32,0.04,0.20800000000000002
063f9914671422ee84e80d410f732e83b39afd47fcd5213cb9dab62af739faa0,videofeedback,evaluation,annotated,AnimateDiff,5001879.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5001879.mp4,2.0,1,1,0.012803155168354131,0.03200000000000001,0.06,0.01,0.039999999999999994
065186dd47d2827a042737717c139906e97ee5918d6b6904cd0b524064883ed6,videofeedback,evaluation,annotated,Text2Video-Zero,1006684.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1006684.mp4,2.0,1,1,0.46674122910289617,0.171,0.845,0.14,0.5630000000000001
065380e9858d0703b27a91ab5392277716bb1e9f25abcd6f79f557f943a11ae1,videofeedback,evaluation,real,Panda70M,p107760.mp4,STALL/datasets/videofeedback/real/Panda70M/p107760.mp4,2.0,1,1,0.29567930303743817,0.0675,0.66,0.04,0.41200000000000003
065e347c7def8fb7aec9655632dddfe85cc3086849e479b371c98b47fcf779a4,videofeedback,evaluation,real,Panda70M,p109464.mp4,STALL/datasets/videofeedback/real/Panda70M/p109464.mp4,2.0,1,1,0.07467035554509066,0.0,0.32,0.0,0.192
069bd540dc672274ae0be70a5cd1cfbdd88e7548aba6411af4e01e3508a492c0,videofeedback,evaluation,annotated,VideoCrafter2,2000968.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2000968.mp4,2.0,1,1,0.005871791853072758,0.054,0.005,0.025,0.013000000000000001
06db290ca3b83d803266b4b96cd5304011e9179dbe070b50dd6fa6a1e63c5956,videofeedback,evaluation,annotated,AnimateDiff,5000182.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5000182.mp4,2.0,1,1,0.057216858959265364,0.014499999999999999,0.26,0.0,0.156
0712dcbba4bd77450e19942a1ac3438105af8e6d5979987aa13067bfa66904d2,videofeedback,evaluation,annotated,ModelScope,3006730.mp4,STALL/datasets/videofeedback/fake/ModelScope/3006730.mp4,2.0,1,1,0.007593595479161761,0.009000000000000001,0.02,0.0,0.012
071fd876a02dc2abafa0f2135ce6ae53409258c64e71785756ff9e468009fcc8,videofeedback,evaluation,annotated,ModelScope,3002299.mp4,STALL/datasets/videofeedback/fake/ModelScope/3002299.mp4,2.0,1,1,0.010595714622086179,0.03150000000000001,0.035,0.005,0.023
07246cb104f3ff18b158d56a90c0dc8ac9b7c23007da0c97c80f12d58c4ad722,videofeedback,evaluation,real,Panda70M,p101281.mp4,STALL/datasets/videofeedback/real/Panda70M/p101281.mp4,2.0,1,1,0.027637155639274782,0.03150000000000001,0.145,0.005,0.089
0727fb94c2b1868ea29360b290e35c2d9ada4b72873abba2f0ce7e55019b73b1,videofeedback,evaluation,annotated,LaVie-base,4000000.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4000000.mp4,2.0,1,1,0.0252825523899223,0.03150000000000001,0.14,0.005,0.08600000000000001
07389416396169200fdb2c393d5dd511a9cd5799e8ff45f07951991dd1a442da,videofeedback,evaluation,annotated,Text2Video-Zero,1000008.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000008.mp4,2.0,1,1,0.013362373440075348,0.2665,0.065,0.25,0.139
0774adab5ad2d62eb4af73242c25d4844523c38cb5ef05571e6da383c675af92,videofeedback,evaluation,annotated,LaVie-base,4003038.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4003038.mp4,2.0,1,1,0.003384742170944196,0.009000000000000001,0.0,0.0,0.0
077cb0ad2a4b0a786a8a34757c8fc0dd28545c745750865e592979bab9dea948,videofeedback,evaluation,annotated,LaVie-base,4000072.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4000072.mp4,2.0,1,1,0.07683364728043325,0.405,0.325,0.41,0.359
07f37d95152bbb16ee796080c56e2e4c9382bcd154ed3ab5d1c2f1fb812373f6,videofeedback,evaluation,annotated,VideoCrafter2,2001480.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2001480.mp4,2.0,1,1,0.008918059806922535,0.0045000000000000005,0.02,0.0,0.012
083acfcce5f802c245e9a2130ee2c7e34ce20902e145b190438857a81c74e963,videofeedback,evaluation,annotated,AnimateDiff,5000965.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5000965.mp4,2.0,1,1,0.07674534965858253,0.03150000000000001,0.325,0.005,0.197
085f00b72350ac9201c41dd3e99bbc55f3a12079c0ef25cd747c35509e5a95dd,videofeedback,evaluation,annotated,ModelScope,3006629.mp4,STALL/datasets/videofeedback/fake/ModelScope/3006629.mp4,2.0,1,1,0.00398810925359077,0.0045000000000000005,0.0,0.0,0.0
08744394b33996541b80ec2fa3492e67e77fd5ade2c16f401fe5c5d61bc516dd,videofeedback,evaluation,annotated,LaVie-base,4004321.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4004321.mp4,2.0,1,1,0.014142335766423358,0.234,0.07,0.21,0.126
089b96652fa2aeed4196c90377eea800836ef49513b75c5ec3496e5e815d4649,videofeedback,evaluation,annotated,ModelScope,3002136.mp4,STALL/datasets/videofeedback/fake/ModelScope/3002136.mp4,2.0,1,1,0.01103720273133977,0.0585,0.045,0.035,0.041
08a16de5dd44cc54059ae1cdd266757613a3706392472bcf678349677743a7da,videofeedback,evaluation,annotated,ModelScope,3002960.mp4,STALL/datasets/videofeedback/fake/ModelScope/3002960.mp4,2.0,1,1,0.02884388980456793,0.34650000000000003,0.155,0.35,0.23299999999999998
08ca5921c7804cac1699401e873e65d65c79dfbd2f0685353ad8627d578f60ff,videofeedback,evaluation,annotated,LVDM,6000737.mp4,STALL/datasets/videofeedback/fake/LVDM/6000737.mp4,2.0,1,1,0.05443548387096774,0.18000000000000002,0.245,0.16,0.211
08d91eeaf5c71aad3ba5d4a521d5bd6659146d2081fe3064da30315a9bbc8678,videofeedback,evaluation,annotated,VideoCrafter2,2000301.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2000301.mp4,2.0,1,1,0.012288085707558277,0.0135,0.055,0.0,0.033
08e596ef22cb9a527058fda8868284cd2a67d1db5f4ab5f9583ce06630328f62,videofeedback,evaluation,annotated,Text2Video-Zero,1000024.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000024.mp4,2.0,1,1,0.1006887214504356,0.027,0.37,0.005,0.224
0919f7353880b295bc7adba06d831034604d086a1bfa0ab64b7026db395d011e,videofeedback,evaluation,annotated,AnimateDiff,5000062.mp4,STALL/datasets/videofeedback/fake/AnimateDiff/5000062.mp4,2.0,1,1,0.13418295267247468,0.0405,0.41,0.02,0.25399999999999995
09d6709867f919b63d36183da14cb87ab94afc189589b8a47f4efd5e3059513b,videofeedback,evaluation,annotated,VideoCrafter2,2000385.mp4,STALL/datasets/videofeedback/fake/VideoCrafter2/2000385.mp4,2.0,1,1,0.07085884153520132,0.0545,0.315,0.025,0.199
09f2d4a3ca850dd4aa83b21a5215271e9e6f8912b87b66436b11ca201f2c3d2d,videofeedback,evaluation,annotated,Text2Video-Zero,1003106.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1003106.mp4,2.0,1,1,0.027151518719095834,0.0,0.145,0.0,0.087
09f5ab668914fc6011b859d8ac8367ecaa23c7c2139c570a045564ce29ebfcdb,videofeedback,evaluation,annotated,ModelScope,3000928.mp4,STALL/datasets/videofeedback/fake/ModelScope/3000928.mp4,2.0,1,1,0.3457734871674123,0.40950000000000003,0.725,0.415,0.601
0a719446707b593f6b127fd4e75ab750b4bd6783f72c6fc55daf52e9ab61b073,videofeedback,evaluation,real,Panda70M,p101163.mp4,STALL/datasets/videofeedback/real/Panda70M/p101163.mp4,2.0,1,1,0.06473687308688486,0.0135,0.29,0.0,0.174
0a99453fee354489fe643f860834353ce2c799465dbb61881c347ca9fb98aa77,videofeedback,evaluation,annotated,LaVie-base,4004729.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4004729.mp4,2.0,1,1,0.021809512597127385,0.2025,0.12,0.175,0.142
0aecadcd1defe71197fc72c55f2289ef29cf7955e159561f6c1eca664f30793d,videofeedback,evaluation,annotated,Text2Video-Zero,1002797.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1002797.mp4,2.0,1,1,0.006180833529550271,0.0495,0.005,0.02,0.011
0af88d7ab7a9b34442611cd02ac15e950947d0361eb44c6f765f0d1c764e163a,videofeedback,evaluation,annotated,LVDM,6002146.mp4,STALL/datasets/videofeedback/fake/LVDM/6002146.mp4,2.0,1,1,0.017056157287497056,0.009000000000000001,0.08,0.0,0.048
0afce5f4eba9bfbfaf0bda8e4b2dfc54c3355c42c7808de37aea16f92fbf9de7,videofeedback,evaluation,annotated,ModelScope,3003637.mp4,STALL/datasets/videofeedback/fake/ModelScope/3003637.mp4,2.0,1,1,0.028181657640687544,0.0,0.155,0.0,0.093
0b5c2871a266cdf78eb5769425a4f58bc0c35c4c458e8f7de45df1e3e9c65117,videofeedback,evaluation,annotated,Text2Video-Zero,1001186.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1001186.mp4,2.0,1,1,0.019101718860372027,0.2655,0.095,0.25,0.157
0b95b2a2f64ef177b30eff0cbfdf8e5a3134d53a7b7fcaf04b5cbd821d586575,videofeedback,evaluation,annotated,LVDM,6001085.mp4,STALL/datasets/videofeedback/fake/LVDM/6001085.mp4,2.0,1,1,0.010639863433011537,0.234,0.035,0.21,0.10500000000000001
0ba6ab64b7c98e0311165c425888d0c4e9d88ad8ac7bed390cf286a6ce36fac0,videofeedback,evaluation,annotated,LaVie-base,4000284.mp4,STALL/datasets/videofeedback/fake/LaVie-base/4000284.mp4,2.0,1,1,0.041014245349658585,0.03150000000000001,0.21,0.005,0.128
