dataset,seed,calibration_size,video_id
comgenvid,17,50,fc157c3e5476e7f004000ee283287250843c37b2d2bd44de46fdf47adc21667d
comgenvid,17,50,fcd6c82ac3589840fe2f740997124657d6c55ea1011a3b0c596213f057f9b487
comgenvid,17,100,02be73f16ea1de752663f071d74da61afbf4c67319a42f6a7c26dc0a7652e636
comgenvid,17,100,054f6df5b33f3d8eae8cdf1588cb6ae6904324ddd4f40ca3998fa27b31b486f2
comgenvid,17,100,05d394375c8901240484cf02a874d3b4188988795e4f3ab92156808671bafbf7
comgenvid,17,100,0770bde0466ae88969768d0fbad067dbfa3668244bf9ea0e91b438a4ec55d2e9
comgenvid,17,100,07ec76e6b7fe5ea5d65067ade4838038725de2af11aff4ce1ed013cde513b704
comgenvid,17,100,0b0e8731eff24aa57c8148bd8413bf659ac5d158fe9b46e6cffad07b76d33365
comgenvid,17,100,0e49b6656fdab7d285619b2256c20343ba9e43e0188353432d6595c88b2bc4fd
comgenvid,17,100,12cae50014b0e7331e30445f052f53709e0f625df765fb96932f4a59b7e334d3
comgenvid,17,100,18ae4773068d507eabc0e1f56d3d11528548af856b56f028c701ec45adf5d2d7
comgenvid,17,100,18aebee80c501db95fe5f3ec387b90c3d003f36d41b04d69da753ec7093a1833
comgenvid,17,100,1a0ea162a9604845a9339e2680aafe1f1b4b50b3af47c729bb88e4a6f3525c94
comgenvid,17,100,1c83bab9e4e6f6a4705630a63b89ead5bcc29377d0dc190eb68e72c04aa20b8a
comgenvid,17,100,24c2bd4008bdd22017a64936d408275ccbe13f3f4751cbfe442f62fad0e3a33d
comgenvid,17,100,2a5b361c1e780a72977569489369b5769018e5a25d8e97ad2655b33993ddfba6
comgenvid,17,100,2f4e5ebf3efeee0dad7a3c31ff295ff5a4c8c55ff1b10a1197a2141796f505e2
comgenvid,17,100,2f68665f7e59b640ee0ed16ea0fc498ee2ba9fad7f82d4e348821c012785b0f0
comgenvid,17,100,338de4f0a9884d86d4169d598c953ff77b55b5a54daa4e5c8e8ddb690f741c63
comgenvid,17,100,34ea5481cb20abfa5fa9af2f1c94500d3ca59b5aa1b29ef3afe23cb16ffe0e9b
comgenvid,17,100,377515958f735b40ce64411cafa1fe7e7193785569dc573acb03d97ad978a3a8
comgenvid,17,100,38853d91ad89cb1894d3c21e14deee64a5273ae2ae2642e3c5b2364ceb329844
comgenvid,17,100,397060c783a8063537f37d5a7e0c9052c76f40a3cf5e56039152af16cfe73af0
comgenvid,17,100,3facccc6f50c4a446c024b119d5fc1cf957a9e2906cb0242608ae20729eaa560
comgenvid,17,100,400c1214874a1d0970d6edabf054d0f2b8162a3712931f3809097b91efc3cedb
comgenvid,17,100,47999e04ac4c46b9e68ea841afc60ae0a78b5917d8628c9181bd37baab15e80f
comgenvid,17,100,496816b89548a26fc6a8daf330b86b5b19dbb0b7eb806d5471705b594e160ad3
comgenvid,17,100,4c1bb441dabbba63e049829afa3790767b0c285009c555d3cafe7c7c5bed5128
comgenvid,17,100,4f65a161f10769d8bc17c2dfc453f79adbc5a45a0cd2b4ed1c55dd36d55e304b
comgenvid,17,100,4fab969efb35c6be95a51bc128ce7006726badc2c9aa5e52cc632d94f886bcd6
comgenvid,17,100,50d8530374265e93e6a439d1db967e998911ab1b41ab8a7b83a60f6a2f5e185c
comgenvid,17,100,52155ec6eda393185804ca9b6eb0b338332f436ae789b53cdb641c5460413f16
comgenvid,17,100,54a0c350aa96c6f1768e2f42ab15918a88b2acb80ffc2e12fec73f0454b3debc
comgenvid,17,100,594259eb5da7ea8cdbf6fc35c8a420c7b72d0b628c86b70c81abcc691e724c81
comgenvid,17,100,5eea29203b933825cbc60f87b704369e3ddb880f7e962792d73f7762621c0f93
comgenvid,17,100,6428915b6281a2ee58dfa20990f89b6d8a0b865a3f14890f89b1ff703d1e0cfd
comgenvid,17,100,64ff8274f013d07334f26af8817b60d05465d1a23fc5f91222ac1a33a7b9cbb8
comgenvid,17,100,6d771b651badc75ff3d6c54040e404188bc0e079f0090d973c4ab798509a9460
comgenvid,17,100,6e9b4dbf62ef5172c1f930a7306692adaf13964d6e99c531d98fc56a979ca223
comgenvid,17,100,6fc1377d4c32771daf07d23b3f247f2742a860a30145fa75df2befede2733434
comgenvid,17,100,719fbc84ab5adbf28aa36d399055642589311f52978b72d8541beb0eb96da299
comgenvid,17,100,767ee7a400a7a4674175847035819347f53f7fb892a3c424d549b101cd8b10b9
comgenvid,17,100,7b98b768848346eda293acb18b515885ddca7efe39dd5946390ea18e76c9f6b0
comgenvid,17,100,7c9835bf51c1986ea02c298d85b61b0ab6ed469cf3183b2b1b636deff6c6e20e
comgenvid,17,100,7e0f7094d680c4852320a32a5cd65fca68e74ca2806cfb0e7b9bc7baecd9c6c9
comgenvid,17,100,7f1f00b6145446238ad2b88ce92e613ce0e8dfe267fc49b9943b093054a248b7
comgenvid,17,100,885277a7b1fa622df2b1f3e1b78b9cb3c1c5d7d7372dfce8410f53cb2e3414e7
comgenvid,17,100,89b3ce89c067624017e9f54e9f1051b1cc96bb5b147cefddd24dc4d69a6926fb
comgenvid,17,100,8a6be8ddac2ea5c9a8953871d1130c285a2d680023c5074a59b0d0931b002109
comgenvid,17,100,8a75ecca3215b1aed2dc8582a200cedf311066e3901944667b37983e65fa909b
comgenvid,17,100,8c67dec8c5a6309da81f934eac97ba7a7c0ad83e6681f506b76e89cbb396cdb6
comgenvid,17,100,8fc2970cfcc3188be17cae3afc7bb661bdd62a168e712f6404c45c02cb9ac904
comgenvid,17,100,9213a9b4b6f14ea3cac7aaaa0c47bddc6167ac8ee545a8257013adceecce3f07
comgenvid,17,100,95fba8cd91509de284746cc1206c3155f1b142724a8bceb804793d629b915569
comgenvid,17,100,974fffc490bbf0d08319c336553f491006ed15f79c46a293011e09c3613cf1fc
comgenvid,17,100,992d7601bf9346e230db43fe33544bd8283f417fc7a636eba3dd55e0278b5deb
comgenvid,17,100,9edd01f251753591dc003775e45cdeebe79e67f015d0ff4aef0591a767bdd567
comgenvid,17,100,a6ea9475367b7b26acc2a2457e46a72dc5c8264f86e5f9fa19456c453274a7b4
comgenvid,17,100,a70ca497fe8af46b77974f40e066d89851b9fc4c414ad9af4f063af81de704b7
comgenvid,17,100,a7948664d54fd3aff7d00cd6222247e86b3c0c5ac5eb7c50740d2fa8455d21b5
comgenvid,17,100,a821bdc27b458cdb7da29037a0de798cdf6c1e554b6abb39b31c9730ab88f989
comgenvid,17,100,a889fa7022569b4dc42acc13ecd8991c0452cab155c11300795d47ac90ec9c5e
comgenvid,17,100,ac903826cda8e12432f8c4c3e5beec716f4f8036d165c3b12e16401a67b5ffff
comgenvid,17,100,ad19293393f403dcf61cb8ec4f8cd80fe2a93f53eb59b19e8d62b999e16f4710
comgenvid,17,100,b56d3002c4583d3e6e0b7c7900e50243028c2b935d6b6e2d381b600854219ebe
comgenvid,17,100,b5b7ff582d512704cb36959eac1f59b682afff1e5b6edb0ba8efe395e7fb06d7
comgenvid,17,100,bcadf9462d9a674dc474a745d6870663f0fc9c227b59b2c29700c866cbbdc4e8
comgenvid,17,100,c009140f9f411544ed90b241fb8a0d9dd0b674a97f0b83c5e6d0c51933a9389c
comgenvid,17,100,c15c9c1b99e8841cc07641f33530c8902a22612fa9d25adfc72a8f6623384cca
comgenvid,17,100,c1c9398a74dc3f0a38ace00120d8b64c221e4c02624763889cb71b55564ddf6e
comgenvid,17,100,c3710a95313809f944e1d7e86c55a3c1f61e3352da637b3dee2c8f6a81fce253
comgenvid,17,100,c50534f1e0359ff1d9b5b17497fc6172223bc9e51b7a780ae79ac8a7e590f84d
comgenvid,17,100,c67671c7d69dc564bfe167e411b55dd82b25fe75a7884ec99df85b2a1508aed5
comgenvid,17,100,cb3a961bba64b5bafa4d7f75d7d0776e16e74810adab8fae4908764578bc8e86
comgenvid,17,100,cbb66ff4ea2048ba30602e04f651c15456bc36ed43f0b2c71d86e54c70ab99c5
comgenvid,17,100,d01f0c1898592f15311750fb3d9a6482b39ef171cb71ee259581ba76cafa23cb
comgenvid,17,100,d2672b43846bb726a5dd40cf81a1e04706d4301c0ff7c9fdaac944117e5ab4ff
comgenvid,17,100,d28278d71651d324df5c43297c6566fe766b14966f4d757a3b821b609bb16fa9
comgenvid,17,100,d39a3c01a09f34ac4e1b6dde2a654668958d8d09ccbe72c49f7cccd3f6cb1ffe
comgenvid,17,100,da75d330d508713d429bae86e92c42000e18a2eccc45c7fe04ef70991b992ece
comgenvid,17,100,da767d11447a713669b3f82751c5cd355469f5a4045a0b84a22596cd8fc3c4ee
comgenvid,17,100,dab18a710359abb8afe55c2ce504b999388927689cd3eec5a115c2a04d28d027
comgenvid,17,100,db70e92a9cfd683a0145a7ffa0ebe4e267abe979fc26ee92dcfa62d788c74bad
comgenvid,17,100,de12bf0f74852304f3c9c3d7c0975ec513b567f0f8c67dd885b42a216198c520
comgenvid,17,100,e0e282bca5a8f63c50cfd270a8a59505b59aa270a67cb1462c8fdb504b838e9e
comgenvid,17,100,e13183acb205f7507e0368aab8295b3c3fb36f74ca61309c936c96f77935ac62
comgenvid,17,100,e2de508e56b7523c97c668e37a9dd4e6841e1d72ef1a81b356f1fa11132ad9a6
comgenvid,17,100,e5b798f03a7f603d7e6649e4552fda4b77a41ac30f3ca587b5808dc95b2452d6
comgenvid,17,100,e66ffa12a667ca94dc87f63cf7b39d325ea22c2213ebd35696e6cf7af9b7ea32
comgenvid,17,100,e8eeaaf64ad1547b9f866e3bd959e36c50218b22b871c79d227c5a41733f956e
comgenvid,17,100,ec17fb85a3002bdd23a4051f0767f4c346cf2aeefdc68c3301547c0cfc3d8fb7
comgenvid,17,100,ecd08f2bfbeb878b925499f2c27f6502c540c24ad6bf2abb4c5c7b785fce1d42
comgenvid,17,100,efd697eb941a7697b2b2654f8c8372b1491d4ddedc200d4e2b7946115b13174e
comgenvid,17,100,f0459967a5ef4c45827d392af03af6d5f4c42093b198053ed26614c07130f016
comgenvid,17,100,f09e67f5f5a50c52d0ef59803f3f2c4d71debcb37c7f683b02ab2c267e80e72f
comgenvid,17,100,f2f4a7aa2f7a899a239edacb8a8007e39c3f1a981afbb6127bd3c1bce0fdaa84
comgenvid,17,100,f3cd6e2c2617fa6d55eb5dd7644d53fe8b4bf0ce5e52b46116e2acdb6436f9b0
comgenvid,17,100,f879c241df3c9b47cb8e9ca6b65fc1efe0b47e158aca3dc59c54fbee89a18963
comgenvid,17,100,fa82d6977906fb2a8fceec92d30b9071b1f8228924af85045852e406ad78811a
comgenvid,17,100,fbf89aa89d8baaeca7d5fd8dbe6c6d56329190a394c78cca4e88e252613b7f1a
comgenvid,17,100,fc157c3e5476e7f004000ee283287250843c37b2d2bd44de46fdf47adc21667d
comgenvid,17,100,fcd6c82ac3589840fe2f740997124657d6c55ea1011a3b0c596213f057f9b487
comgenvid,17,200,02be73f16ea1de752663f071d74da61afbf4c67319a42f6a7c26dc0a7652e636
comgenvid,17,200,035e4f4ff3f206cf27eb8ae1ab1bddf549cb78cbfbc9994351a84fe3be20864b
comgenvid,17,200,03713a91df27f0a4afdb2323a648aec86b3b6b55bc97983d01248029575b031a
comgenvid,17,200,054f6df5b33f3d8eae8cdf1588cb6ae6904324ddd4f40ca3998fa27b31b486f2
comgenvid,17,200,0581bfe52d1e0447f5bc9c4582db52af6ccd0eb16c76a64ff0b77ae97de5905b
comgenvid,17,200,05d394375c8901240484cf02a874d3b4188988795e4f3ab92156808671bafbf7
comgenvid,17,200,060e5869d1aa197d1f06d8d02243206de9f08deb23c7f486f623eb5316d7027b
comgenvid,17,200,0770bde0466ae88969768d0fbad067dbfa3668244bf9ea0e91b438a4ec55d2e9
comgenvid,17,200,07ec76e6b7fe5ea5d65067ade4838038725de2af11aff4ce1ed013cde513b704
comgenvid,17,200,0b0e8731eff24aa57c8148bd8413bf659ac5d158fe9b46e6cffad07b76d33365
comgenvid,17,200,0ca52ca4ece41fa04108dace04ace51dac91ca47abc77ac7ae55901f9bd10b69
comgenvid,17,200,0cc44ba0e875584f1c58bb826be84b732651c0ec6081344c01bbf2032c0d9e93
comgenvid,17,200,0e37251e805df5c17577073387e163392aabd3b60ee8956ebe1c515abe96747f
comgenvid,17,200,0e3d21b608e382ff2941a2439e663474b960884cd338fd34f8b8f71541991c32
comgenvid,17,200,0e49b6656fdab7d285619b2256c20343ba9e43e0188353432d6595c88b2bc4fd
comgenvid,17,200,0ee39da89d047f3f778c6e516b5e449223d69df2386984387b93989088e14ea3
comgenvid,17,200,0febab32799a369e3214125fb38f0765bc74cbeaed78085e02c1ec8d4e282f85
comgenvid,17,200,12cae50014b0e7331e30445f052f53709e0f625df765fb96932f4a59b7e334d3
comgenvid,17,200,12e086539688dd5db193aeb1bba376e6ce35100de6258365e89a6e544f680649
comgenvid,17,200,15167caacd89fb509ba061ad07ff03a5c016fda5ab775ace2ca6d2ff3b72ae6d
comgenvid,17,200,17515b2d1d4f47e6af7c8f1499ad330eb1cbacd4c41a1de96b445c580061b042
comgenvid,17,200,18ae4773068d507eabc0e1f56d3d11528548af856b56f028c701ec45adf5d2d7
comgenvid,17,200,18aebee80c501db95fe5f3ec387b90c3d003f36d41b04d69da753ec7093a1833
comgenvid,17,200,1a0ea162a9604845a9339e2680aafe1f1b4b50b3af47c729bb88e4a6f3525c94
comgenvid,17,200,1b87eb6514c9352afc84b78bde2f7b823efd7f5fb226bf7977dbf7dfa9bf5fcb
comgenvid,17,200,1c83bab9e4e6f6a4705630a63b89ead5bcc29377d0dc190eb68e72c04aa20b8a
comgenvid,17,200,1c8f4cd9936bae78f30da32d5e0f3fd71bcc7041abd524de67babe185a1fe1dd
comgenvid,17,200,1ef4835e8f67464c82603b9ac0ab505b74efca30911a3423d0d9c40dc2d40956
comgenvid,17,200,1f3d46e5d3e03e264c5bf28e1f26fcbd687f13333b17140780ef36654773798d
comgenvid,17,200,2233428648e2862d0cbfb3973c90b5e740f3046cd7c3566f9c8bb31e6256d115
comgenvid,17,200,233246b2a2c5292f1d73e89a6dfbd392b3a0f0284eb86d576d5ba75220a72997
comgenvid,17,200,2475e4ba0ca0ab53893b2c0e09a1dfad4317a062bdcc84b927833e4bbf7c5713
comgenvid,17,200,24c2bd4008bdd22017a64936d408275ccbe13f3f4751cbfe442f62fad0e3a33d
comgenvid,17,200,256d38b1ea22a600a7c7fb2f1846e45355459988e878ebe28ddf81db3f8fd1fe
comgenvid,17,200,2a5b361c1e780a72977569489369b5769018e5a25d8e97ad2655b33993ddfba6
comgenvid,17,200,2c56fe59f50fe852c69548b4c9c323b50311dd3f98e3796acf87b1132079625c
comgenvid,17,200,2f4e5ebf3efeee0dad7a3c31ff295ff5a4c8c55ff1b10a1197a2141796f505e2
comgenvid,17,200,2f68665f7e59b640ee0ed16ea0fc498ee2ba9fad7f82d4e348821c012785b0f0
comgenvid,17,200,30d63135f5998984f3cdd9268f125abd005d843d0aa9d28d85930af48b83206b
comgenvid,17,200,338de4f0a9884d86d4169d598c953ff77b55b5a54daa4e5c8e8ddb690f741c63
comgenvid,17,200,34ea5481cb20abfa5fa9af2f1c94500d3ca59b5aa1b29ef3afe23cb16ffe0e9b
comgenvid,17,200,3588d42c8495a9bb2a0ed90c80e1902cac92eb3d472f2d756159b7226a4e8461
comgenvid,17,200,377515958f735b40ce64411cafa1fe7e7193785569dc573acb03d97ad978a3a8
comgenvid,17,200,381521cb95eae2486a44c45ff56ad046e96b4af090c4d19e6c91a91c9774f543
comgenvid,17,200,38853d91ad89cb1894d3c21e14deee64a5273ae2ae2642e3c5b2364ceb329844
comgenvid,17,200,397060c783a8063537f37d5a7e0c9052c76f40a3cf5e56039152af16cfe73af0
comgenvid,17,200,3facccc6f50c4a446c024b119d5fc1cf957a9e2906cb0242608ae20729eaa560
comgenvid,17,200,400c1214874a1d0970d6edabf054d0f2b8162a3712931f3809097b91efc3cedb
comgenvid,17,200,403337451f6d812b97d050409621b032948386e60f5b4472acae49d5133dd8f9
comgenvid,17,200,43c944fb7857bbde3ae4c143549a6e3c0d4040fb5444416b05c772dce0b23fd5
comgenvid,17,200,440f49b69e6d0d9b78b4f21fdf9459a2adfe1d425235551e811146bcf3031f8b
comgenvid,17,200,4661b7d9ec05aba07dd77aa5832b8722be06dd5d449f48be114408dd2763a627
comgenvid,17,200,47999e04ac4c46b9e68ea841afc60ae0a78b5917d8628c9181bd37baab15e80f
comgenvid,17,200,496816b89548a26fc6a8daf330b86b5b19dbb0b7eb806d5471705b594e160ad3
comgenvid,17,200,496cea0d09cfd770f3592dbff59034f53d296cd671da6416287fac002ee26c3a
comgenvid,17,200,4a9acaaf1d4919a3cc0442cf2fe07191c0bc2f016a0c921bcf7436b8f5b2386a
comgenvid,17,200,4c1bb441dabbba63e049829afa3790767b0c285009c555d3cafe7c7c5bed5128
comgenvid,17,200,4f65a161f10769d8bc17c2dfc453f79adbc5a45a0cd2b4ed1c55dd36d55e304b
comgenvid,17,200,4fab969efb35c6be95a51bc128ce7006726badc2c9aa5e52cc632d94f886bcd6
comgenvid,17,200,505ca069f0ab4fd8183b7f23c357fc9a973106adfeff90c9cccb58ec7cbb3b1c
comgenvid,17,200,50d8530374265e93e6a439d1db967e998911ab1b41ab8a7b83a60f6a2f5e185c
comgenvid,17,200,52155ec6eda393185804ca9b6eb0b338332f436ae789b53cdb641c5460413f16
comgenvid,17,200,54a0c350aa96c6f1768e2f42ab15918a88b2acb80ffc2e12fec73f0454b3debc
comgenvid,17,200,594259eb5da7ea8cdbf6fc35c8a420c7b72d0b628c86b70c81abcc691e724c81
comgenvid,17,200,5d5f1c6259393d1391003fa0e307598ed39a1f87c7f4f6dfc3dd959a9247b16d
comgenvid,17,200,5de196a41adc6fb8e5c478b0cec7cb84af462e982955a7f5b2e46162575a7c9d
comgenvid,17,200,5e060fdb545024ffe61b39bd3b11dab950f5c157de00fec89a309ca78c0aa873
comgenvid,17,200,5eea29203b933825cbc60f87b704369e3ddb880f7e962792d73f7762621c0f93
comgenvid,17,200,5f63e5c5c21b9c55e29b504782f0b0e6a690b7a0c71cf24a24c3aba7cb74adf8
comgenvid,17,200,5f7d72afd2e1fe1aaf08822c22f92b27cdf03763d15ef629d5e25f83ca65d8c1
comgenvid,17,200,60ab69307eba7bd4a5464aa7db0ed3354373861e13809297d5568ad0346559b7
comgenvid,17,200,6428915b6281a2ee58dfa20990f89b6d8a0b865a3f14890f89b1ff703d1e0cfd
comgenvid,17,200,64ff8274f013d07334f26af8817b60d05465d1a23fc5f91222ac1a33a7b9cbb8
comgenvid,17,200,668a38a0641db9271194ed5186ca57c76c26980d0c0d7b01549ce1870b840aa5
comgenvid,17,200,67beea9cf8b5dc5d140eb0520e096b17c4905bcb12d0ba2fe3d63e3248052d83
comgenvid,17,200,69bf96aff0adef776f6fac35129c4fed849cf2a190022df73319c518a010ad01
comgenvid,17,200,6d17217c5fc71844ebda45150b76dc67a7d367e12e0a1f4932565113fb1662b2
comgenvid,17,200,6d771b651badc75ff3d6c54040e404188bc0e079f0090d973c4ab798509a9460
comgenvid,17,200,6e9b4dbf62ef5172c1f930a7306692adaf13964d6e99c531d98fc56a979ca223
comgenvid,17,200,6efc996973dbf4465543fe2018ac467dfa7f206e945778c9ab56d4cc136f4017
comgenvid,17,200,6fc1377d4c32771daf07d23b3f247f2742a860a30145fa75df2befede2733434
comgenvid,17,200,719fbc84ab5adbf28aa36d399055642589311f52978b72d8541beb0eb96da299
comgenvid,17,200,7385157166a5b9c9f44df783a390c772a1c5a66293345c6f7aefa7baa6065168
comgenvid,17,200,74fe6121de34d821548a8703b621080cab1de9da8613f938d8a80a4fee630b68
comgenvid,17,200,7649b4f552ad05288bafb1de139fe671bb720f4da234ee0afac10b5cf9ab88e3
comgenvid,17,200,767ee7a400a7a4674175847035819347f53f7fb892a3c424d549b101cd8b10b9
comgenvid,17,200,7718a8dc369de415abe31587fd6524d9524cbf8271bfe4a821d8452577aaa4f6
comgenvid,17,200,79105d6ad468d78e0cc7d61da9951233fe3f5ad8bbf8f2aeb24587b5b85074df
